date,SPY,EFA,IEF,GLD,FX
2005-02-15,81.73464965820312,29.020355224609375,47.896820068359375,42.58000183105469,11.149999618530273
2005-02-16,81.78861236572266,28.764188766479492,47.723506927490234,42.52000045776367,11.12600040435791
2005-02-17,81.1273422241211,28.823312759399414,47.61734390258789,42.72999954223633,11.072999954223633
2005-02-18,81.2353515625,28.96661376953125,47.376922607421875,42.75,11.125
2005-02-22,80.02749633789062,28.898542404174805,47.38249588012695,43.56999969482422,11.062000274658203
2005-02-23,80.6010513305664,28.912870407104492,47.4216423034668,43.41999816894531,11.069999694824219
2005-02-24,81.13412475585938,28.957656860351562,47.343414306640625,43.33000183105469,11.10200023651123
2005-02-25,81.93708038330078,29.294437408447266,47.410499572753906,43.5,11.07699966430664
2005-02-28,81.39726257324219,29.22636604309082,47.1030158996582,43.529998779296875,11.088000297546387
2005-03-01,81.80215454101562,29.387590408325195,47.10359191894531,43.220001220703125,11.10099983215332
2005-03-02,81.76166534423828,29.16724967956543,47.09796142578125,43.25,11.064000129699707
2005-03-03,81.79537963867188,29.18157958984375,47.06993103027344,42.970001220703125,11.10200023651123
2005-03-04,82.81427764892578,29.69212532043457,47.2829475402832,43.380001068115234,11.010000228881836
2005-03-07,82.85478973388672,29.566728591918945,47.29418182373047,43.470001220703125,11.013999938964844
2005-03-08,82.54438781738281,29.647335052490234,47.06993103027344,44.029998779296875,10.958000183105469
2005-03-09,81.626708984375,29.512985229492188,46.71120071411133,44.02000045776367,10.989999771118164
2005-03-10,81.80886840820312,29.609731674194336,46.79526138305664,44.20000076293945,11.024999618530273
2005-03-11,81.2353515625,29.602550506591797,46.599056243896484,44.43000030517578,11.055999755859375
2005-03-14,81.74142456054688,29.50760841369629,46.71120071411133,44.029998779296875,11.145999908447266
2005-03-15,81.06666564941406,29.32489013671875,46.62148666381836,44.060001373291016,11.168999671936035
2005-03-16,80.37837982177734,29.358917236328125,46.72800064086914,44.310001373291016,11.222999572753906
2005-03-17,80.54032135009766,29.32489013671875,46.90739440917969,43.81999969482422,11.185500144958496
2005-03-18,80.30117797851562,29.265785217285156,46.78965377807617,43.88999938964844,11.16349983215332
2005-03-21,80.00311279296875,29.06692886352539,46.733619689941406,43.09000015258789,11.241499900817871
2005-03-22,79.19023895263672,28.73373031616211,46.391700744628906,42.650001525878906,11.234000205993652
2005-03-23,79.25797271728516,28.54205894470215,46.49818420410156,42.41999816894531,11.263999938964844
2005-03-24,79.3528060913086,28.53668975830078,46.537410736083984,42.38999938964844,11.267600059509277
2005-03-28,79.46796417236328,28.53668975830078,46.38606643676758,42.540000915527344,11.30049991607666
2005-03-29,78.9395523071289,28.241111755371094,46.5766487121582,42.560001373291016,11.26200008392334
2005-03-30,80.05730438232422,28.472198486328125,46.68318557739258,42.61000061035156,11.218999862670898
2005-03-31,79.90829467773438,28.45966148376465,46.91299819946289,42.81999969482422,11.161499977111816
2005-04-01,79.54927062988281,28.393373489379883,47.0080451965332,42.619998931884766,11.156000137329102
2005-04-04,79.68473815917969,28.402326583862305,46.985538482666016,42.400001525878906,11.187000274658203
2005-04-05,80.0641098022461,28.554603576660156,46.99116134643555,42.45000076293945,11.229000091552734
2005-04-06,80.34182739257812,28.635208129882812,47.131797790527344,42.630001068115234,11.208999633789062
2005-04-07,80.77537536621094,28.751657485961914,46.95180130004883,42.56999969482422,11.173999786376953
2005-04-08,79.93539428710938,28.751657485961914,47.00242233276367,42.689998626708984,11.125
2005-04-11,79.99634552001953,28.859132766723633,47.143035888671875,42.779998779296875,11.092000007629395
2005-04-12,80.40958404541016,28.93079376220703,47.39052200317383,42.84000015258789,11.069999694824219
2005-04-13,79.4612045288086,28.62624740600586,47.412986755371094,42.900001525878906,11.069000244140625
2005-04-14,78.42474365234375,28.250064849853516,47.536746978759766,42.310001373291016,11.125499725341797
2005-04-15,77.32733154296875,27.904327392578125,47.84602355957031,42.400001525878906,11.081999778747559
2005-04-18,77.56442260742188,27.802215576171875,47.74482727050781,42.689998626708984,11.111000061035156
2005-04-19,78.18085479736328,28.171241760253906,48.0203857421875,43.279998779296875,11.070500373840332
2005-04-20,77.09024810791016,27.811176300048828,47.99228286743164,43.400001525878906,11.056500434875488
2005-04-21,78.58731842041016,28.31455421447754,47.649227142333984,43.189998626708984,11.025500297546387
2005-04-22,78.28924560546875,28.214237213134766,47.851722717285156,43.38999938964844,11.041000366210938
2005-04-25,78.80408477783203,28.3629207611084,47.851722717285156,43.439998626708984,11.048999786376953
2005-04-26,78.03858184814453,28.008224487304688,47.8292121887207,43.63999938964844,11.079000473022461
2005-04-27,78.34347534179688,27.932985305786133,47.97541809082031,43.20000076293945,11.104000091552734
2005-04-28,77.36117553710938,27.556798934936523,48.267879486083984,43.0,11.140000343322754
2005-04-29,78.41117858886719,27.999265670776367,48.09355545043945,43.349998474121094,10.987000465393066
2005-05-02,78.85151672363281,27.990314483642578,48.14261245727539,42.880001068115234,11.020000457763672
2005-05-03,78.98699951171875,28.051225662231445,48.20466613769531,42.7599983215332,10.994000434875488
2005-05-04,79.5966567993164,28.384414672851562,48.19338607788086,42.900001525878906,10.960000038146973
2005-05-05,79.569580078125,28.425622940063477,48.345703125,42.90999984741211,10.92549991607666
2005-05-06,79.3189468383789,28.30200958251953,48.00156784057617,42.52000045776367,10.930000305175781
2005-05-09,79.81343841552734,28.366500854492188,47.99590301513672,42.54999923706055,10.96500015258789
2005-05-10,78.98699951171875,27.972402572631836,48.16520690917969,42.63999938964844,11.036499977111816
2005-05-11,79.42053985595703,28.097795486450195,48.227230072021484,42.689998626708984,10.998000144958496
2005-05-12,78.54663848876953,27.748472213745117,48.272403717041016,42.15999984741211,11.005999565124512
2005-05-13,78.3908920288086,27.58724594116211,48.396453857421875,41.95000076293945,11.009499549865723
2005-05-16,79.12248229980469,27.698318481445312,48.402156829833984,41.880001068115234,10.996500015258789
2005-05-17,79.6508560180664,27.694732666015625,48.46420669555664,41.86000061035156,10.98900032043457
2005-05-18,80.47055053710938,28.008224487304688,48.622188568115234,42.04999923706055,10.906999588012695
2005-05-19,80.80924987792969,28.02793312072754,48.475486755371094,41.97999954223633,10.956000328063965
2005-05-20,80.69408416748047,27.90970230102539,48.4698600769043,41.650001525878906,10.951499938964844
2005-05-23,81.14118194580078,28.140790939331055,48.689884185791016,41.619998931884766,10.965499877929688
2005-05-24,80.95149230957031,28.067340850830078,48.819664001464844,41.72999954223633,10.965499877929688
2005-05-25,80.89055633544922,27.990314483642578,48.64476013183594,41.869998931884766,10.928999900817871
2005-05-26,81.3240966796875,28.008224487304688,48.672950744628906,41.689998626708984,10.954500198364258
2005-05-27,81.45960235595703,28.124658584594727,48.7237434387207,41.880001068115234,10.881500244140625
2005-05-31,80.9379653930664,27.757431030273438,48.977638244628906,41.650001525878906,10.871500015258789
2005-06-01,81.62892150878906,27.92581558227539,49.27983474731445,41.529998779296875,10.819000244140625
2005-06-02,81.80503845214844,28.164081573486328,49.26282501220703,42.099998474121094,10.794500350952148
2005-06-03,81.39185333251953,27.900745391845703,48.97990036010742,42.16999816894531,10.8100004196167
2005-06-06,81.31729888916016,28.085262298583984,49.11007308959961,42.47999954223633,10.864999771118164
2005-06-07,81.3782730102539,28.228567123413086,49.251529693603516,42.380001068115234,10.87399959564209
2005-06-08,81.22930145263672,28.124658584594727,49.160980224609375,42.34000015258789,10.8774995803833
2005-06-09,81.61538696289062,28.235734939575195,49.132694244384766,42.27000045776367,10.880999565124512
2005-06-10,81.42572021484375,28.12824821472168,48.82144546508789,42.619998931884766,10.85200023651123
2005-06-13,81.68311309814453,28.031522750854492,48.691287994384766,42.779998779296875,10.850000381469727
2005-06-14,81.8727798461914,27.999265670776367,48.63470458984375,42.599998474121094,10.826499938964844
2005-06-15,82.02860260009766,28.165868759155273,48.6176872253418,42.7400016784668,10.79800033569336
2005-06-16,82.23858642578125,28.257226943969727,48.77051544189453,43.459999084472656,10.779999732971191
2005-06-17,82.54335021972656,28.681781768798828,48.713897705078125,43.630001068115234,10.815500259399414
2005-06-20,82.57048034667969,28.413076400756836,48.64031982421875,43.65999984741211,10.795999526977539
2005-06-21,82.61811828613281,28.62804412841797,48.793155670166016,43.810001373291016,10.758999824523926
2005-06-22,82.68612670898438,28.54205894470215,49.160980224609375,43.720001220703125,10.758999824523926
2005-06-23,81.52310180664062,28.219600677490234,49.11007308959961,44.02000045776367,10.756999969482422
2005-06-24,80.92455291748047,28.214237213134766,49.22886276245117,43.900001525878906,10.755000114440918
2005-06-27,81.04015350341797,28.149744033813477,49.26850509643555,43.90999984741211,10.802000045776367
2005-06-28,81.7203369140625,28.310962677001953,49.059112548828125,43.45000076293945,10.795100212097168
2005-06-29,81.502685546875,28.19274139404297,49.04213333129883,43.630001068115234,10.73900032043457
2005-06-30,81.06057739257812,28.155120849609375,49.211917877197266,43.439998626708984,10.736499786376953
2005-07-01,81.29862213134766,28.117496490478516,48.78845977783203,42.70000076293945,10.718999862670898
2005-07-05,81.95159912109375,28.149744033813477,48.589805603027344,42.279998779296875,10.760000228881836
2005-07-06,81.26464080810547,28.074514389038086,48.69191360473633,42.25,10.772000312805176
2005-07-07,81.58428955078125,27.91865348815918,48.80549240112305,42.36000061035156,10.774999618530273
2005-07-08,82.51611328125,28.294849395751953,48.62952423095703,42.2599983215332,10.720000267028809
2005-07-11,82.93779754638672,28.499069213867188,48.60680389404297,42.540000915527344,10.675999641418457
2005-07-12,83.15545654296875,28.794641494750977,48.48192596435547,42.63999938964844,10.706999778747559
2005-07-13,83.27104949951172,28.563556671142578,48.436527252197266,42.349998474121094,10.65999984741211
2005-07-14,83.59754943847656,28.644161224365234,48.374061584472656,41.900001525878906,10.64900016784668
2005-07-15,83.54991912841797,28.568927764892578,48.38542175292969,42.04999923706055,10.609999656677246
2005-07-18,83.21668243408203,28.488317489624023,48.30597686767578,42.0099983215332,10.595000267028809
2005-07-19,83.6723861694336,28.55280303955078,48.374061584472656,41.88999938964844,10.604999542236328
2005-07-20,83.95803833007812,28.74627113342285,48.46487045288086,42.20000076293945,10.598999977111816
2005-07-21,83.46831512451172,28.805389404296875,48.1072883605957,42.459999084472656,10.59000015258789
2005-07-22,84.02604675292969,28.778528213500977,48.3343505859375,42.45000076293945,10.6274995803833
2005-07-25,83.78800201416016,28.697908401489258,48.249202728271484,42.5099983215332,10.736499786376953
2005-07-26,83.8900375366211,28.611927032470703,48.28325653076172,42.25,10.677000045776367
2005-07-27,84.19608306884766,28.939739227294922,48.21512222290039,42.439998626708984,10.65149974822998
2005-07-28,84.7265853881836,29.13858985900879,48.425132751464844,42.75,10.604999542236328
2005-07-29,84.16206359863281,28.998859405517578,48.135704040527344,42.81999969482422,10.598799705505371
2005-08-01,84.10089111328125,29.28368377685547,48.039424896240234,43.130001068115234,10.586999893188477
2005-08-02,84.60416412353516,29.493282318115234,47.993839263916016,43.13999938964844,10.600500106811523
2005-08-03,84.82862854003906,29.7136173248291,48.11344909667969,43.529998779296875,10.579000473022461
2005-08-04,84.1484375,29.471784591674805,48.07932662963867,43.68000030517578,10.574999809265137
2005-08-05,83.57713317871094,29.364301681518555,47.823028564453125,43.599998474121094,10.597000122070312
2005-08-08,83.42071533203125,29.434162139892578,47.69776153564453,43.349998474121094,10.654000282287598
2005-08-09,83.92400360107422,29.810354232788086,47.83443832397461,43.34000015258789,10.612099647521973
2005-08-10,83.88321685791016,30.014570236206055,47.811676025390625,43.650001525878906,10.574999809265137
2005-08-11,84.21650695800781,30.49824333190918,48.016658782958984,44.45000076293945,10.600500106811523
2005-08-12,83.69960021972656,30.310144424438477,48.210323333740234,44.4900016784668,10.642999649047852
2005-08-15,84.21650695800781,30.363889694213867,48.147621154785156,44.130001068115234,10.590499877929688
2005-08-16,83.12145233154297,30.036067962646484,48.37540817260742,44.54999923706055,10.600000381469727
2005-08-17,83.11463928222656,29.960834503173828,48.187522888183594,43.90999984741211,10.63230037689209
2005-08-18,83.10784149169922,29.638385772705078,48.44374084472656,43.83000183105469,10.675000190734863
2005-08-19,83.29830169677734,29.78349494934082,48.41525650024414,43.599998474121094,10.765999794006348
2005-08-22,83.29830169677734,30.111303329467773,48.45515060424805,43.70000076293945,10.722299575805664
2005-08-23,83.141845703125,29.982318878173828,48.546241760253906,43.7599983215332,10.789999961853027
2005-08-24,82.40048217773438,29.665252685546875,48.569034576416016,43.59000015258789,10.899999618530273
2005-08-25,82.69975280761719,29.778106689453125,48.59749221801758,43.72999954223633,10.795299530029297
2005-08-26,82.13518524169922,29.68137550354004,48.51780700683594,43.61000061035156,10.86400032043457
2005-08-29,82.76779174804688,29.665252685546875,48.55195617675781,43.56999969482422,10.850000381469727
2005-08-30,82.33244323730469,29.579273223876953,48.77973175048828,43.0099983215332,10.82450008392334
2005-08-31,83.37312316894531,30.111303329467773,49.098636627197266,43.400001525878906,10.760000228881836
2005-09-01,83.31188201904297,30.471376419067383,49.14663314819336,44.220001220703125,10.718999862670898
2005-09-02,83.16227722167969,30.578855514526367,49.15803909301758,44.25,10.666999816894531
2005-09-06,84.13488006591797,30.95505142211914,49.003807067871094,44.27000045776367,10.673999786376953
2005-09-07,84.27767944335938,30.869054794311523,48.84387969970703,44.33000183105469,10.73900032043457
2005-09-08,83.99886322021484,30.632596969604492,48.84387969970703,44.599998474121094,10.729499816894531
2005-09-09,84.74702453613281,31.035655975341797,48.88386917114258,44.84000015258789,10.690999984741211
2005-09-12,84.57697296142578,30.793819427490234,48.729583740234375,44.88999938964844,10.688300132751465
2005-09-13,84.10765075683594,30.584230422973633,48.87812805175781,44.560001373291016,10.80049991607666
2005-09-14,83.80156707763672,30.60572624206543,48.77531433105469,44.959999084472656,10.8149995803833
2005-09-15,83.76081085205078,30.627227783203125,48.62678527832031,45.41999816894531,10.793999671936035
2005-09-16,84.3564224243164,30.97117042541504,48.43824768066406,45.81999969482422,10.841500282287598
2005-09-19,84.07633209228516,30.76694679260254,48.53539276123047,46.25,10.814000129699707
2005-09-20,83.36600494384766,30.65409278869629,48.49537658691406,46.22999954223633,10.825799942016602
2005-09-22,82.88103485107422,30.65409278869629,48.75243377685547,46.36000061035156,10.815999984741211
2005-09-23,82.9493408203125,30.52511978149414,48.483943939208984,46.279998779296875,10.82699966430664
2005-09-26,83.04493713378906,30.858306884765625,48.3582763671875,46.56999969482422,10.868000030517578
2005-09-27,83.02446746826172,30.74007797241211,48.386810302734375,46.25,10.882499694824219
2005-09-28,83.1064224243164,31.057153701782227,48.483943939208984,46.79999923706055,10.850000381469727
2005-09-29,83.78262329101562,31.4279727935791,48.375396728515625,47.099998474121094,10.795499801635742
2005-09-30,84.04219055175781,31.2237491607666,48.23827362060547,46.70000076293945,10.755000114440918
2005-10-03,83.7416763305664,31.116273880004883,48.053165435791016,46.41999816894531,10.717000007629395
2005-10-04,82.79903411865234,30.912052154541016,48.076080322265625,46.45000076293945,10.71500015258789
2005-10-05,81.71302032470703,30.64334487915039,48.19071578979492,46.36000061035156,10.72599983215332
2005-10-06,81.41930389404297,30.49824333190918,48.12767791748047,47.209999084472656,10.843999862670898
2005-10-07,81.69935607910156,30.60572624206543,48.19071578979492,47.36000061035156,10.791500091552734
2005-10-10,81.00948333740234,30.45525550842285,48.202171325683594,47.369998931884766,10.78600025177002
2005-10-11,80.89334869384766,30.49286651611328,48.110443115234375,47.38999938964844,10.8100004196167
2005-10-12,80.25808715820312,30.288652420043945,47.92706298828125,46.849998474121094,10.932000160217285
2005-10-13,80.21031188964844,30.224159240722656,47.85252380371094,47.02000045776367,10.94629955291748
2005-10-14,81.05726623535156,30.508987426757812,47.85252380371094,46.79999923706055,10.866999626159668
2005-10-17,81.35783386230469,30.202665328979492,47.795196533203125,47.2599983215332,10.842499732971191
2005-10-18,80.47667694091797,29.85334587097168,47.8640251159668,47.0,10.860300064086914
2005-10-19,81.81543731689453,30.09518814086914,47.92133331298828,46.34000015258789,10.840499877929688
2005-10-20,80.37423706054688,29.407291412353516,47.949981689453125,45.97999954223633,10.850000381469727
2005-10-21,80.68844604492188,29.536270141601562,48.16202163696289,46.52000045776367,10.87279987335205
2005-10-24,81.93841552734375,29.998456954956055,47.955726623535156,46.38999938964844,10.851400375366211
2005-10-25,81.77448272705078,30.030691146850586,47.732177734375,47.060001373291016,10.8725004196167
2005-10-26,81.53539276123047,29.976940155029297,47.54880142211914,46.93000030517578,10.895500183105469
2005-10-27,80.66795349121094,29.9178409576416,47.65766143798828,47.18000030517578,10.906299591064453
2005-10-28,81.82913970947266,30.175804138183594,47.60610580444336,47.220001220703125,10.829000473022461
2005-10-31,82.05452728271484,30.229541778564453,47.640506744384766,46.400001525878906,10.756999969482422
2005-11-01,82.30044555664062,30.487491607666016,47.610565185546875,45.72999954223633,10.741999626159668
2005-11-02,83.16107940673828,30.906679153442383,47.51280212402344,46.130001068115234,10.737000465393066
2005-11-03,83.51625061035156,30.89055633544922,47.346046447753906,45.959999084472656,10.761799812316895
2005-11-04,83.40696716308594,30.60572624206543,47.32302474975586,45.5099983215332,10.734000205993652
2005-11-07,83.48894500732422,30.7830753326416,47.4093132019043,45.77000045776367,10.71500015258789
2005-11-08,83.48894500732422,30.707828521728516,47.64512252807617,45.90999984741211,10.692999839782715
2005-11-09,83.5982666015625,30.68633460998535,47.39204025268555,46.560001373291016,10.728500366210938
2005-11-10,84.24711608886719,30.648717880249023,47.66232681274414,46.47999954223633,10.66100025177002
2005-11-11,84.53400421142578,30.809947967529297,47.719844818115234,46.79999923706055,10.630000114440918
2005-11-14,84.4862060546875,30.627227783203125,47.50708770751953,46.619998931884766,10.662799835205078
2005-11-15,84.17881774902344,30.46062660217285,47.66813278198242,46.65999984741211,10.642800331115723
2005-11-16,84.34957122802734,30.406885147094727,47.90968704223633,47.779998779296875,10.661499977111816
2005-11-17,85.13507843017578,30.928171157836914,48.00164031982422,48.47999954223633,10.644000053405762
2005-11-18,85.46979522705078,31.143136978149414,47.886634826660156,48.459999084472656,10.662500381469727
2005-11-21,85.90011596679688,31.18613624572754,47.97869873046875,48.9900016784668,10.628999710083008
2005-11-22,86.26893615722656,31.28824234008789,48.145484924316406,49.31999969482422,10.62399959564209
2005-11-23,86.7675552368164,31.438720703125,48.018898010253906,49.150001525878906,10.588000297546387
2005-11-25,86.83585357666016,31.137767791748047,48.16272735595703,49.41999816894531,10.60200023651123
2005-11-28,86.22114562988281,31.2183837890625,48.22596740722656,49.7400016784668,10.552300453186035
2005-11-29,86.12550354003906,31.170005798339844,47.96139144897461,49.79999923706055,10.587499618530273
2005-11-30,85.66104125976562,30.928171157836914,47.93842697143555,49.099998474121094,10.557499885559082
2005-12-01,86.53533172607422,31.50857925415039,47.83052444458008,50.16999816894531,10.489999771118164
2005-12-02,86.64459991455078,31.626802444458008,47.87089920043945,50.31999969482422,10.465999603271484
2005-12-05,86.4601821899414,31.766538619995117,47.72658920288086,50.779998779296875,10.435999870300293
2005-12-06,86.62411499023438,31.863277435302734,47.951683044433594,50.88999938964844,10.414999961853027
2005-12-07,86.11865997314453,31.653688430786133,47.9228401184082,51.31999969482422,10.46500015258789
2005-12-08,86.06401824951172,31.648319244384766,48.13058090209961,51.900001525878906,10.537300109863281
2005-12-09,86.2894287109375,31.965389251708984,47.91705322265625,52.400001525878906,10.640000343322754
2005-12-12,86.37140655517578,32.368446350097656,47.80744934082031,52.560001373291016,10.632499694824219
2005-12-13,86.95879364013672,32.524295806884766,47.9228401184082,51.650001525878906,10.630599975585938
2005-12-14,87.30036926269531,32.5081672668457,48.22290802001953,50.349998474121094,10.704899787902832
2005-12-15,87.04761505126953,32.207218170166016,48.15945816040039,50.2400016784668,10.727999687194824
2005-12-16,86.76744079589844,32.459800720214844,48.24601364135742,50.09000015258789,10.744999885559082
2005-12-19,86.32112884521484,32.40068817138672,48.27486038208008,50.220001220703125,10.727999687194824
2005-12-20,86.4035415649414,32.406063079833984,48.194095611572266,49.040000915527344,10.666600227355957
2005-12-21,86.54085540771484,32.56190872192383,48.13058090209961,49.369998931884766,10.621000289916992
2005-12-22,86.99407196044922,32.75001525878906,48.32106018066406,50.13999938964844,10.631999969482422
2005-12-23,87.04215240478516,32.73359298706055,48.436500549316406,50.119998931884766,10.677000045776367
2005-12-27,86.15631866455078,32.43251419067383,48.66733932495117,50.63999938964844,10.749500274658203
2005-12-28,86.3486099243164,32.66789627075195,48.51791763305664,51.470001220703125,10.778499603271484
2005-12-29,85.96405029296875,32.6788444519043,48.57578659057617,51.470001220703125,10.652999877929688
2005-12-30,85.49710083007812,32.531063079833984,48.593170166015625,51.58000183105469,10.628999710083008
2006-01-03,87.00093078613281,33.62034606933594,48.58734893798828,53.119998931884766,10.605999946594238
2006-01-04,87.41291046142578,33.8995246887207,48.674251556396484,53.29999923706055,10.581000328063965
2006-01-05,87.46785736083984,33.729827880859375,48.68583297729492,52.34000015258789,10.630999565124512
2006-01-06,88.19571685791016,34.18415832519531,48.622093200683594,53.720001220703125,10.558500289916992
2006-01-09,88.42233276367188,34.20057678222656,48.64531326293945,54.599998474121094,10.575499534606934
2006-01-10,88.51158905029297,33.894046783447266,48.44840621948242,54.060001373291016,10.62399959564209
2006-01-11,88.79308319091797,34.18415832519531,48.3267707824707,54.529998779296875,10.589500427246094
2006-01-12,88.44291687011719,33.90497970581055,48.500511169433594,54.43000030517578,10.576299667358398
2006-01-13,88.36048126220703,34.036373138427734,48.714813232421875,55.439998626708984,10.553000450134277
2006-01-17,88.12017822265625,33.60940933227539,48.77268981933594,55.2599983215332,10.571999549865723
2006-01-18,87.76998901367188,33.15507125854492,48.79008483886719,54.06999969482422,10.559300422668457
2006-01-19,88.10643768310547,33.53276443481445,48.66847610473633,55.59000015258789,10.4975004196167
2006-01-20,86.49966430664062,33.023704528808594,48.7495231628418,55.20000076293945,10.544300079345703
2006-01-23,86.80864715576172,33.4835090637207,48.737953186035156,55.77000045776367,10.529500007629395
2006-01-24,86.89791870117188,33.6531982421875,48.65690994262695,55.72999954223633,10.472999572753906
2006-01-25,86.97348022460938,33.768150329589844,48.355735778808594,56.13999938964844,10.505499839782715
2006-01-26,87.45411682128906,34.1677360534668,48.251502990722656,55.880001068115234,10.494000434875488
2006-01-27,88.26438903808594,34.34836959838867,48.28626251220703,55.630001068115234,10.407999992370605
2006-01-30,88.19571685791016,34.375736236572266,48.18201446533203,56.68000030517578,10.427000045776367
2006-01-31,87.55023956298828,34.408592224121094,48.251502990722656,56.70000076293945,10.440500259399414
2006-02-01,88.16136932373047,34.51259231567383,48.102752685546875,56.70000076293945,10.437000274658203
2006-02-02,87.13823699951172,34.12394714355469,48.102752685546875,56.97999954223633,10.500499725341797
2006-02-03,86.70565032958984,34.036373138427734,48.248050689697266,56.5,10.491000175476074
2006-02-06,86.93226623535156,33.987098693847656,48.17830276489258,56.720001220703125,10.458999633789062
2006-02-07,86.16316986083984,33.73530197143555,48.120216369628906,54.599998474121094,10.55150032043457
2006-02-08,86.94599914550781,33.85572814941406,48.09115219116211,54.83000183105469,10.531000137329102
2006-02-09,86.80179595947266,33.92141342163086,48.137638092041016,56.18000030517578,10.47700023651123
2006-02-10,86.95972442626953,33.84477615356445,47.99823760986328,54.790000915527344,10.482999801635742
2006-02-13,86.80179595947266,33.60940933227539,47.99823760986328,53.720001220703125,10.549500465393066
2006-02-14,87.72190856933594,33.98162841796875,47.92848205566406,54.4900016784668,10.51099967956543
2006-02-15,88.03091430664062,33.67509841918945,48.01565170288086,53.7599983215332,10.535499572753906
2006-02-16,88.69015502929688,33.998046875,47.99238586425781,54.52000045776367,10.475500106811523
2006-02-17,88.44979095458984,33.8995246887207,48.1550178527832,54.959999084472656,10.433500289916992
2006-02-21,88.23006439208984,33.90497970581055,48.09697723388672,55.119998931884766,10.472999572753906
2006-02-22,88.76566314697266,34.16225814819336,48.277095794677734,55.34000015258789,10.458999633789062
2006-02-23,88.63517761230469,34.24983215332031,48.16086959838867,54.63999938964844,10.460000038146973
2006-02-24,88.86178588867188,34.36479187011719,48.102752685546875,55.63999938964844,10.479499816894531
2006-02-27,88.89617156982422,34.4852180480957,48.00981521606445,55.220001220703125,10.470000267028809
2006-02-28,88.05154418945312,34.1677360534668,48.20155715942383,56.06999969482422,10.480299949645996
2006-03-01,88.83431243896484,34.5180549621582,48.10650634765625,56.099998474121094,10.471500396728516
2006-03-02,88.82747650146484,34.452369689941406,47.91423034667969,56.7400016784668,10.526800155639648
2006-03-03,88.41543579101562,34.31005859375,47.79766082763672,56.279998779296875,10.579000473022461
2006-03-06,88.0103530883789,34.17868423461914,47.64606475830078,55.22999954223633,10.696499824523926
2006-03-07,87.87299346923828,33.76266860961914,47.66938018798828,54.95000076293945,10.660499572753906
2006-03-08,88.0583724975586,33.87762451171875,47.69272232055664,53.970001220703125,10.71150016784668
2006-03-09,87.46785736083984,33.839317321777344,47.739402770996094,54.2400016784668,10.708999633789062
2006-03-10,88.29869079589844,34.35384750366211,47.64606475830078,53.83000183105469,10.670000076293945
