,strategy,benchmark
2023-10-16,94000.10107671176,89286.6311279069
2023-10-17,93565.86733964775,89013.65741386534
2023-10-18,92835.87274916375,88328.74658223893
2023-10-19,92563.78103132072,87366.43766934039
2023-10-20,91792.10332012706,86475.9074792679
2023-10-23,91821.83297023531,86306.53754247651
2023-10-24,92650.2855622778,86656.00468357472
2023-10-25,92715.04152723013,86790.76851554365
2023-10-26,92432.95721937127,86175.2851152728
2023-10-27,92480.80758359388,85356.81359426907
2023-10-30,92586.11647046005,85787.13067588923
2023-10-31,92279.2707363526,85747.40396403568
2023-11-01,95888.21580891985,89661.32560387277
2023-11-02,95879.07836269122,89662.98103752796
2023-11-03,96931.18234156957,92018.75592665383
2023-11-06,97177.8146960719,93001.0946859793
2023-11-07,97218.81774225726,92511.67235185935
2023-11-08,97135.7555286575,92323.74397456451
2023-11-09,97116.15795964516,91903.24182989191
2023-11-10,98231.52188685157,92808.40534737693
2023-11-13,97854.66909147889,92226.36141579668
2023-11-14,99513.97504412409,94157.53078267415
2023-11-15,99285.68928475963,94323.5759104455
2023-11-16,99043.05752140924,94130.9039393899
2023-11-17,99081.63865860217,94731.83523369614
2023-11-20,99490.13842332746,95011.55993253451
2023-11-21,99174.91657505915,94305.52902415929
2023-11-22,99353.95643091796,94572.00563223382
2023-11-23,99728.08839096555,95031.98754555604
2023-11-24,99494.05441123794,94942.68096621
2023-11-27,98873.42682106867,94558.67376916463
2023-11-28,98754.56213144583,94448.95563854274
2023-11-29,98947.381661382,94727.16913147231
2023-11-30,99652.40988048047,96255.69854556424
2023-12-01,101484.49373838042,98385.1088891302
2023-12-04,100619.78397613025,97704.35687981041
2023-12-05,100986.59107856789,98376.45467627753
2023-12-06,100593.72590621484,98200.2834746433
2023-12-07,101178.07462946328,98706.60582956896
2023-12-08,101901.42374400422,98881.91727907535
2023-12-11,101349.76887960616,98563.63745831938
2023-12-12,101721.47150447888,98796.30632656234
2023-12-13,103148.1593986787,100206.96485775421
2023-12-14,104094.34390762314,103485.75408831068
2023-12-15,104530.80773739443,104022.80243065953
2023-12-18,105621.96075531856,105367.99336994474
2023-12-19,105314.72911208868,104810.68034402077
2023-12-20,103840.20350608323,103333.9763400995
2023-12-21,104918.73427046914,104806.73508720283
2023-12-22,104947.22495231318,104439.14884122399
2023-12-26,105273.4193313388,104958.37126102373
2023-12-27,105362.7287350744,104959.0010467596
2023-12-28,105363.9584554226,104473.21957432586
2023-12-29,105372.17269952284,104225.70181557536
2024-01-02,106502.64918570791,105234.97079333127
2024-01-03,105290.76287098572,103401.89151035107
2024-01-04,104792.23664257448,102562.08524410264
2024-01-05,105294.32057358287,104367.28851779865
2024-01-08,105925.79733752517,104877.16434711315
2024-01-09,105077.66272321012,103400.81252507972
2024-01-10,105861.47959433304,104030.48186765736
2024-01-11,106251.39037585883,104182.77042707885
2024-01-12,106349.15545928708,104084.83134498575
2024-01-15,106539.27877907734,104006.57410041639
2024-01-16,106304.68096225755,103234.3419293617
2024-01-17,106043.54082274543,102842.48593597149
2024-01-18,106264.65631787914,103263.06200359207
2024-01-19,107535.0102260356,104966.50680179714
2024-01-22,106707.89316328078,103441.89954910307
2024-01-23,107360.57181176418,104611.44685863165
2024-01-24,107666.68526967466,104880.74550726816
2024-01-25,108567.67394705788,106198.66344104942
2024-01-26,108996.39001666458,107232.21350574822
2024-01-29,109687.02616268539,107897.07946826603
2024-01-30,109862.67088836058,108035.81486147079
2024-01-31,109277.0885498884,107311.35482261918
2024-02-01,111859.59960794981,110175.04090304513
2024-02-02,112760.39002488155,111026.53157222949
2024-02-05,113355.42812486383,111531.93518502191
2024-02-06,113222.9011369774,112456.92810720319
2024-02-07,113765.5171034064,112826.40458981865
2024-02-08,112881.69463645376,111534.58152464539
2024-02-09,113260.24540667504,111421.83555735768
2024-02-12,113291.97598542189,111467.31186380345
2024-02-13,112426.03904742934,110208.55341283664
2024-02-14,113352.76720499096,110807.8085731441
2024-02-15,112961.81961428028,110520.21449057631
2024-02-16,112550.94353959286,110176.79654527153
2024-02-19,112960.5793177752,110390.99444144557
2024-02-20,111823.70546509905,109516.42837262349
2024-02-21,111875.43306898157,109050.09522254065
2024-02-22,112004.98002493955,111251.60137377543
2024-02-23,112044.72824410224,111276.56126743152
2024-02-26,111969.74026403044,110332.48979779167
2024-02-27,111730.45540015862,109873.05617787792
2024-02-28,110849.60857031643,108459.2697950856
2024-02-29,111743.65406167839,109289.35713070448
2024-03-01,114187.33144350458,111854.88382267734
2024-03-04,114575.48153714286,111779.15659231218
2024-03-05,114051.44203400552,111817.19006208779
2024-03-06,114458.68362135242,111968.4285917378
2024-03-07,115439.61405072227,112393.60731279296
2024-03-08,114496.5883918386,111742.68647811703
2024-03-11,114065.88226237024,111590.65262793195
2024-03-12,113992.08441995835,112214.63981214787
2024-03-13,115296.31257567019,113357.85352819249
2024-03-14,116359.48170384747,113739.52726377468
2024-03-15,116977.81267719845,113689.58161108615
2024-03-18,117022.41877346595,113987.01304559462
2024-03-19,115660.4716012682,113433.5415665283
2024-03-20,116730.87037244884,114993.40677280941
2024-03-21,116613.7372396643,114752.18641337486
2024-03-22,117048.32252273693,115604.84487247572
2024-03-25,117076.86379691317,115906.81349960348
2024-03-26,117528.64211523128,116417.64637481513
2024-03-27,118218.19317772251,116950.79056837522
2024-03-28,118167.9042086972,116806.20054943653
2024-04-01,120766.48557487788,119240.10269435061
2024-04-02,121229.6366052379,119481.03257559132
2024-04-03,121316.42038875268,119511.07059350674
2024-04-04,120879.08440144637,119551.96382112078
2024-04-05,121481.59205169827,121079.2225172747
2024-04-08,121604.07507180482,120200.64079255458
2024-04-09,121033.00420672112,119304.8433792445
2024-04-10,119715.53689866065,117910.10687848425
2024-04-11,120208.74890110875,118743.73961775815
2024-04-12,119365.85305526385,118077.2893873025
2024-04-15,118550.55621268004,116642.012641869
2024-04-16,119074.10322070002,116700.81556912868
2024-04-17,118498.21886676211,116087.06999668942
2024-04-18,118702.17096772359,116570.10032575167
2024-04-19,117981.41637996043,114803.62333254525
2024-04-22,119747.52682873484,116732.37535835317
2024-04-23,120482.1515575253,118300.68564445047
2024-04-24,119370.37440700256,117393.124294895
2024-04-25,119757.19290288968,118754.12013901555
2024-04-26,120726.466328985,121665.85796887706
2024-04-29,120392.12266580327,121220.30186049873
2024-04-30,118114.3265916701,118342.51049524317
2024-05-01,120552.08734310986,120271.80015055074
2024-05-02,120797.80058628626,120888.8312671591
2024-05-03,122069.59504940505,122169.026604662
2024-05-06,122533.88325884269,122948.30036487608
2024-05-07,121947.62193823286,122156.57231413737
2024-05-08,121436.51930180498,121856.78112735775
2024-05-09,122220.56655282734,122968.16880017455
2024-05-10,122244.21544575164,122896.09734641195
2024-05-13,121948.08927001349,123019.66900867932
2024-05-14,121288.03863827442,122517.0632875113
2024-05-15,121840.98028620807,123824.51723000518
2024-05-16,121910.88965824622,123841.62564585262
2024-05-17,121200.66485398065,123548.12620870609
2024-05-20,121163.13555980532,123700.05703908137
2024-05-21,120186.82610089792,122571.62248197186
2024-05-22,120656.41520154258,122316.16786010763
2024-05-23,120615.0596405039,122704.39427585635
2024-05-24,119304.15741881868,122011.83849566693
2024-05-27,119197.59377676061,122175.5521513623
2024-05-28,119043.18647725057,122345.67802503474
2024-05-29,118900.29159882516,122989.54596587605
2024-05-30,119591.62235445151,123185.08769106535
2024-05-31,119464.50663077996,123114.17753683907
2024-06-03,117287.97697235213,119596.70219074274
2024-06-04,120261.35367457368,124366.95852225179
2024-06-05,121365.41840833364,127433.82981033505
2024-06-06,120984.0212334668,126833.5260204563
2024-06-07,118540.19869852994,124765.48537599153
2024-06-10,119089.78480639524,126497.51969909003
2024-06-11,119576.83352208912,127191.55806382501
2024-06-12,119940.03003406856,127852.43050373993
2024-06-13,119318.57575325994,128094.50609935679
2024-06-14,118622.9087161787,127424.38630061722
2024-06-17,118407.84930547149,127460.74979405486
2024-06-18,119438.05829724077,129429.44873879863
2024-06-19,119225.71965387004,129480.10594977265
2024-06-20,119599.10399269561,129029.0173222443
2024-06-21,118345.35096474676,127345.12791284792
2024-06-24,118200.38560826101,125177.49284056455
2024-06-25,118014.29103920789,125753.0440561351
2024-06-26,117941.05681999709,126110.69398544922
2024-06-27,118004.27820088934,126261.24919328844
2024-06-28,118029.95012651823,126298.09826400033
2024-07-01,119975.79316947602,128810.87656711659
2024-07-02,118629.74522346792,127284.84891012292
2024-07-03,119520.79850524783,128869.20078968383
2024-07-04,119613.36260568826,128760.4809717101
2024-07-05,119486.45815368311,128009.2422422918
2024-07-08,120494.17599667909,129319.01628227
2024-07-09,120482.11106031828,129967.08816220982
2024-07-10,121913.20881098538,132170.99288454003
2024-07-11,122638.70739815086,130827.42785171399
2024-07-12,123273.10142913964,131941.65565500758
2024-07-15,122508.4433494369,130857.87336332253
2024-07-16,122915.59534624167,130657.040270906
2024-07-17,121335.99192092808,127824.99410496054
2024-07-18,120371.76226970446,127045.47660827202
2024-07-19,120755.87893868145,127893.14896071762
2024-07-22,121238.06752335464,130091.99357642009
2024-07-23,120571.12814696255,129246.03882427886
2024-07-24,120076.41435002637,126880.64041067022
2024-07-25,120159.17255355073,126267.77839372665
2024-07-26,120173.04548839325,126722.60974916548
2024-07-29,120190.71286639219,125970.23650463692
2024-07-30,119754.39366932673,124731.60027285622
2024-07-31,122035.62994584603,128948.76029736317
2024-08-01,123036.00088349004,127986.81467413536
2024-08-02,123006.86317514381,127219.8424188631
2024-08-05,122604.87451108228,125781.53142858812
2024-08-06,123598.55484717821,126513.23422226087
2024-08-07,123834.18238346877,126707.59971337861
2024-08-08,124844.73023608119,128376.8551862552
2024-08-09,124579.16853614245,127442.5242419117
2024-08-12,123961.93169579742,127925.83035214385
2024-08-13,125037.14813098326,131082.6729831083
2024-08-14,125175.55755924885,131377.5916764629
2024-08-15,126312.3902263931,132720.0555779053
2024-08-16,125144.58741775839,132205.32499911066
2024-08-19,125235.66158034347,133222.16739741052
2024-08-20,124668.87287935257,132527.9734451406
2024-08-21,124374.88123117434,132964.78867113788
2024-08-22,123508.88953786023,131690.62498948825
2024-08-23,123786.30277837388,133580.67520218555
2024-08-26,123427.34772657152,131944.89533493112
2024-08-27,122576.2073039554,131424.06363381646
2024-08-28,121985.65463559546,131966.29188373516
2024-08-29,122396.59147322367,131670.7436208086
2024-08-30,122184.31938369069,132342.80990143542
2024-09-02,124633.04863627997,135060.5531225133
2024-09-03,123182.76329648866,130866.69201948354
2024-09-04,122274.26500137245,131031.31020552097
2024-09-05,122563.8462459644,131212.59255133296
2024-09-06,121893.51384929541,128888.1354691658
2024-09-09,121805.11609978793,129868.44257579994
2024-09-10,121680.32656478441,130207.8612281403
2024-09-11,122667.51016674629,133149.75130840225
2024-09-12,123918.83571868711,134301.5771021008
2024-09-13,123446.80271542165,133632.8984177717
2024-09-16,123485.90561914787,132364.44613628442
2024-09-17,124235.39228865017,133028.64927345363
2024-09-18,124678.40738050344,133236.22729016765
2024-09-19,125604.65415539383,135198.83921383953
2024-09-20,126458.79021684993,134326.57720763673
2024-09-23,126633.83181022605,135000.8170126245
2024-09-24,128497.86199013128,137558.7010421237
2024-09-25,127549.4805364903,136799.24444076896
2024-09-26,127808.07869255109,137734.53598601616
2024-09-27,125830.90495845128,135841.33184799162
2024-09-30,125389.14273819145,135472.9613608722
2024-10-01,127402.24490014327,136554.9620651355
2024-10-02,126228.49626859403,136040.54076874346
2024-10-03,125674.92377782144,135353.67174995784
2024-10-04,127146.31651067967,137595.96671405804
2024-10-07,126430.21301487238,136042.8785595975
2024-10-08,126074.93577315574,136633.4775322077
2024-10-09,127060.00304538314,137424.2121642008
2024-10-10,127077.25755477678,138464.90532753232
2024-10-11,127248.04910845196,138461.4911408116
2024-10-14,126125.44841458891,138598.953298261
2024-10-15,126133.4352954535,137979.8736759056
2024-10-16,126509.76283496224,139381.03755021628
2024-10-17,127005.66506321717,140562.714807934
2024-10-18,128005.02701511193,141754.23834817874
2024-10-21,127847.34408300539,142253.41494621302
2024-10-22,127008.8352769831,141894.66212097844
2024-10-23,127272.53990510736,140131.66788592935
2024-10-24,127623.81396098396,139781.7920632836
2024-10-25,127879.89804744144,140519.77457356188
2024-10-28,127686.6618071105,141603.65374635378
2024-10-29,127597.57863050885,141244.05012530668
2024-10-30,127159.67184587987,140419.39700087204
2024-10-31,126940.73033390939,138537.24612515885
2024-11-01,128754.62895855999,140612.58913617593
2024-11-04,129387.10684801731,141076.79719245224
2024-11-05,128713.23352644453,141958.57893923286
2024-11-06,130338.96664432221,144818.63356856993
2024-11-07,132034.14717208722,147455.17053116928
2024-11-08,131361.7133552547,145494.09780003972
2024-11-11,130884.11370350789,144947.0377966856
2024-11-12,130543.84895099867,145251.8743375907
2024-11-13,129824.08394172331,145234.27474664114
2024-11-14,129537.9104031254,145021.09818883115
2024-11-15,129936.37562934571,143519.62481120467
2024-11-18,129966.12891904524,143193.0267921164
2024-11-19,129405.91298164122,143976.91096667488
2024-11-20,129643.30143822765,143236.6754974112
2024-11-21,129491.14929288706,143090.0336016171
2024-11-22,130625.6084882307,143078.2270025647
2024-11-25,130811.79015311651,142320.47795293218
2024-11-26,130772.97371879159,142295.34511741335
2024-11-27,130194.22744904697,142517.25701284842
2024-11-28,130415.15452168116,142815.986313907
2024-11-29,130689.87789525976,142480.74176761112
2024-12-02,133410.52016132112,145596.55636710487
2024-12-03,133093.82941571693,146538.44648021026
2024-12-04,133987.33197056473,148253.8018590296
2024-12-05,135516.52638981005,149877.7290305023
2024-12-06,134756.2418512017,148734.97475131863
2024-12-09,135665.47585377726,150060.48999178922
2024-12-10,134922.03713023465,148934.44160091536
2024-12-11,134656.85844449647,149857.91247928975
2024-12-12,134664.34681344056,149321.0480432162
2024-12-13,135677.81021578654,149198.74170690365
2024-12-16,134584.71356405626,147538.3317634588
2024-12-17,134340.83957211935,146487.71406524093
2024-12-18,133515.49670687292,144371.97306512843
2024-12-19,133056.09758698006,143847.4653417244
2024-12-20,133629.69092089788,145381.93379243638
2024-12-23,133199.08696244922,145347.66424784256
2024-12-24,133457.1926302057,145990.42046491543
2024-12-26,133991.58609419913,145992.86763888603
2024-12-27,133933.53833421454,144833.6144286254
2024-12-30,133045.6959529766,143667.76443676662
2024-12-31,134007.01296199992,144898.33191810036
2025-01-02,136516.24949244072,148479.6389593761
2025-01-03,135588.05285330297,147715.6610938199
2025-01-06,135636.4731382464,149799.85188381808
2025-01-07,136248.6875426711,148414.94559999363
2025-01-08,136195.70387595997,147879.70871812975
2025-01-09,136101.85963766894,148128.00236838963
2025-01-10,135952.02438903038,146643.113436179
2025-01-13,135808.56727040594,147088.37267665486
2025-01-14,135435.0201169993,147099.7174445998
2025-01-15,135759.17415766517,149154.9454967456
2025-01-16,135323.29033668473,147442.80094122209
2025-01-17,135356.09454925847,149763.9503707547
2025-01-20,136105.0623519994,150164.09609624252
2025-01-21,136303.1754263856,150161.28850708774
2025-01-22,137921.79607945296,153272.85042447448
2025-01-23,138229.65372326947,152974.8563313549
2025-01-24,138425.6856994017,152641.38835638404
2025-01-27,139054.54612848934,149002.64778712057
2025-01-28,139913.2104409241,152385.65069345594
2025-01-29,140328.45277989274,151444.7002005835
2025-01-30,140636.0096335396,152488.89709768674
2025-01-31,139802.52709874825,149989.05001234493
2025-02-03,141972.02882885493,152138.05826650994
2025-02-04,143329.9996976775,152997.99463032937
2025-02-05,142932.13987662745,153046.48021560416
2025-02-06,144805.74773535624,155519.52720084428
2025-02-07,145424.90455824882,154894.44535315482
2025-02-10,145374.05342941516,155868.4577312486
2025-02-11,145825.8256654928,156606.84894763457
2025-02-12,146950.82005120168,157690.5319859453
2025-02-13,147537.71635683888,158975.14161669102
2025-02-14,147361.62037536403,159327.63985381273
2025-02-17,147274.3682740396,159653.13704357474
2025-02-18,147074.40430403166,159979.9922783162
2025-02-19,147277.39862679198,159608.80544488732
2025-02-20,148300.43260983884,160925.17423309106
2025-02-21,147496.44756990287,157654.39814507548
2025-02-24,147173.5474130827,156829.4054414355
2025-02-25,146329.6041292512,154759.321235035
2025-02-26,145835.71760116844,155322.12662849508
2025-02-27,144674.39274975192,151162.78272414496
2025-02-28,144522.52565091476,152370.90018039272
2025-03-03,145913.5207887687,151528.31411658428
2025-03-04,146261.89039095055,153021.9068947169
2025-03-05,147284.97802318237,154481.88244136216
2025-03-06,147349.85201506483,153157.5068952555
2025-03-07,146988.65825905337,153166.14298852073
2025-03-10,145440.7865831398,149009.80069039846
2025-03-11,145215.29792289424,148841.04199591145
2025-03-12,145551.90746242285,151392.41431255123
2025-03-13,145072.56470869877,150793.86053902179
2025-03-14,145296.9078845405,153426.43975513888
2025-03-17,145294.17775368455,152649.55496666065
2025-03-18,145783.643919745,151957.70521719643
2025-03-19,146233.76572794685,152853.8518841801
2025-03-20,146700.7239695898,153405.2038517086
2025-03-21,146164.0724981171,152677.21821537043
2025-03-24,146466.47982199833,154681.79054439312
2025-03-25,147280.12548795145,155737.06043020939
2025-03-26,146619.37213980692,153003.62300441976
2025-03-27,147686.1329373592,153946.46448200964
2025-03-28,147241.7545637829,152679.6145861717
2025-03-31,146482.96859809314,151679.16429384958
2025-04-01,149866.57037455167,156719.3016213382
2025-04-02,149894.1419302353,157557.834041509
2025-04-03,149870.23777401072,155501.20416537492
2025-04-04,146123.36172622524,145876.4530521516
2025-04-07,145299.60283758305,145358.639874536
2025-04-08,145546.78121976415,144564.02693138414
2025-04-09,147579.7225830614,155122.22929937954
2025-04-10,145780.01417804474,150253.73214144248
2025-04-11,146423.09364437358,152492.34443980508
2025-04-14,147439.14262493522,153555.33210086988
2025-04-15,147510.59599673675,153236.15200744025
2025-04-16,147776.6100931629,152566.7292543246
2025-04-17,147642.5240022437,151563.98798568113
2025-04-21,148325.9191018304,152916.69869862578
2025-04-22,149567.69994651835,153777.64267374025
2025-04-23,150341.2058226453,156935.63343836882
2025-04-24,151618.53875196152,159640.84187789264
2025-04-25,151881.4663596236,161092.50044690308
2025-04-28,152172.4101282661,160430.1593763272
2025-04-29,150564.47579374933,157368.40778094722
2025-04-30,151882.9663381409,158391.39009501485
2025-05-01,154505.57934741193,161642.00086483892
2025-05-02,153882.92034185037,162559.65230617207
2025-05-05,153885.20020637853,162427.96099928376
2025-05-06,155141.84748565592,165575.25302742523
2025-05-07,155428.6879478185,167662.99343632732
2025-05-08,154651.01578978845,166161.4709522482
2025-05-09,154490.1740974125,165451.90425427363
2025-05-12,154253.34423123527,167381.72525133885
2025-05-13,154873.03688984943,170289.87288728988
2025-05-14,155096.81419042763,171082.6936898834
2025-05-15,155431.0072187811,171990.4092324369
2025-05-16,155945.45710887405,172558.56367853668
2025-05-19,156669.76417937418,173850.38183838726
2025-05-20,157311.26095983732,172469.1122464059
2025-05-21,157252.89811364928,172033.98721894718
2025-05-22,156425.832289691,171378.5063695184
2025-05-23,156938.81292340526,171602.66026576364
2025-05-26,157274.88933944638,172070.39993032487
2025-05-27,157452.60282360268,172652.69436104808
2025-05-28,157627.71099798952,173280.1738293555
2025-05-29,157199.94548787363,173772.02186286455
2025-05-30,156566.12312037818,172625.9722968846
2025-06-02,158083.4207060212,175030.56611591938
2025-06-03,157630.91399186372,174733.02191536312
2025-06-04,156733.95521667224,174500.29169701983
2025-06-05,156990.32583898748,175386.86869195712
2025-06-06,156811.32153962983,176747.0669039994
2025-06-09,156550.5580698256,176898.90031145266
2025-06-10,157134.57632089045,177944.82729760103
2025-06-11,156622.9905366607,176707.66541972914
2025-06-12,156778.27553365438,176834.6214218419
2025-06-13,156304.91304549872,175270.04719419032
2025-06-16,156274.53634632763,174995.77061994548
2025-06-17,155629.483195572,173558.83303573358
2025-06-18,155560.97673696073,173677.7422626159
2025-06-19,155032.953442264,172735.56824900795
2025-06-20,155044.9582286256,172302.67079066893
2025-06-23,155192.61116329796,172352.73427957523
2025-06-24,155802.51748556664,173923.45527683487
2025-06-25,155207.10049548268,175360.33218140743
2025-06-26,155730.37799320515,176703.11700462477
2025-06-27,155606.28219058953,177720.90517475895
2025-06-30,155755.99792849954,177789.45396546795
2025-07-01,157981.68121182933,179948.026928464
2025-07-02,158920.47074349044,181276.2590168737
2025-07-03,159112.72577082098,181661.53339491985
2025-07-04,158877.29103253686,181528.8012931917
2025-07-07,158361.36730349483,179509.5656344962
2025-07-08,157635.65327520907,179137.2119032125
2025-07-09,157478.8918566837,179177.88289741366
2025-07-10,158950.36234978127,180213.37870405085
2025-07-11,159213.40220102627,180606.26126175447
2025-07-14,158562.4785708167,180381.07011939024
2025-07-15,158982.6565913181,182024.58823844945
2025-07-16,159053.75681900454,181810.52194224973
2025-07-17,160070.14594848402,182835.29033961913
2025-07-18,159292.17345212048,182007.00945791104
2025-07-21,158922.20620773436,181319.17842150808
2025-07-22,158440.06214205245,178739.05247547562
2025-07-23,159489.93088443286,181326.74782716256
2025-07-24,159819.0654568585,183504.30051692855
2025-07-25,160385.54403756373,183719.18889715383
2025-07-28,160510.67463598805,184730.10487837554
2025-07-29,161383.12183914054,186831.551703618
2025-07-30,160714.6862789712,185666.23074916188
2025-07-31,161553.01102663338,185813.86312584454
2025-08-01,163165.70641728758,185684.6004424038
2025-08-04,162818.68225975335,186442.56540199075
2025-08-05,163156.06549615262,187491.64258576802
2025-08-06,162343.89542305702,188341.70754516945
2025-08-07,164150.95437007135,190634.53944920652
2025-08-08,163164.1685327221,190768.9492690118
2025-08-11,163689.30460361752,190650.1406423156
2025-08-12,164582.07878661063,192428.7063037254
2025-08-13,164295.7250320583,191489.70376136465
2025-08-14,164328.1006306517,191285.20043722345
2025-08-15,163945.44653430203,191905.5572552616
2025-08-18,163924.25107328128,191881.89613263658
2025-08-19,163979.77038556116,190780.30190103708
2025-08-20,163808.29137940618,190056.63612430313
2025-08-21,163850.18370379426,190550.94508474186
2025-08-22,164593.91002795307,192137.98456990783
2025-08-25,163430.68126267538,190101.7508928237
2025-08-26,162363.3771164788,190299.59908201447
2025-08-27,163056.73426845315,192011.97402580726
2025-08-28,163027.2459740719,194078.06502973117
2025-08-29,162069.98723586433,192042.24121288574
2025-09-01,164843.80501618423,194374.56014649174
2025-09-02,166035.94880081888,196059.39001185028
2025-09-03,165972.22260765536,198741.10783422308
2025-09-04,166446.9541553476,199271.750246266
2025-09-05,167407.37840627873,199924.1328798159
2025-09-08,167697.32814168808,200398.4347808637
2025-09-09,168207.52003500515,200936.7306763849
2025-09-10,168413.56143620503,201909.5505902574
2025-09-11,169822.50057442836,203868.89204923183
2025-09-12,170730.76015620277,204144.57365625285
2025-09-15,170774.779473514,204675.1044944916
2025-09-16,170794.42697291553,203987.4937287436
2025-09-17,169435.0292634089,202092.4149569173
2025-09-18,169460.68285866926,202747.15357687263
2025-09-19,169354.99196280204,203014.58034071082
2025-09-22,170559.10171918946,206558.71169980682
2025-09-23,171621.22776073075,205957.66894757166
2025-09-24,171382.6947813702,204395.54987257687
2025-09-25,171578.57817662286,203987.4973067355
2025-09-26,172044.7400851684,204688.8862949306
2025-09-29,173436.17443527296,205387.94089480746
2025-09-30,174525.27014825575,207006.12746585748
2025-10-01,174766.8393605391,206912.06906450054
2025-10-02,175180.64624789683,207725.76391166882
2025-10-03,174491.90654192108,206263.69533702583
2025-10-06,170994.4952529919,204342.17223412692
2025-10-07,170686.77533100633,202792.39938744355
2025-10-08,170868.58453223968,204882.01368645544
2025-10-09,170672.0322498303,204348.1521462901
2025-10-10,170758.06504847205,201196.7434507948
2025-10-13,170527.94852815213,204841.0405242363
2025-10-14,170684.2902725139,202682.56859019797
2025-10-15,172070.95968777736,204666.93985456307
2025-10-16,173004.3202387888,206305.64970116294
2025-10-17,172589.00655052098,204282.75796942748
2025-10-20,172173.80791716347,204165.62963238594
2025-10-21,170322.82813551812,201835.43381748447
2025-10-22,171529.174881825,203018.79982578257
2025-10-23,172018.8299222611,204883.3835639279
2025-10-24,172447.79637470504,205090.92547080058
2025-10-27,173403.6383692374,208008.36194330975
2025-10-28,175473.69334682808,210877.56840891394
2025-10-29,176080.0272661781,213388.8035352081
2025-10-30,175523.30076983827,211488.39786751315
2025-10-31,175727.56386384915,212267.71631560833
2025-11-03,176993.10937488073,213923.7101132537
2025-11-04,176962.34818442428,212631.56723677047
2025-11-05,179785.76950546756,215905.9338241659
2025-11-06,179223.58346834814,213132.64811371267
2025-11-07,179336.74410966993,213177.86445623857
2025-11-10,179271.43852511718,214976.36016273563
2025-11-11,180929.45557097514,216068.0095817194
2025-11-12,179471.99601583593,213297.3466612694
2025-11-13,178218.30049709874,210131.06596493511
2025-11-14,178278.8962371751,210268.90045690042
2025-11-17,178810.32187644625,209765.25741897372
2025-11-18,178904.349886674,207802.91175580645
2025-11-19,179381.8084999973,208938.78875823756
2025-11-20,178744.86967730592,206465.70186577912
2025-11-21,179408.02129865641,207414.44237070534
2025-11-24,180566.12551934953,210775.70893633625
2025-11-25,182563.0430345295,212219.89119316792
2025-11-26,182677.14063441276,213288.08694720847
2025-11-27,181803.89925039356,211946.7146477422
2025-11-28,183755.04501848482,213693.11314699298
2025-12-01,184944.29796523676,216485.54303054328
2025-12-02,185505.30951433087,217063.32307483468
2025-12-03,185490.69841103925,216311.44803526177
2025-12-04,184915.44698664526,216989.67112411562
2025-12-05,184545.60420288157,216241.79261651245
2025-12-08,184801.6503774503,216942.42659511996
2025-12-09,185457.7003029461,217799.88397243252
2025-12-10,184812.26374164585,216657.44847075475
2025-12-11,186472.61501378,219522.94863678218
2025-12-12,186496.64867764895,217917.6677609603
2025-12-15,186865.12117025288,216352.79476425095
2025-12-16,184667.97045114086,213757.0895496646
2025-12-17,183229.78038038552,210795.75913980562
2025-12-18,185169.54583675726,215114.68147550203
2025-12-19,185296.2959750262,218468.98137990836
2025-12-22,186130.58698727412,221268.92282156536
2025-12-23,188301.93035623993,224640.13579446534
2025-12-24,188190.07799114785,224241.2387328411
2025-12-26,188257.59017098995,224657.32341298662
2025-12-29,187682.02187258162,223454.9040278836
2025-12-30,185330.8278819767,220834.86161187023
2025-12-31,185146.96272336275,220393.89476088568
2026-01-02,187376.7060160312,221324.2806840529
2026-01-05,189136.35096997794,223806.56334886074
2026-01-06,188370.63434133836,223585.13217777872
2026-01-07,188572.78479205575,224502.91301602122
2026-01-08,190150.83175303272,225779.6008750066
2026-01-09,190589.45975585273,226809.52763817855
2026-01-12,190242.54224651595,229170.96827970858
2026-01-13,189766.70485446387,227477.610379541
2026-01-14,190458.65331356158,228460.38647751795
2026-01-15,190454.5182959988,227516.48733184952
2026-01-16,191470.4757264246,228077.9713718872
2026-01-19,190976.06783429434,228299.37626102456
2026-01-20,190951.22074519386,227061.35809050818
2026-01-21,193452.90507826518,229673.7807729773
2026-01-22,193533.0763349088,230315.64249630136
2026-01-23,193821.03127859422,230780.572284294
2026-01-26,193909.4905724594,232480.8838611048
2026-01-27,194408.39974411973,233598.96968560608
2026-01-28,196666.90752844617,236724.88211084253
2026-01-29,196103.3196354957,234474.42627398655
2026-01-30,194043.24836395986,228417.55804866969
2026-02-02,195843.94535006688,230928.96675236349
2026-02-03,198072.1631829827,234607.2325539097
2026-02-04,195803.2941070853,231857.49497077585
2026-02-05,196557.9991525442,231990.01389268565
2026-02-06,202458.94181280833,239604.71731075257
2026-02-09,204488.08644716517,241902.86681702023
2026-02-10,204050.9267598499,240339.10822252816
2026-02-11,203830.4254696369,240535.35633974103
2026-02-12,201940.7595425086,236614.29793619117
2026-02-13,203744.79405013745,237726.8651006165
2026-02-16,203428.13147749892,237556.47548822404
2026-02-17,204824.9848813932,237329.49905405834
2026-02-18,203633.60318573556,237308.01333870582
2026-02-19,201560.94487158133,236715.7885312958
2026-02-20,202739.76497527765,239533.03890573123
2026-02-23,201762.7163660195,237257.62220885008
2026-02-24,201624.68843989994,237860.50708387
