Date,NAV,CASH_MXN,QQQ_BH,VTTL,CARA,TSMOM,CASH_USD
2007-04-11,200000.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2007-04-12,200193.67901195696,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
2007-04-13,200117.0123383561,0.1666599382670214,0.16672231093703876,0.1666599382670214,0.1666599382670214,0.1666599382670214,0.16663793599487572
2007-04-16,200612.20365067068,0.16666616701455053,0.16673160168390427,0.16666616701455053,0.16666616701455053,0.16666616701455053,0.1666037302578937
2007-04-17,200786.90759126068,0.16664607136878376,0.16680064334528522,0.16664607136878376,0.16665422666160443,0.16664607136878376,0.16660691588675908
2007-04-18,200664.48201337893,0.1666405888409992,0.16681643468247379,0.1666405888409992,0.1666517578157693,0.1666405888409992,0.1666100409787594
2007-04-19,200720.17866494373,0.16664827035666735,0.16678938730959797,0.16664827035666735,0.16665649491531126,0.16664827035666735,0.16660930670508878
2007-04-20,200876.50855338832,0.16664847935741972,0.16681054497826361,0.16664847935741972,0.1666509488572385,0.16664847935741972,0.16659306809223864
2007-04-23,201091.9354820791,0.16664434412513013,0.16685009926395436,0.16664434412513013,0.16664191935375217,0.16664434412513013,0.16657494900690306
2007-04-24,201386.97889796316,0.1666369251028892,0.16686133870751135,0.1666369251028892,0.16664120814986927,0.1666369251028892,0.16658667783395179
2007-04-25,201675.93976452464,0.16662641296116032,0.1668986975167261,0.16662641296116032,0.166634638288523,0.16662641296116032,0.16658742531127
2007-04-26,202014.2439395476,0.16661793872343883,0.16699523357738008,0.16661793872343883,0.16661213168673072,0.16661793872343883,0.1665388185655726
2007-04-27,201712.17746074387,0.16660591933112393,0.16703381692710795,0.16660591933112393,0.16660569277691117,0.16660591933112393,0.16654273230260908
2007-04-30,201722.19017926886,0.16662230073881143,0.16703248549775024,0.16662230073881143,0.16660121127957273,0.16662230073881143,0.16649940100624286
2007-05-01,201539.52639403148,0.1666210790063162,0.16693474578434175,0.1666210790063162,0.16662697726158257,0.1666210790063162,0.16657503993512696
2007-05-02,201866.33856619906,0.16663175816214773,0.16692502474058252,0.16663175816214773,0.1666263409668909,0.16663175816214773,0.16655335980608335
2007-05-03,202049.36170002448,0.1666211623636031,0.16700441786499695,0.1666211623636031,0.16660889716683722,0.1666211623636031,0.1665231978773564
2007-05-04,201730.5779056004,0.1666159556947712,0.16703064817847707,0.1666159556947712,0.1666036389025206,0.1666159556947712,0.16651784583468876
2007-05-07,201742.07083833072,0.16663322526235638,0.16703225321989978,0.16663322526235638,0.16659813618737146,0.16663322526235638,0.16646993480565955
2007-05-08,201918.93255729004,0.16663505827615518,0.16703051489717485,0.16663505827615518,0.16659804309636647,0.16663505827615518,0.16646626717799318
2007-05-09,201773.27272646828,0.16662979248107637,0.16704573666561923,0.16662979248107637,0.16659565871292809,0.16662979248107637,0.1664692271782235
2007-05-10,201584.83181595546,0.16663940102848013,0.16705807431026995,0.16663940102848013,0.16658962281879316,0.16663940102848013,0.16643409978549642
2007-05-11,201696.10448326595,0.166647094677489,0.16695461684328416,0.166647094677489,0.16661419832448202,0.166647094677489,0.16648990079976672
2007-05-14,201394.1057839581,0.16664698768748223,0.16704531042147194,0.16664698768748223,0.1665907431850248,0.16664698768748223,0.16642298333105662
2007-05-15,201416.6224688412,0.16666165338473193,0.16699118564632082,0.16666165338473193,0.16660042965053523,0.16666165338473193,0.1664234245489481
2007-05-16,201661.00997153152,0.16666137853581234,0.1669330058786408,0.16666137853581234,0.16661562397656213,0.16666137853581234,0.16646723453735998
2007-05-17,201716.74213703006,0.16665428256025128,0.1670035901797635,0.16665428256025128,0.1665994260962355,0.16665428256025128,0.16643413604324722
2007-05-18,201883.08016537977,0.16665305454741028,0.16696784599994785,0.16665305454741028,0.1666090732901712,0.16665305454741028,0.16646391706765015
2007-05-21,202087.36585061756,0.16664944716304944,0.16702652688800576,0.16664944716304944,0.16659492939552326,0.16664944716304944,0.16643020222732274
2007-05-22,202338.3924942415,0.1666439113338565,0.16707278846382517,0.1666439113338565,0.16658457348830438,0.1666439113338565,0.166410904046301
2007-05-23,202170.03728388494,0.16663496830891847,0.16707930452641234,0.16663496830891847,0.16658554772804826,0.16663496830891847,0.16643024281878402
2007-05-24,201871.98621515287,0.1666438345426701,0.16704209296962913,0.1666438345426701,0.16659256798333708,0.1666438345426701,0.16643383541902354
2007-05-25,201621.82996851506,0.16665658214319473,0.16693305022778757,0.16665658214319473,0.16661708072770798,0.16665658214319473,0.1664801226149204
2007-05-29,202380.13632945417,0.16667180961464598,0.16697417274465864,0.16667180961464598,0.1666019568519538,0.16667180961464598,0.16640844155944973
2007-05-30,202329.90095243152,0.16664073606427893,0.16703521952260575,0.16664073606427893,0.1665953977182656,0.16664073606427893,0.16644717456629182
2007-05-31,202590.07123256344,0.16664738795292364,0.16709124766253364,0.16664738795292364,0.16657892486287665,0.16664738795292364,0.16638766361581878
2007-06-01,202250.34584621445,0.16663905241328214,0.16712534980563518,0.16663905241328214,0.16657255446868366,0.16663905241328214,0.16638493848583472
2007-06-04,202901.54087214047,0.16665746739590945,0.16712509379117288,0.16665746739590945,0.1665671872153998,0.16665746739590945,0.16633531680569913
2007-06-05,203164.28666324855,0.16662962371195666,0.16715063714630352,0.16662962371195666,0.16656890476090855,0.16662962371195666,0.16639158695691803
2007-06-06,203056.46791581027,0.16661980648195238,0.1671511078630933,0.16661980648195238,0.16657171188810674,0.16661980648195238,0.16641776080294268
2007-06-07,203111.99136785293,0.16662640764031406,0.1670697048254716,0.16662640764031406,0.16659088104877615,0.16662640764031406,0.1664601912048101
2007-06-08,203430.4705276656,0.1666256656046333,0.166953862951117,0.1666256656046333,0.16662122084724587,0.1666256656046333,0.1665479193877371
2007-06-11,203346.60118760157,0.16661324803285166,0.16704376348967526,0.16661324803285166,0.16660159270620514,0.16661324803285166,0.1665148997055645
2007-06-12,203555.02620266264,0.1666195592416854,0.16702719650561557,0.1666195592416854,0.16660401808641542,0.1666195592416854,0.1665101076829128
2007-06-13,203579.40457167334,0.16661209900525106,0.1669833291231428,0.16661209900525106,0.16661764134653692,0.16661209900525106,0.1665627325145671
2007-06-14,203599.56045472092,0.16661369873092216,0.1670607237187248,0.16661369873092216,0.1665971320295218,0.16661369873092216,0.16650104805898697
2007-06-15,203631.91528982445,0.16661556615164547,0.16710671722222878,0.16661556615164547,0.1665846633112796,0.16661556615164547,0.16646192101155532
2007-06-18,203543.140242542,0.16661719052529503,0.16717178947177344,0.16661719052529503,0.16656732709949654,0.16661719052529503,0.16640931185284488
2007-06-19,203352.9129357175,0.1666237756826049,0.1671706813015716,0.1666237756826049,0.1665656630013265,0.1666237756826049,0.16639232864928727
2007-06-20,203622.94064252486,0.1666350552284071,0.1671656423962276,0.1666350552284071,0.16656363090546147,0.1666350552284071,0.1663655610130897
2007-06-21,203740.2785891016,0.16662419555998478,0.16709688166865783,0.16662419555998478,0.16658477549553616,0.16662419555998478,0.1664457561558517
2007-06-22,203431.4350530848,0.16662177334658035,0.16716173393915865,0.16662177334658035,0.16656868436191485,0.16662177334658035,0.1664042616591855
2007-06-25,203577.85611602938,0.1666377966793297,0.16708829411602072,0.1666377966793297,0.16658297725496274,0.1666377966793297,0.1664153385910274
2007-06-26,203469.29263981213,0.16663320459034892,0.1670567960452814,0.16663320459034892,0.16659252840798233,0.16663320459034892,0.1664510617756894
2007-06-27,203839.94286747882,0.1666405385989481,0.16701209515933482,0.1666405385989481,0.16660194686329896,0.1666405385989481,0.16646434218052195
2007-06-28,203784.22060740192,0.16662605449021642,0.16712443426284412,0.16662605449021642,0.16657711337348993,0.16662605449021642,0.1664202888930168
2007-06-29,203817.5217707297,0.1666310686349884,0.16711903001055212,0.1666310686349884,0.1665770276266969,0.1666310686349884,0.16641073645778587
2007-07-02,204019.51295660468,0.16663207895739002,0.1671296983432817,0.16663207895739002,0.16657396068864616,0.16663207895739002,0.16640010409590208
2007-07-03,204314.81267470802,0.16662580816902203,0.16719494749515962,0.16662580816902203,0.16655890036024895,0.16662580816902203,0.1663687276375253
2007-07-05,204738.18759581944,0.1666151661276399,0.16723798372763618,0.1666151661276399,0.16655089765047662,0.1666151661276399,0.16636562023896745
2007-07-06,204857.1761604237,0.1665989842301493,0.16729238743659625,0.1665989842301493,0.1665415950067086,0.1665989842301493,0.16636906486624725
2007-07-09,204815.6708202682,0.16659656184048907,0.16732135408819948,0.16659656184048907,0.1665348006464762,0.16659656184048907,0.166354159743857
2007-07-10,205043.4721843177,0.16660096653666684,0.16732360279729586,0.16660096653666684,0.16653291078964524,0.16660096653666684,0.16634058680305844
2007-07-11,205062.78203987438,0.16659162142130005,0.16726221196497443,0.16659162142130005,0.16655167528293138,0.16659162142130005,0.16641124848819394
2007-07-12,205423.3553495424,0.16659413452046587,0.1673096933741868,0.16659413452046587,0.16653862860700336,0.16659413452046587,0.16636927445741226
2007-07-13,205760.53256838964,0.16658263810503954,0.1674214476779639,0.16658263810503954,0.16651306405711108,0.16658263810503954,0.16631757394980642
2007-07-16,205762.8712755938,0.1665712131894745,0.167472145667473,0.1665712131894745,0.1665033057586438,0.1665712131894745,0.16631090900545978
2007-07-17,206037.05516705598,0.16657322927953142,0.16746305374163561,0.16657322927953142,0.1665050655585904,0.16657322927953142,0.16631219286117965
2007-07-18,205916.9171123423,0.1665650380589229,0.16751861815554356,0.1665650380589229,0.166493083930242,0.1665650380589229,0.16629318373744578
2007-07-19,206179.89332881063,0.16657248300579713,0.16750709475679923,0.16657248300579713,0.16649386359571466,0.16657248300579713,0.16628159263009476
2007-07-20,206251.21892753578,0.16656377192414368,0.1675291821546508,0.16656377192414368,0.16649072487512923,0.16656377192414368,0.16628877719778892
2007-07-23,206077.22006204794,0.16656253621183806,0.16748863913600062,0.16656253621183806,0.16650162347135228,0.16656253621183806,0.166322128757133
2007-07-24,206077.57228234058,0.16657304829026867,0.16748816854327123,0.16657304829026867,0.16649863418410407,0.16657304829026867,0.16629405240181877
2007-07-25,206325.62948926326,0.16657489673149098,0.16737715886900226,0.16657489673149098,0.16652694100987298,0.16657489673149098,0.16637120992665186
2007-07-26,206555.49580258247,0.16656587344463877,0.16738784261964018,0.16656587344463877,0.1665268556834205,0.16656587344463877,0.166387681363023
2007-07-27,206180.99911527472,0.16655769735226597,0.1673253679019613,0.16655769735226597,0.16654554265138086,0.16655769735226597,0.1664559973898599
2007-07-30,206005.05084958067,0.16657812206386902,0.16717073827376244,0.16657812206386902,0.16657960090589835,0.16657812206386902,0.16651529462873232
2007-07-31,205877.1391398386,0.1665880616406323,0.1672515618026223,0.1665880616406323,0.16655577519939463,0.1665880616406323,0.16642847807608616
2007-08-01,205935.61669304973,0.16659800753531348,0.16709256626388014,0.16659800753531348,0.16659412401115273,0.16659800753531348,0.16651928711902664
2007-08-02,206254.42356590953,0.16659688936951128,0.1671477780702324,0.16659688936951128,0.1665801486290768,0.16659688936951128,0.16648140519215693
2007-08-03,205779.29613786124,0.16658356958389095,0.16721557563894074,0.16658356958389095,0.16656651655177707,0.16658356958389095,0.16646719905760946
2007-08-06,206153.06241158955,0.16660989073029867,0.16706899553477428,0.16660989073029867,0.16659672551655713,0.16660989073029867,0.1665046067577725
2007-08-07,206456.66630095168,0.16659596682173822,0.16715422571617758,0.16659596682173822,0.1665787524571295,0.16659596682173822,0.16647912136147824
2007-08-08,206779.6244126053,0.166585311762389,0.16720635333350803,0.166585311762389,0.1665683939595192,0.166585311762389,0.1664693174198059
2007-08-09,206331.31007619257,0.16657458400403208,0.1672864702031101,0.16657458400403208,0.16655080074377418,0.16657458400403208,0.1664389770410194
2007-08-10,206038.1699798253,0.16659354284253486,0.16711002670561736,0.16659354284253486,0.16659097261783823,0.16659354284253486,0.16651837214893972
