Date,nav,benchmark,position,qqq_mxn,usd_mxn
2023-01-04,3271578.890143273,2064117.4669730843,3,0.0021203933245583784,19.40760040283203
2023-01-05,3419433.2017913163,2029626.9864218908,3,-0.016709553164031887,19.38680076599121
2023-01-06,3136264.2136701816,2078305.169211902,3,0.023983807426520176,19.31855010986328
2023-01-09,3038367.8861715775,2070726.2022322458,3,-0.0036467055425407624,19.124300003051758
2023-01-10,2964335.896035486,2088275.3376321716,3,0.008474870014687497,19.124500274658203
2023-01-11,2802517.6393596544,2117193.640378703,3,0.013847935770443298,19.059600830078125
2023-01-12,2743029.705409794,2115546.570247382,3,-0.0007779496876942904,18.942399978637695
2023-01-13,2674529.218192438,2119072.5761844274,3,0.0016667115660011778,18.844310760498047
2023-01-17,2654050.411366114,2115888.267877546,3,-0.001502689592923101,18.77790069580078
2023-01-18,2734109.941690911,2073211.9780601677,3,-0.02016944394714526,18.64150047302246
2023-01-19,2854761.518775172,2078454.1950383326,3,0.0025285484714736572,18.874059677124023
2023-01-20,2634182.5084466357,2147626.15982835,3,0.03328048554312346,18.98270034790039
2023-01-23,2444493.17493636,2180889.588622998,3,0.01548846322364894,18.857770919799805
2023-01-24,2455626.382759848,2171299.382211674,3,-0.004397382820915285,18.81325912475586
2023-01-25,2468631.4175158986,2163064.6539485315,3,-0.0037925347055342007,18.783599853515625
2023-01-26,2326301.059314558,2204370.433179369,3,0.01909595219700755,18.776199340820312
2023-01-27,2262452.1339302626,2228744.270887486,3,0.011057051637624493,18.79669952392578
2023-01-30,2395738.2760732253,2180434.789747113,3,-0.021675650172792826,18.768749237060547
2023-01-31,2287506.3447085004,2211913.823938214,3,0.014437044546859568,18.75860023498535
2023-02-01,2150668.7895981343,2269361.5454753144,3,0.025971952847067437,18.842870712280273
2023-02-02,1900491.0899149964,2318375.3904151004,3,0.02159807679719905,18.58289909362793
2023-02-03,1895472.134278733,2284340.9920938606,0,-0.01468027932920124,18.641399383544922
2023-02-06,1895963.3022563856,2307479.9955789386,0,0.010129399929853955,18.990869522094727
2023-02-07,1896454.5975089148,2377255.9537378866,0,0.030239030584289672,19.167999267578125
2023-02-08,1896946.0200693011,2300085.4197426816,0,-0.03246202154793887,18.881500244140625
2023-02-09,1897437.5699705335,2286150.344337106,0,-0.006058503430335316,18.934450149536133
2023-02-10,1897929.2472456093,2252415.9302512207,0,-0.014755991078822528,18.77829933166504
2023-02-13,1898421.0519275344,2276315.8548748437,0,0.010610795414218721,18.67840003967285
2023-02-14,1898912.9840493235,2279218.9384067124,0,0.0012753430178205072,18.565040588378906
2023-02-15,1899405.0436439998,2289228.19196132,0,0.004391527898414571,18.50480079650879
2023-02-16,1899897.230744595,2255953.6705400613,0,-0.014535257576375749,18.584550857543945
2023-02-17,1900389.545384149,2235717.0666942582,0,-0.00897031003343196,18.54871940612793
2023-02-21,1900881.987595711,2163543.616706839,0,-0.03228201415223597,18.38520050048828
2023-02-22,1901374.557412338,2170426.3062835885,0,0.0031812113809963627,18.429899215698242
2023-02-23,1901867.254867096,2181623.0468452526,0,0.005158774812694,18.364580154418945
2023-02-24,1902360.0799930596,2145570.3448495404,0,-0.016525633082143276,18.36865997314453
2023-02-27,1902853.0328233119,2163602.105958014,0,0.008404180805238415,18.39133071899414
2023-02-28,1903346.1133909442,2157934.721076197,0,-0.0026194210415170227,18.366899490356445
2023-03-01,1903839.321729057,2132899.4140252788,0,-0.0116015126900747,18.300939559936523
2023-03-02,1904332.657870759,2128815.824241751,0,-0.0019145721343798439,18.115970611572266
2023-03-03,1904826.1218491676,2171545.918611443,0,0.020072236349949257,18.105300903320312
2023-03-06,1905319.7136974088,2158724.1622142466,0,-0.0059044371511127736,17.97800064086914
2023-03-07,1905813.4334486169,2135014.8281840556,0,-0.010983030831448137,18.00135040283203
2023-03-08,1906307.281135935,2157448.207983133,0,0.010507364868354685,18.100099563598633
2023-03-09,1906801.2567925153,2104917.838486436,0,-0.02434838032371789,17.97075080871582
2023-03-10,1907295.3604515174,2116803.2558379592,0,0.005646499418746842,18.329639434814453
2023-03-13,1907789.5921461107,2131035.4470914737,0,0.006723436018091666,18.31702995300293
2023-03-14,1908283.9519094725,2251659.222478144,0,0.05660336413047595,18.91908073425293
2023-03-15,1908778.4397747887,2225357.365443617,0,-0.011681100217989071,18.600500106811523
2023-03-16,1909273.0557752543,2332080.5194561607,0,0.04795775980513972,18.991899490356445
2023-03-17,1909767.7999440723,2293865.227946013,0,-0.016386780469766604,18.769390106201172
2023-03-20,1910262.6723144546,2311085.380119119,0,0.007507046169632714,18.843420028686523
2023-03-21,1910757.6729196217,2340508.170274804,0,0.012731156714845593,18.814599990844727
2023-03-22,1911252.801792803,2285300.114952332,0,-0.023588063491352784,18.62405014038086
2023-03-23,1911748.0589672357,2308589.1177657507,0,0.010190785298194616,18.593360900878906
2023-03-24,1912243.4444761665,2313913.3274815213,0,0.002306261289546141,18.567899703979492
2023-03-27,1912738.9583528503,2280628.428340017,0,-0.014384678434663734,18.427059173583984
2023-03-28,1913234.6006305504,2255161.809163542,0,-0.011166492033518605,18.318599700927734
2023-03-29,1913730.3713425393,2283822.5630747657,0,0.012708956756346534,18.219200134277344
