Date,NAV,QQQ_BH_MXN,BONDIA,W_TQQQ
2006-10-12,207645.625704605,228885.16544670906,241141.23839999025,0.4801147889044041
2006-10-13,208659.79763435115,228759.15528716132,241203.72460184552,0.48250758208147826
2006-10-16,208895.43801696674,228890.17219027207,241266.2269955618,0.4829573842215031
2006-10-17,205516.172520631,226315.3416561671,241328.74558533484,0.4743195626979616
2006-10-18,204201.69521507836,225445.68375767407,241391.2803753615,0.47079858309380707
2006-10-19,204157.91028546396,224294.90888444256,241453.83136983973,0.4705479276077728
2006-10-20,205042.839105776,225311.36782554665,241516.39857296852,0.4726963463976034
2006-10-23,208639.8748299887,229054.9814601222,241578.98198894795,0.48165299149451957
2006-10-24,206295.43090091588,226859.8881395433,241641.5816219792,0.47562639401093376
2006-10-25,207606.60673257164,226815.14608556998,241704.19747626458,0.4788031460422403
2006-10-26,210160.31341529076,228505.33896100224,241766.82955600746,0.48500291475616125
2006-10-27,205268.74436669718,224041.50325467475,241829.47786541225,0.4725938671505788
2006-10-30,208276.30233135898,228112.59291732888,241892.14240868454,0.48007504197509443
2006-10-31,208622.0044194502,227856.60156362946,241954.8231900309,0.4808020927424971
2006-11-01,205007.39220461357,225911.66562329928,242017.5202136591,0.47151088278449493
2006-11-02,205762.37497642406,227267.79134140545,242080.233483778,0.4733135703707226
2006-11-03,204096.01079872888,224580.84284383836,242142.96300459738,0.4688757885143492
2006-11-06,208624.8768475633,228674.26393881632,242205.70878032834,0.4802708867102887
2006-11-07,210814.09982548264,230574.47576938075,242268.47081518295,0.48553479547148515
2006-11-08,212312.50336677162,231822.61240655655,242331.2491133743,0.48903328219216136
2006-11-09,211788.39109020095,232856.7448699633,242394.04367911682,0.48763606102541246
2006-11-10,212752.67959839318,232894.08356653532,242456.85451662572,0.48982615367980076
2006-11-13,215890.00936227484,235173.74576744786,242519.68163011753,0.4971097595011244
2006-11-14,219053.4981976626,237170.08598682878,242582.52502380978,0.5042438820879528
2006-11-15,220235.9548327407,237801.3633191583,242645.3847019211,0.506777844670687
2006-11-16,222444.24901155708,240478.13119388014,242708.26066867128,0.5115477224497579
2006-11-17,222623.65446431734,240892.88839462132,242771.15292828105,0.5118148817247986
2006-11-20,223857.58060840477,242554.00060591116,242834.0614849724,0.5143800039575772
2006-11-21,223991.09166994697,242217.6737330229,242896.98634296833,0.51454369805669
2006-11-22,226291.29234898512,244033.07213716678,242959.9275064929,0.5193537372912896
2006-11-24,225845.149790972,244019.10648901123,243022.88497977136,0.5182794570798445
2006-11-27,218994.04488504652,240926.9160913957,243085.85876703,0.5030803702642552
2006-11-28,219334.77361181422,240277.81434796963,243148.84887249625,0.5037237518850421
2006-11-29,221355.99595747486,241419.92714850578,243211.8553003985,0.5081278724981358
2006-11-30,220722.59749726055,240422.23335024304,243274.87805496645,0.506588544406276
2006-12-01,217563.78920255136,237804.0544236253,243337.9171404307,0.49929499173388814
2006-12-04,221914.08137782058,240829.74436990198,243400.97256102305,0.5089833584925473
2006-12-05,222396.5768556045,240162.81834254222,243464.04432097636,0.5099216729534117
2006-12-06,220850.00537967452,238647.59720141007,243527.13242452464,0.5063618638344854
2006-12-07,217125.62905444627,236803.27563882008,243590.23687590286,0.4977643333834563
2006-12-08,217799.83368015176,236159.8060384301,243653.35767934733,0.4991892760205139
2006-12-11,218821.43331919497,236691.42697848633,243716.49483909516,0.5013982159081788
2006-12-12,217353.5592204503,236363.63546792892,243779.64835938485,0.4979008881725254
2006-12-13,217987.3013790878,236915.53353865858,243842.81824445573,0.4992308833624392
2006-12-14,220873.7431831195,237974.57110564414,243906.00449854846,0.5056470116508964
2006-12-15,221200.54622791414,237485.6332125544,243969.20712590462,0.5062494608474304
2006-12-18,218746.2038391392,237057.37508538438,244032.426130767,0.5005801776409718
2006-12-19,217864.3874140388,236692.12346328568,244095.66151737949,0.49842881530153454
2006-12-20,216690.8434322762,235893.7897017981,244158.913289987,0.49558175537598265
2006-12-21,214706.2338191536,234923.02953853324,244222.18145283553,0.49078731327815234
2006-12-22,210934.47801618505,231394.4214808355,244285.46601017233,0.48154768316871954
2006-12-26,212826.29441027078,233779.0905977085,244348.7669662456,0.48602306345868573
2006-12-27,214539.2410055595,235289.66450893454,244412.08432530472,0.4899946898475509
2006-12-28,212612.62424649825,233278.6280281971,244475.41809160015,0.4852398571613271
2006-12-29,211934.22701115426,231342.99188145885,244538.76826938338,0.48345830499036935
2007-01-03,213258.27438913105,233496.56639058734,244602.13486290717,0.4865323160947846
2007-01-04,219502.6839842666,238693.3546297794,244665.5178764252,0.501010170080083
2007-01-05,218384.01948566854,238583.39031356922,244728.9173141924,0.49832414806255854
2007-01-08,218865.3656825576,239343.80988476894,244792.33318046472,0.49929776182485275
2007-01-09,221130.04397314295,241922.68973305234,244855.76547949915,0.5042972303784168
2007-01-10,224707.65507673137,244029.91559537014,244919.21421555398,0.5120629986872762
2007-01-11,228568.2207825825,247208.75926128248,244982.6793928884,0.5201800559978945
2007-01-12,229623.54175835106,246933.81999011696,245046.16101576283,0.522261485363735
2007-01-16,229606.2399005382,247264.83469679096,245109.65908843873,0.5221016813594666
2007-01-17,226540.78872655446,245018.1453415949,245173.1736151787,0.5155094576411268
2007-01-18,219805.19612477632,239960.11899941528,245236.70460024648,0.5005335974822931
2007-01-19,219656.30204754064,238694.7285210266,245300.2520479068,0.5000655211076006
2007-01-22,217012.9067984259,238218.1979321178,245363.81596242555,0.49384478449590197
2007-01-23,216211.98276132855,237668.44562246648,245427.3963480698,0.4918381660150037
2007-01-24,221250.94652911066,241122.39698263208,245490.9932091076,0.5032828113464228
2007-01-25,218168.4559751021,240758.5609603935,245554.6065498082,0.4961341891045633
2007-01-26,216532.85446452937,238906.53560182624,245618.23637444194,0.4921966393145888
2007-01-29,217614.2667557809,240919.83521064578,245681.88268728027,0.4945891855757575
2007-01-30,217213.53672613122,239833.81303427933,245745.54549259567,0.4935255627794413
2007-01-31,220122.39695882742,241549.21421029285,245809.2247946618,0.5000889838827647
2007-02-01,219291.10316850524,240522.79519453718,245872.92059775346,0.4980638781314737
2007-02-02,220385.45641263557,241216.8775995041,245936.63290614643,0.5004268892485729
2007-02-05,219566.9484619915,239894.04755439155,246000.36172411777,0.4984346308656005
2007-02-06,219308.49971020586,240013.7046979339,246064.1070559455,0.4977134282346448
2007-02-07,222720.51527496273,243172.72176181563,246127.8689059088,0.5052801549938482
2007-02-08,222260.7006625431,242322.29421877683,246191.647278288,0.5041282143776943
2007-02-09,217664.3992218656,238615.2425539938,246255.4421773645,0.4935259508743513
2007-02-12,217652.66193864352,240491.4990860803,246319.25360742075,0.49336739024528004
2007-02-13,217833.5243127176,239289.67158183534,246383.08157274046,0.493656862955191
2007-02-14,222980.6661025454,242719.71769842203,246446.9260776083,0.5052167826803677
2007-02-15,225517.4173871516,245375.97730372983,246510.78712631017,0.5106556230586087
2007-02-16,224064.9904320268,243953.68825374328,246574.664723133,0.5073559862141883
2007-02-20,227082.90866315895,246741.0070842751,246638.55887236484,0.5137772347997848
2007-02-21,228094.43813540952,247384.017004169,246702.46957829484,0.515808050212557
2007-02-22,230126.27835471902,249170.6829650167,246766.39684521334,0.519958737886542
2007-02-23,228592.60690388133,247767.1827538111,246830.34067741173,0.516612823180481
2007-02-26,227758.3702304353,248482.9340731508,246894.3010791825,0.5147165481331046
2007-02-27,214320.96769788826,240656.13922711226,246958.27805481933,0.48415682372055757
2007-02-28,214987.85111863032,241183.50781443025,247022.27160861687,0.36530997321428654
2007-03-01,213878.22879480539,239988.45783129305,247086.281744871,0.3618518172780073
2007-03-02,210175.55239894704,235704.53177453484,247150.3084678787,0.35044124458203113
2007-03-05,208685.01722108905,234588.03214417698,247214.35178193802,0.34563224315328483
2007-03-06,212007.5485452415,237608.02102815153,247278.41169134818,0.3557204303258837
2007-03-07,211573.04920561772,238118.8358430422,247342.4882004095,0.35423000535919474
2007-03-08,212844.85776937194,238916.14669237734,247406.58131342332,0.35792232820248115
2007-03-09,212072.18080498563,236917.05092156798,247470.69103469225,0.3554159566576169
2007-03-12,213941.43371510567,239668.91052402314,247534.8173685199,0.36088225810734986
2007-03-13,209809.44488019432,236192.79349158893,247598.96031921104,0.3481265941112046
2007-03-14,212717.5919967132,238690.70464032656,247663.11989107152,0.35687200702491517
2007-03-15,212254.32158616677,238328.06575164862,247727.2960884084,0.35530128780416853
2007-03-16,212409.79990223638,239170.33048428723,247791.4889155297,0.35560625353983133
2007-03-19,214333.05719692708,240353.60859267483,247855.69837674472,0.36122305778668184
2007-03-20,215737.07977073704,241264.49338712473,247919.92447636378,0.36521578777556263
2007-03-21,219576.76047186778,243787.33875750465,247984.16721869833,0.37615447797383655
2007-03-22,218719.5775797391,242416.7481681159,248048.42660806098,0.30372239981907234
2007-03-23,218080.25510308234,241568.4937344728,248112.70264876538,0.3015002442670045
2007-03-26,218922.75962876432,242642.43558586718,248176.9953451263,0.30400805410223547
2007-03-27,218002.7093431445,242660.80290419864,248241.30470145983,0.30088960491091626
2007-03-28,215064.50985570406,240111.74425170355,248305.63072208286,0.41244264483811693
2007-03-29,215034.7375654532,239487.52758703372,248369.9734113136,0.41220902248012664
2007-03-30,214629.5453914747,238837.625091865,248434.3327734714,0.41094675086366533
2007-04-02,215100.73571701068,239460.30346463076,248498.70881287658,0.4120848000905821
2007-04-03,217911.01595989615,240840.07512199716,248563.10153385074,0.4195164437281786
2007-04-04,219571.28211610482,243248.58022098342,248627.51094071646,0.42375643015451975
2007-04-05,220901.82325777382,244324.48557700138,248691.93703779753,0.4270788533283091
2007-04-09,220038.5035673734,243304.3708575223,248756.37982941882,0.42468195899005934
2007-04-10,221718.66513565776,245165.38868686237,248820.83931990637,0.4288937100710614
2007-04-11,218855.02267643652,242961.19466969772,248885.31551358727,0.4212710558824373
2007-04-12,220820.24407227736,244311.14926237188,248949.80841478982,0.4262729073694588
2007-04-13,220972.73750236182,243735.2524710691,249014.31802784334,0.42652027123456593
2007-04-16,223821.46639301148,246625.47630095851,249078.84435707834,0.43367262730038064
2007-04-17,224562.69197041745,247427.28876015038,249143.38740682643,0.435395666744936
2007-04-18,223500.56648972316,246396.46887675967,249207.94718142037,0.43256553916244866
2007-04-19,224228.5423975792,246734.9124242221,249272.52368519394,0.4342612003399624
2007-04-20,225695.90286575194,247738.6720244586,249337.11692248224,0.4377937024438147
2007-04-23,226364.63090727996,248665.18840497208,249401.72689762127,0.4393093239382313
2007-04-24,228000.6522253072,250253.4951480841,249466.3536149483,0.44318831881830756
2007-04-25,231584.51837123834,252494.1798934917,249530.99707880174,0.451663157676804
2007-04-26,233397.66121917206,254269.54468766064,249595.65729352096,0.4557819112060917
2007-04-27,232835.25039517306,252729.14277793063,249660.3342634466,0.45432599654993117
2007-04-30,229542.74428589278,251562.73109703613,249725.02799292046,0.44635555237654667
2007-05-01,228912.0308529304,250468.60179848148,249789.73848628526,0.4446862554041559
2007-05-02,232011.70604226232,252670.06854220483,249854.4657478851,0.45196326983596646
2007-05-03,233162.16471175491,253611.7093511777,249919.209782065,0.4545260585688217
2007-05-04,232673.60162228486,252030.94145848067,249983.97059317122,0.45323904015114563
2007-05-07,232609.46089674724,251898.32773970044,250048.74818555117,0.4529465543643163
2007-05-08,233383.42827477586,252688.00798507006,250113.54256355317,0.4546194566141
2007-05-09,233538.57370316697,252002.04839178326,250178.35373152702,0.4548405374148751
2007-05-10,229724.8795057123,249901.56323581294,250243.1816938233,0.4456466597927512
2007-05-11,232868.65794207988,251254.7172888205,250308.026454794,0.45298884398169226
2007-05-14,230541.62715251834,249165.00715234934,250372.888018792,0.44732427108824924
2007-05-15,228635.81530340723,248460.18080837585,250437.76639017148,0.4425729920535053
2007-05-16,231302.1650807762,250186.5461129698,250502.66157328765,0.4488559865061114
2007-05-17,230181.2363186452,249877.94548513702,250567.57357249694,0.44602853235137907
2007-05-18,232359.44162615953,251111.69495978768,250632.50239215678,0.45107941948871216
2007-05-21,234216.89908096392,252360.85878387134,250697.4480366259,0.45529152284246555
2007-05-22,234822.89064668087,253385.59550436868,250762.41051026393,0.45655643078865576
2007-05-23,233256.68665593062,252074.48879536582,250827.3898174319,0.45276570792144993
2007-05-24,229098.3395148718,249410.14049683945,250892.38596249174,0.44268852143098925
2007-05-25,230025.2029173057,248601.5568822317,250957.3989498066,0.44479031939962393
2007-05-29,233214.27404594186,252485.395784591,251022.42878374082,0.45224059013279344
2007-05-30,234997.032122169,252703.233323376,251087.4754686598,0.4562551951068406
2007-05-31,236563.2561390303,254058.71179539483,251152.53900893006,0.45971522246025076
2007-06-01,235953.953916811,252337.9612035705,251217.6194089193,0.45817968501789336
2007-06-04,237927.1416403925,255463.59784579175,251282.7166729963,0.46253389693885216
2007-06-05,238363.5456841836,256501.00177263745,251347.83080553098,0.4633788910774516
2007-06-06,235233.41158461064,254777.82051577207,251412.96181089449,0.45609743735686414
2007-06-07,231243.76165622903,253307.34136529337,251478.10969345897,0.44657011189941626
2007-06-08,234812.4274009824,255861.47811280502,251543.27445759778,0.4548398783553051
2007-06-11,234067.25426733273,255078.52790858658,251608.45610768546,0.452962599027779
2007-06-12,232857.09524417054,255259.8554908963,251673.65464809746,0.4499771551741105
2007-06-13,235549.56178219634,256282.38611102864,251738.87008321064,0.45612333502343955
2007-06-14,237178.3463731462,256827.20313758292,251804.10241740284,0.45971835627933816
2007-06-15,239529.60136474678,257672.63702033678,251869.35165505306,0.4648832067521367
2007-06-18,239308.35413440346,257077.74323344804,251934.61780054148,0.46424968499242275
2007-06-19,238771.80731125316,255967.51961663604,251999.9008582493,0.46290665508881823
2007-06-20,236730.324190078,256137.68357888525,252065.200832559,0.45813456617839693
2007-06-21,239207.55022801296,257373.96063213274,252130.5177278541,0.46360715010263476
2007-06-22,236011.2157257894,254829.94245928223,252195.85154851933,0.45620182680643173
2007-06-25,235118.42738607418,254904.39706883844,252261.20229894042,0.453995476285071
2007-06-26,233350.84139254803,253629.88550665838,252326.5699835044,0.4497170449024931
2007-06-27,237835.01001279984,256711.1917566097,252391.95460659935,0.45995223830364096
2007-06-28,237520.3319505216,256211.6341835172,252457.3561726145,0.4590966313826073
2007-06-29,237929.48305670405,256334.0401011228,252522.77468594015,0.4598868643877443
2007-07-02,240582.86750080332,257954.15255077608,252588.2101509679,0.46570534888211673
2007-07-03,242635.3677124075,259694.44462444127,252653.66257209037,0.4700877732484608
2007-07-05,245364.51414643935,262163.8402691464,252719.1319537013,0.4758461067256251
2007-07-06,246638.11560959852,262899.8360859102,252784.61830019564,0.4784176361193154
2007-07-09,246617.34502692454,262560.7628267009,252850.1216159695,0.47823854001083993
2007-07-10,244665.90275115616,262690.0317839573,252915.64190541997,0.47394071741220195
2007-07-11,246451.43184247703,263203.55894580175,252981.1791729455,0.4776166637470807
2007-07-12,251328.70812726297,266084.79228023754,253046.73342294546,0.48762128008643807
2007-07-13,253911.53120776708,268072.17747603805,253112.30465982054,0.4927018464372492
2007-07-16,253519.33053183134,267803.4804651288,253177.89288797247,0.49178538563989543
2007-07-17,256212.61999686804,269544.02713700663,253243.4981118042,0.49699739498070467
2007-07-18,255483.2647194853,268678.40548417193,253309.12033571966,0.49543070624096647
2007-07-19,256836.48327269868,269976.6891289864,253374.7595641241,0.4979591193321205
2007-07-20,255252.32023991618,269577.67839035386,253440.41580142383,0.49471242185939507
2007-07-23,254860.07441905624,268560.37234391423,253506.0890520264,0.4938036170637189
2007-07-24,250277.8257318155,266822.85404656077,253571.77932034025,0.4844022748488051
2007-07-25,251132.22837140766,267975.98196351156,253637.48661077526,0.4860232918728083
2007-07-26,249022.0214809718,267972.0543531373,253703.21092774227,0.4815335512103664
2007-07-27,242230.34477897116,263705.9864651276,253768.9522756533,0.4668586256721249
2007-07-30,244944.72272383474,263971.09000261326,253834.71065892157,0.47263006149338194
2007-07-31,238616.82938036625,260763.04587012102,253900.48608196137,0.45850442817268344
2007-08-01,240717.97268983183,261750.10310162653,253966.27854918817,0.46309186300013216
2007-08-02,243777.35503209714,264149.69521977246,254032.08806501856,0.4696926270914883
2007-08-03,237369.04739460177,259460.92230456078,254097.91463387036,0.45523466820276504
2007-08-06,240986.18709082121,262156.4691181481,254163.75826016234,0.46327240890883203
2007-08-07,242908.562648638,264060.55109088775,254229.6189483147,0.37827279510517237
2007-08-08,245737.93360333703,266401.4236494798,254295.49670274855,0.3852719700854798
2007-08-09,239764.76549560137,262000.61512581856,254361.3915278862,0.3697942242418256
2007-08-10,237340.27330831118,259544.8750404507,254427.30342815118,0.36319153797799236
2007-08-13,239175.58540987913,261539.15093786462,254493.23240796805,0.36791433502318655
2007-08-14,235378.04563565852,259214.65210517257,254559.1784717627,0.35754996512566445
2007-08-15,231357.248273875,256770.72504635007,254625.1416239619,0.34621534624797173
2007-08-16,228787.0112998185,253527.18667902233,254691.12186899383,0.338699288134809
2007-08-17,232883.03588375362,257341.70750382615,254757.11921128767,0.3501621189255692
2007-08-20,233961.59628395492,258280.7838410506,254823.13365527376,0.35299025019872715
2007-08-21,236738.22486839452,261493.7677486557,254889.16520538364,0.360413133879786
2007-08-22,239428.2944456583,262666.00891659065,254955.21386604998,0.3674352677943853
2007-08-23,238902.32204080952,262103.93110810476,255021.27964170653,0.29142465804838585
2007-08-24,241744.61373613114,265365.3017166039,255087.3625367883,0.2995742200481194
2007-08-27,240420.55741622124,263986.18454660603,255153.46255573136,0.2955343007923166
2007-08-28,236006.2287273107,260221.29931528872,255219.579702973,0.28217181035394895
2007-08-29,241229.47949702563,265749.0314911595,255285.7139829516,0.2975326918303727
2007-08-30,242446.95499996192,267432.5184052679,255351.8654001067,0.30087909872966373
2007-08-31,244546.74757221778,269127.23564924137,255418.03395887907,0.30670247170408593
2007-09-04,248254.8226576699,273463.8757017422,255484.21966371048,0.3168809887949663
2007-09-05,246248.75235556968,271976.2774935646,255550.42251904396,0.3111374897188197
2007-09-06,245912.68902970722,271175.98137306416,255616.64252932367,0.3100173460812759
2007-09-07,242147.7721235647,267842.5006295635,255682.87969899498,0.2991079132441646
2007-09-10,242027.87765545488,267675.749204594,255749.1340325043,0.29857899906988167
2007-09-11,244851.42387877707,270019.55562499864,255815.40553429924,0.30648789459607956
2007-09-12,245081.62003417773,270685.6822397842,255881.69420882853,0.30695974611258314
2007-09-13,246443.8215909121,272872.6151485157,255948.00006054222,0.3106118864607689
2007-09-14,246603.0284753731,272947.13863179996,256014.3230938912,0.3108784316075856
2007-09-17,244875.91039308187,271307.1793960694,256080.66331332785,0.30583820441279536
2007-09-18,249459.92179526688,274371.1689824043,256147.02072330547,0.31841737244594054
2007-09-19,250146.3106516871,275271.79730945546,256213.39532827862,0.32011146896567927
2007-09-20,249460.93572721494,274408.69339901814,256279.78713270297,0.3180668655013842
2007-09-21,250853.5098236523,275288.0946945792,256346.19614103538,0.3216767845202231
2007-09-24,251993.6353689617,276621.02024556615,256412.62235773384,0.3245708284098814
2007-09-25,253995.6183425242,278123.1690513364,256479.0657872575,0.3297208908359661
2007-09-26,255298.9285296111,279689.79339139455,256545.52643406668,0.33296988900585445
2007-09-27,256658.3816091131,281292.2439353087,256612.0043026228,0.3363310450370768
2007-09-28,255653.23119734813,280642.5414305894,256678.4993973885,0.4293370778957242
2007-10-01,258932.34933678174,282626.80902818544,256745.0117228276,0.43641794916096144
2007-10-02,259266.90924016913,283372.1679649773,256811.541283405,0.4369993486671238
2007-10-03,256910.55745686998,281418.63540832116,256878.08808358677,0.43168834975581816
2007-10-04,257291.60921973453,281097.32935127337,256944.65212784018,0.43238297890944244
2007-10-05,263787.57521284826,286149.44047769264,257011.23342063362,0.4462175090458666
2007-10-08,265960.8993592485,287878.86060939595,257077.83196643667,0.4506004666486819
2007-10-09,267330.28075458965,288703.18367536715,257144.44776972005,0.45327309383910247
2007-10-10,268139.03207532334,289248.4816609465,257211.08083495562,0.45478086751340757
2007-10-11,262466.7302674203,285019.52519842214,257277.73116661643,0.4428535256537753
2007-10-12,268062.21963549254,289354.06593892025,257344.39876917668,0.4543419570096914
2007-10-15,265142.45113750646,286869.77246122714,257411.0836471117,0.4481901780663263
2007-10-16,263716.64334328065,286156.1504334944,257477.78580489804,0.4450630066467504
2007-10-17,267889.4247018379,289009.9438563236,257544.50524701338,0.45356542705606656
2007-10-18,269135.3372953721,289520.5366488582,257611.24197793653,0.4559541050600314
2007-10-19,260110.98382925798,282702.2062112516,257677.99600214744,0.43693297696388095
2007-10-22,264492.7652145418,286809.2597492621,257744.76732412737,0.44611767009363357
2007-10-23,271948.20621979254,292948.81303981575,257811.5559483586,0.46116272422491716
2007-10-24,269819.0085660303,291107.94409084803,257878.3618793246,0.3587705491635128
2007-10-25,265637.0964510353,286282.4343359247,257945.18512151,0.3485069288621073
2007-10-26,269847.5827452043,289818.8054142969,258012.0256794006,0.35850612142430544
2007-10-29,270530.5569420211,289491.71109341795,258078.88355748344,0.3599598109667969
2007-10-30,271384.6551911807,290833.1834185542,258145.75876024654,0.36180880738877647
2007-10-31,274692.49975224736,292428.3407787566,258212.65129217922,0.3693305187290956
2007-11-01,269181.5791719853,287497.2221841565,258279.56115777206,0.3562521326117039
2007-11-02,271582.6623334873,290195.4728729025,258346.48836151647,0.36177821927275944
2007-11-05,270042.32708148897,289374.5236148552,258413.4329079054,0.3579714457530746
2007-11-06,273176.299117934,292215.7846696272,258480.39480143273,0.3651725588471775
2007-11-07,266892.8435521287,288162.4458757561,258547.3740465936,0.3500584489394316
2007-11-08,258210.93588731327,278823.0153885925,258614.37064788424,0.3280311792133295
2007-11-09,251723.7553890239,271746.47321869765,258681.38460980213,0.2522778402784508
2007-11-12,247215.1463777357,266229.34302806435,258748.41593684588,0.23844389988026285
2007-11-13,253887.6648264721,274500.9589699543,258815.4646335152,0.2582664925203847
2007-11-14,252208.1241822781,272801.1017184729,258882.53070431112,0.20441166015389012
2007-11-15,251528.92846756813,271987.818113973,258949.6141537357,0.20205664270183227
2007-11-16,252963.81504182855,274473.9101043191,259016.7149862922,0.20637722077274182
2007-11-19,251460.19137083128,272770.28285429213,259083.83320648508,0.20142481949977126
2007-11-20,251968.42413966774,273144.9834318728,259150.96881881997,0.20282907013520113
2007-11-21,250309.3462425347,270582.97490381275,259218.12182780358,0.19733739581399592
2007-11-23,251865.08967030904,273117.8614125913,259285.29223794388,0.202088649139235
2007-11-26,249262.17470160397,268405.0285311294,259352.48005374998,0.19354755734098525
2007-11-27,252079.25803321658,273176.4272908816,259419.68527973213,0.20235333747516185
2007-11-28,256598.69058399278,280636.3575175264,259486.90792040186,0.21619911187681806
2007-11-29,257310.19660723693,281685.7177641154,259554.1479802717,0.21816391097660354
2007-11-30,256019.10908122454,279302.1154762241,259621.40546385548,0.21401754650906593
2007-12-03,254680.82678700704,277007.11214459175,259688.68037566816,0.20968267121359552
2007-12-04,253943.7896821855,275304.4214223621,259755.97272022584,0.20718349637019448
2007-12-05,256630.4332110695,279341.5862914985,259823.2825020458,0.21528013967527937
2007-12-06,258905.36421124425,282693.2920314566,259890.60972564656,0.2219737042259232
2007-12-07,258848.7331067893,282161.6543408913,259957.95439554765,0.2216018353805879
2007-12-10,259587.12449313182,283383.16928267607,260025.31651627,0.2236148461727113
2007-12-11,255990.25824924087,278943.70395813463,260092.69609233554,0.2125020096235952
2007-12-12,257160.9946617841,279816.9140288298,260160.0931282674,0.21588399488350782
2007-12-13,255936.39257992478,278458.07856842945,260227.50762858996,0.3012594024428373
2007-12-14,253530.46101360727,275439.67739264027,260294.93959782863,0.29444577323355753
2007-12-17,248370.11447817765,269792.11314413196,260362.3890405101,0.2795999580687762
2007-12-18,248927.10238517215,270149.2752910632,260429.85596116228,0.28102563488187826
2007-12-19,248842.46498520038,269858.30638055014,260497.34036431412,0.28059472511435246
2007-12-20,253076.39354691253,275122.3873344708,260564.84225449586,0.29244696448566915
2007-12-21,257463.21200428106,280513.06568713265,260632.36163623878,0.30432247138313456
2007-12-24,259152.06077375775,282288.73446197255,260699.89851407547,0.3086769864326703
2007-12-26,260404.83216654675,283845.93977455015,260767.45289253962,0.3118245665739467
2007-12-27,257938.10509879194,282024.6254608739,260835.02477616616,0.3050633413786515
2007-12-28,257876.77792400424,282294.48466441,260902.6141694911,0.3047179547887481
2007-12-31,255162.61397666298,279025.825967794,260970.2210770517,0.2971401590241938
2008-01-02,251625.1830128977,274777.1353127785,261037.84550338634,0.2870744299557761
2008-01-03,252348.70860164062,275177.55789292185,261105.48745303467,0.28893429719547137
2008-01-04,243087.34953730344,264414.0287164545,261173.14693053736,0.2616522043725209
2008-01-07,243118.53785863772,262377.05354798335,261240.8239404364,0.0
2008-01-08,243181.53643213838,256392.08273799333,261308.518487275,0.0
2008-01-09,243244.5513302694,261777.30869144315,261376.2305755973,0.0
2008-01-10,243307.58255726093,262238.93933824106,261443.9602099488,0.0
2008-01-11,243370.63011734423,256897.63651981513,261511.70739487623,0.0
2008-01-14,243433.6940147516,260489.20624345474,261579.47213492738,0.0
2008-01-15,243496.77425371655,254560.96707301735,261647.25443465123,0.0
2008-01-16,243559.87083847355,251649.53470004577,261715.05429859797,0.0
2008-01-17,243622.98377325828,248374.5957684489,261782.871731319,0.0
2008-01-18,243686.11306230747,246730.94575869374,261850.70673736685,0.0
2008-01-22,243749.25870985893,241381.75899800914,261918.55932129524,0.0
2008-01-23,243812.4207201516,239748.6594154099,261986.42948765904,0.0
2008-01-24,243875.59909742553,243955.43243877534,262054.3172410144,0.0
2008-01-25,243938.7938459218,239045.91225390282,262122.2225859185,0.0
2008-01-28,244002.0049698827,240826.79374279312,262190.1455269299,0.0
2008-01-29,244065.23247355147,240772.87167868495,262258.0860686081,0.0
2008-01-30,244128.4763611726,240456.1372054602,262326.044215514,0.0
2008-01-31,244191.73663699158,244035.43034847718,262394.0199722095,0.0
2008-02-01,244255.01330525507,245756.78293870724,262462.01334325783,0.0
2008-02-04,244318.30637021075,242547.26429996593,262530.0243332234,0.0
2008-02-05,244381.61583610746,236584.037466642,262598.05294667167,0.0
2008-02-06,244444.94170719516,231357.5277561192,262666.09918816935,0.0
2008-02-07,244508.28398772483,232625.36758827165,262734.16306228435,0.0
2008-02-08,244571.64268194864,234506.13576519408,262802.24457358586,0.0
2008-02-11,244635.0177941198,237133.19919501705,262870.343726644,0.0
2008-02-12,244698.40932849265,235568.8273349342,262938.46052603034,0.0
2008-02-13,244761.81728932261,240364.7505412827,263006.59497631737,0.0
2008-02-14,244825.24168086625,236056.5159272606,263074.7470820791,0.0
2008-02-15,244888.6825073812,235645.52739355186,263142.9168478905,0.0
2008-02-19,244952.13977312617,235410.07834835837,263211.10427832766,0.0
2008-02-20,245015.61348236102,236787.5545334167,263279.309377968,0.0
2008-02-21,245079.10363934672,234620.10445567194,263347.5321513902,0.0
2008-02-22,245142.61024834533,235285.94142965745,263415.77260317386,0.0
2008-02-25,245206.13331362,236438.22358370444,263484.0307379,0.0
2008-02-26,245269.672839435,236427.94662790597,263552.30656015076,0.0
2008-02-27,245333.22883005568,236921.57394208916,263620.60007450945,0.0
2008-02-28,245396.80128974855,235343.75307499373,263688.91128556046,0.0
2008-02-29,245460.39022278116,230301.25713402682,263757.2401978896,0.0
2008-03-03,245523.99563342222,227647.5566102353,263825.58681608376,0.0
2008-03-04,245587.61752594152,229882.98819945534,263893.95114473096,0.0
2008-03-05,245651.25590460995,230619.83397781232,263962.33318842045,0.0
2008-03-06,245714.91077369952,228632.74152532057,264030.7329517427,0.0
2008-03-07,245778.58213748335,227160.5866888539,264099.15043928934,0.0
2008-03-10,245842.27000023564,223719.55889732443,264167.58565565315,0.0
2008-03-11,245905.97436623173,230364.74404913085,264236.0386054282,0.0
2008-03-12,245969.69523974808,229883.76011196987,264304.5092932097,0.0
2008-03-13,246033.43262506218,231184.21903868843,264372.997723594,0.0
