Date,NAV,Capital
2023-08-14,278187.1804264092,133000.0
2023-08-15,275683.7431823498,133000.0
2023-08-16,271743.2572016484,133000.0
2023-08-17,266666.1742117079,133000.0
2023-08-18,266562.80134416814,133000.0
2023-08-21,271725.11336848926,133000.0
2023-08-22,269867.04510788823,133000.0
2023-08-23,275519.64098797314,133000.0
2023-08-24,269010.45310106885,133000.0
2023-08-25,269863.12952053215,133000.0
2023-08-28,272131.8523042461,133000.0
2023-08-29,278335.09686353995,133000.0
2023-08-30,278323.7002140176,133000.0
2023-08-31,279762.26398070017,133000.0
2023-09-01,278333.953359783,134000.0
2023-09-05,279756.6323833541,134000.0
2023-09-06,278986.7258963404,134000.0
2023-09-07,276771.23326731584,134000.0
2023-09-08,276636.98405567557,134000.0
2023-09-11,279553.54313034564,134000.0
2023-09-12,276382.2188917689,134000.0
2023-09-13,274295.68105545663,134000.0
2023-09-14,276615.58281609963,134000.0
2023-09-15,271887.6951502656,134000.0
2023-09-18,271999.7511664386,134000.0
2023-09-19,272683.4440867666,134000.0
2023-09-20,268630.3822534718,134000.0
2023-09-21,265246.2599663743,134000.0
2023-09-22,266206.2699019948,134000.0
2023-09-25,268052.14566847414,134000.0
2023-09-26,264764.37443365966,134000.0
2023-09-27,264675.39409332117,134000.0
2023-09-28,267806.01213647675,134000.0
2023-09-29,265897.08875567804,134000.0
2023-10-02,268516.4604654611,135000.0
2023-10-03,264669.2097559514,135000.0
2023-10-04,266684.79316616175,135000.0
2023-10-05,266120.74152638303,135000.0
2023-10-06,272477.3085457233,135000.0
2023-10-09,274457.3131079682,135000.0
2023-10-10,273862.39284200384,135000.0
2023-10-11,275477.3344199736,135000.0
2023-10-12,276092.642014184,135000.0
2023-10-13,272471.201387052,135000.0
2023-10-16,276080.49331634754,135000.0
2023-10-17,274416.0257992476,135000.0
2023-10-18,270827.07659187017,135000.0
2023-10-19,276815.4248384083,135000.0
2023-10-20,273628.0773515798,135000.0
2023-10-23,275472.02380157803,135000.0
2023-10-24,277707.2382016095,135000.0
2023-10-25,271729.45381085586,135000.0
2023-10-26,266510.7357900094,135000.0
2023-10-27,266017.9464503428,135000.0
2023-10-30,270242.13232355355,135000.0
2023-10-31,270948.94345333066,135000.0
2023-11-01,276420.4345999944,136000.0
2023-11-02,279430.19380929664,136000.0
2023-11-03,283041.4957389655,136000.0
2023-11-06,284042.54543500306,136000.0
2023-11-07,285928.1546163839,136000.0
2023-11-08,287783.93085004477,136000.0
2023-11-09,287538.58509464754,136000.0
2023-11-10,295699.4140427075,136000.0
2023-11-13,293882.40288694017,136000.0
2023-11-14,296461.6503070921,136000.0
2023-11-15,298739.0411538045,136000.0
2023-11-16,298345.2298832461,136000.0
2023-11-17,299538.9236531614,136000.0
2023-11-20,302231.15067541786,136000.0
2023-11-21,301223.2382295392,136000.0
2023-11-22,301017.03473394364,136000.0
2023-11-24,301776.0162440172,136000.0
2023-11-27,299576.4678328318,136000.0
2023-11-28,299259.171963647,136000.0
2023-11-29,298561.5929224531,136000.0
2023-11-30,296926.3036021843,136000.0
2023-12-01,296944.80596166383,137000.0
2023-12-04,294602.5477682997,137000.0
2023-12-05,293992.0108155412,137000.0
2023-12-06,291938.61983357434,137000.0
2023-12-07,294171.2490131024,137000.0
2023-12-08,296098.3990192604,137000.0
2023-12-11,303421.1442419037,137000.0
2023-12-12,307132.26975233376,137000.0
2023-12-13,311145.7124860815,137000.0
2023-12-14,310778.4315833736,137000.0
2023-12-15,312871.0284212434,137000.0
2023-12-18,316406.6675864565,137000.0
2023-12-19,317666.03586860956,137000.0
2023-12-20,314556.579617304,137000.0
2023-12-21,316199.11516858125,137000.0
2023-12-22,315025.75469552825,137000.0
2023-12-26,316477.10671093187,137000.0
2023-12-27,316143.85287561896,137000.0
2023-12-28,315657.23567958793,137000.0
2023-12-29,314615.05963213625,137000.0
2024-01-02,310359.2353421154,138000.0
2024-01-03,308605.26400414633,138000.0
2024-01-04,308583.18797652284,138000.0
2024-01-05,308506.2234988457,138000.0
2024-01-08,312200.94770788134,138000.0
2024-01-09,312311.348295455,138000.0
2024-01-10,311564.71450938797,138000.0
2024-01-11,315259.84063728206,138000.0
2024-01-12,315833.3993021386,138000.0
2024-01-16,314641.3228483936,138000.0
2024-01-17,313638.5392486899,138000.0
2024-01-18,317490.15956209425,138000.0
2024-01-19,322223.11047199334,138000.0
2024-01-22,323370.3878398885,138000.0
2024-01-23,324847.0735073686,138000.0
2024-01-24,335357.8755018858,138000.0
2024-01-25,336282.4186409224,138000.0
2024-01-26,335720.21857232344,138000.0
2024-01-29,337557.2037813278,138000.0
2024-01-30,334759.6799589457,138000.0
2024-01-31,332822.53018876165,138000.0
2024-02-01,335882.4929249413,139000.0
2024-02-02,337279.1207262324,139000.0
2024-02-05,338297.04748588486,139000.0
2024-02-06,335742.6036242147,139000.0
2024-02-07,338919.5207680133,139000.0
2024-02-08,340147.3023473667,139000.0
2024-02-09,341258.34755412454,139000.0
2024-02-12,339292.8105352042,139000.0
2024-02-13,337738.4209049191,139000.0
2024-02-14,342283.41821451596,139000.0
2024-02-15,346639.36405581667,139000.0
2024-02-16,343206.9010164777,139000.0
2024-02-20,340684.9103873616,139000.0
2024-02-21,341036.7775954503,139000.0
2024-02-22,350435.5890266581,139000.0
2024-02-23,349442.9099822126,139000.0
2024-02-26,350767.8577217734,139000.0
2024-02-27,352079.27951979544,139000.0
2024-02-28,351177.8289806666,139000.0
2024-02-29,353875.08021817706,139000.0
2024-03-01,364670.6690543246,140000.0
2024-03-04,365020.16657475434,140000.0
2024-03-05,358581.41431246727,140000.0
2024-03-06,359484.6369934047,140000.0
2024-03-07,364784.9952292384,140000.0
2024-03-08,356832.6054505508,140000.0
2024-03-11,355044.81690826616,140000.0
2024-03-12,357342.9204759995,140000.0
2024-03-13,355227.1190679067,140000.0
2024-03-14,354473.04817771114,140000.0
2024-03-15,352410.88454771973,140000.0
2024-03-18,355713.15168123593,140000.0
2024-03-19,356702.72035204084,140000.0
2024-03-20,362389.3083729451,140000.0
2024-03-21,368457.6964572358,140000.0
2024-03-22,368541.4681956553,140000.0
2024-03-25,367428.5853550035,140000.0
2024-03-26,366614.5080752665,140000.0
2024-03-27,364950.9512791772,140000.0
2024-03-28,364846.13889866427,140000.0
2024-04-01,368215.9120702145,141000.0
2024-04-02,367273.1233541201,141000.0
2024-04-03,371452.4195191065,141000.0
2024-04-04,365092.93388180155,141000.0
2024-04-05,370751.91148386843,141000.0
2024-04-08,369745.73898503924,141000.0
2024-04-09,367283.0229577385,141000.0
2024-04-10,365612.97545525234,141000.0
2024-04-11,371880.00034883176,141000.0
2024-04-12,361726.3153906824,141000.0
2024-04-15,356663.54130451544,141000.0
2024-04-16,358728.5337921058,141000.0
2024-04-17,354171.3881770405,141000.0
2024-04-18,352417.45707896916,141000.0
2024-04-19,341490.78458188707,141000.0
2024-04-22,344722.6102568938,141000.0
2024-04-23,351720.7472853592,141000.0
2024-04-24,349112.35585105064,141000.0
2024-04-25,353722.448874886,141000.0
2024-04-26,357035.45476759464,141000.0
2024-04-29,356229.9727569399,141000.0
2024-04-30,351080.24589742336,141000.0
2024-05-01,347879.48454615136,142000.0
2024-05-02,349622.7319230977,142000.0
2024-05-03,354396.3930247222,142000.0
2024-05-06,360474.7861266597,142000.0
2024-05-07,361255.2750997214,142000.0
2024-05-08,365476.4175991805,142000.0
2024-05-09,365301.3120568765,142000.0
2024-05-10,367829.93530977546,142000.0
2024-05-13,369098.65777486557,142000.0
2024-05-14,373290.2879831265,142000.0
2024-05-15,377898.5194275746,142000.0
2024-05-16,375737.45509759185,142000.0
2024-05-17,377304.6431272692,142000.0
2024-05-20,377353.93998897274,142000.0
2024-05-21,379755.1686225961,142000.0
2024-05-22,376975.36413042445,142000.0
2024-05-23,375587.8071394763,142000.0
2024-05-24,380390.1203671495,142000.0
2024-05-28,380507.2394811758,142000.0
2024-05-29,379043.38376090303,142000.0
2024-05-30,376473.3175667647,142000.0
2024-05-31,374397.9712118297,142000.0
2024-06-03,373212.0681059721,143000.0
2024-06-04,372216.48437334504,143000.0
2024-06-05,380645.36429948884,143000.0
2024-06-06,379273.63713890064,143000.0
2024-06-07,380063.5460836573,143000.0
2024-06-10,382996.4310562026,143000.0
2024-06-11,382613.799408167,143000.0
2024-06-12,384103.63599265425,143000.0
2024-06-13,399848.1859178479,143000.0
2024-06-14,406853.48164678685,143000.0
2024-06-17,415742.8648852601,143000.0
2024-06-18,416319.8163635462,143000.0
2024-06-20,410832.12541382614,143000.0
2024-06-21,404939.2198070727,143000.0
2024-06-24,398715.784546796,143000.0
2024-06-25,397977.36829325603,143000.0
2024-06-26,399383.0284089433,143000.0
2024-06-27,400921.30213562667,143000.0
2024-06-28,402390.89017020824,143000.0
2024-07-01,407508.3343611226,144000.0
2024-07-02,411473.22820021084,144000.0
2024-07-03,417448.61938103323,144000.0
2024-07-05,415376.3370496307,144000.0
2024-07-08,418070.194927695,144000.0
2024-07-09,418338.0804047565,144000.0
2024-07-10,417988.2554778715,144000.0
2024-07-11,410745.37967651826,144000.0
2024-07-12,408228.77455624903,144000.0
2024-07-15,413301.5299889501,144000.0
2024-07-16,413499.35196264414,144000.0
2024-07-17,403295.44208178425,144000.0
2024-07-18,402620.0716157339,144000.0
2024-07-19,398477.35410986457,144000.0
2024-07-22,403917.73609590717,144000.0
2024-07-23,405273.54967756337,144000.0
2024-07-24,393644.0058510647,144000.0
2024-07-25,391760.26870642893,144000.0
2024-07-26,394958.6432149301,144000.0
2024-07-29,392443.54265817115,144000.0
2024-07-30,388720.4725800146,144000.0
2024-07-31,401773.03571658186,144000.0
2024-08-01,389156.9064771428,145000.0
2024-08-02,380392.86134918244,145000.0
2024-08-05,374441.67593265395,145000.0
2024-08-06,380412.7835816458,145000.0
2024-08-07,374816.9814941668,145000.0
2024-08-08,387091.14695553307,145000.0
2024-08-09,390510.74317076197,145000.0
2024-08-12,390856.6241175728,145000.0
2024-08-13,400018.07684360025,145000.0
2024-08-14,404593.7224339165,145000.0
2024-08-15,411981.5664550933,145000.0
2024-08-16,414717.9414502745,145000.0
2024-08-19,419056.4893587583,145000.0
2024-08-20,419127.5396165024,145000.0
2024-08-21,418831.003429717,145000.0
2024-08-22,416392.5034940121,145000.0
2024-08-23,419369.81559611263,145000.0
2024-08-26,415903.43688332796,145000.0
2024-08-27,418697.715605891,145000.0
2024-08-28,415330.84947203397,145000.0
2024-08-29,416428.8072328971,145000.0
2024-08-30,422834.7615924642,145000.0
2024-09-03,411096.9060625588,146000.0
2024-09-04,412143.7468258689,146000.0
2024-09-05,411120.77907215647,146000.0
2024-09-06,395766.04709484946,146000.0
2024-09-09,401921.0655132447,146000.0
2024-09-10,400503.60693618347,146000.0
2024-09-11,408874.09723512403,146000.0
2024-09-12,413327.7834880995,146000.0
2024-09-13,415792.6663567583,146000.0
2024-09-16,415220.43944289436,146000.0
2024-09-17,416669.0502833103,146000.0
2024-09-18,412608.39174631407,146000.0
2024-09-19,420279.4874556639,146000.0
2024-09-20,422339.4396039521,146000.0
2024-09-23,424372.3728951874,146000.0
2024-09-24,428396.51292273065,146000.0
2024-09-25,427994.96545323846,146000.0
2024-09-26,427726.92117182,146000.0
2024-09-27,424064.42700722755,146000.0
2024-09-30,424443.22687661106,146000.0
2024-10-01,419859.61046625493,147000.0
2024-10-02,422796.25611408614,147000.0
2024-10-03,421814.8647636242,147000.0
2024-10-04,430599.8135257137,147000.0
2024-10-07,426552.39564459113,147000.0
2024-10-08,433255.4869530048,147000.0
2024-10-09,438813.3513720909,147000.0
2024-10-10,438825.3005700893,147000.0
2024-10-11,439781.7439839391,147000.0
2024-10-14,438277.09824737936,147000.0
2024-10-15,433629.938096243,147000.0
2024-10-16,434138.20117938594,147000.0
2024-10-17,435120.18750981794,147000.0
2024-10-18,447119.175981297,147000.0
2024-10-21,447317.83704284526,147000.0
2024-10-22,446220.164700968,147000.0
2024-10-23,439729.69309646153,147000.0
2024-10-24,440045.67224342044,147000.0
2024-10-25,439736.1681862173,147000.0
2024-10-28,439836.740995748,147000.0
2024-10-29,444720.70899047906,147000.0
2024-10-30,442928.3806038024,147000.0
2024-10-31,437740.1165139673,147000.0
2024-11-01,438737.8714832352,148000.0
2024-11-04,436796.43173746957,148000.0
2024-11-05,442405.83563688584,148000.0
2024-11-06,461686.59008044575,148000.0
2024-11-07,461607.66414898174,148000.0
2024-11-08,461558.8257414181,148000.0
2024-11-11,461505.00247900543,148000.0
2024-11-12,462292.2672199816,148000.0
2024-11-13,462920.26838846377,148000.0
2024-11-14,462045.7013081304,148000.0
2024-11-15,456377.6200042206,148000.0
2024-11-18,460724.5786131484,148000.0
2024-11-19,464548.319633832,148000.0
2024-11-20,465312.98632976407,148000.0
2024-11-21,468004.05419673026,148000.0
2024-11-22,468236.72557556327,148000.0
2024-11-25,463267.0308881432,148000.0
2024-11-26,464379.2308337318,148000.0
2024-11-27,461995.83141798293,148000.0
2024-11-29,465072.3635912576,148000.0
2024-12-02,470650.7529090351,149000.0
2024-12-03,472415.3032159017,149000.0
2024-12-04,475405.54258080095,149000.0
2024-12-05,476485.893465669,149000.0
2024-12-06,484964.9375610504,149000.0
2024-12-09,481082.84142087935,149000.0
2024-12-10,476569.1231460923,149000.0
2024-12-11,487562.78274392127,149000.0
2024-12-12,484137.44977968675,149000.0
2024-12-13,510614.39017545467,149000.0
2024-12-16,526735.7048052812,149000.0
2024-12-17,520303.04885327327,149000.0
2024-12-18,504983.19930083083,149000.0
2024-12-19,503754.7667318161,149000.0
2024-12-20,506468.7460967612,149000.0
2024-12-23,514484.6083089189,149000.0
2024-12-24,522528.71695416013,149000.0
2024-12-26,524756.9124942999,149000.0
2024-12-27,519725.33889687737,149000.0
2024-12-30,514669.8176558692,149000.0
2024-12-31,510805.2031873483,149000.0
2025-01-02,511123.96150927583,150000.0
2025-01-03,510535.68583424273,150000.0
2025-01-06,513095.1208727821,150000.0
2025-01-07,507757.73045045696,150000.0
2025-01-08,507481.22694720887,150000.0
2025-01-10,498098.7384198868,150000.0
2025-01-13,499151.1529678793,150000.0
2025-01-14,496794.3382610149,150000.0
2025-01-15,502191.5443429629,150000.0
2025-01-16,502098.3224811888,150000.0
2025-01-17,509791.19740407704,150000.0
2025-01-21,513535.1036809792,150000.0
2025-01-22,527985.3039334983,150000.0
2025-01-23,532740.0141555958,150000.0
2025-01-24,534315.9683507982,150000.0
2025-01-27,506499.90506475815,150000.0
2025-01-28,509790.40520326246,150000.0
2025-01-29,510207.85186183546,150000.0
2025-01-30,515263.62747838325,150000.0
2025-01-31,519391.4313651866,150000.0
2025-02-03,518518.3772811432,151000.0
2025-02-04,524159.39515251934,151000.0
2025-02-05,532925.8000854298,151000.0
2025-02-06,533289.3136975551,151000.0
2025-02-07,528899.780323649,151000.0
2025-02-10,537613.2730735724,151000.0
2025-02-11,534335.4477213715,151000.0
2025-02-12,538391.2800087944,151000.0
2025-02-13,540794.737939209,151000.0
2025-02-14,541556.6858197125,151000.0
2025-02-18,534773.6976231951,151000.0
2025-02-19,535865.5390812238,151000.0
2025-02-20,532184.0463800386,151000.0
2025-02-21,524323.6449370482,151000.0
2025-02-24,515657.1299708798,151000.0
2025-02-25,510805.93037269835,151000.0
2025-02-26,519024.0654744895,151000.0
2025-02-27,505985.39109535154,151000.0
2025-02-28,509271.8871619445,151000.0
2025-03-03,501775.585885722,152000.0
2025-03-04,501700.4264687032,152000.0
2025-03-05,506655.4223047784,152000.0
2025-03-06,488084.2822270292,152000.0
2025-03-07,495903.50099652214,152000.0
2025-03-10,486117.16787584836,152000.0
2025-03-11,493345.26616193366,152000.0
2025-03-12,499131.041581398,152000.0
2025-03-13,493510.29909853346,152000.0
2025-03-14,499740.87636570045,152000.0
2025-03-17,503218.16567137657,152000.0
2025-03-18,496951.9732769129,152000.0
2025-03-19,505115.93085042003,152000.0
2025-03-20,501188.8405967746,152000.0
2025-03-21,503117.7288727779,152000.0
2025-03-24,504368.6073927886,152000.0
2025-03-25,505740.7804876141,152000.0
2025-03-26,496612.50922235183,152000.0
2025-03-27,492788.0012272437,152000.0
2025-03-28,485437.0768861722,152000.0
2025-03-31,484196.9299470042,152000.0
2025-04-01,485351.1343624862,153000.0
2025-04-02,488532.6137620849,153000.0
2025-04-03,474703.9445618697,153000.0
2025-04-04,461918.01762484584,153000.0
2025-04-07,468432.19399333,153000.0
2025-04-08,469960.30229509674,153000.0
2025-04-09,498083.82507353375,153000.0
2025-04-10,486813.04220808775,153000.0
2025-04-11,492543.1831168004,153000.0
2025-04-14,491954.0386057551,153000.0
2025-04-15,498136.74348494457,153000.0
2025-04-16,493498.3796486553,153000.0
2025-04-17,492678.6820426168,153000.0
2025-04-21,491573.96123801655,153000.0
2025-04-22,500475.51891054347,153000.0
2025-04-23,506309.4079437116,153000.0
2025-04-24,519527.67506851885,153000.0
2025-04-25,522762.4782101484,153000.0
2025-04-28,524006.2344309861,153000.0
2025-04-29,525153.3383787177,153000.0
2025-04-30,526761.1056295446,153000.0
2025-05-01,531060.4046821455,154000.0
2025-05-02,538052.3477475032,154000.0
2025-05-05,533291.2057506004,154000.0
2025-05-06,533361.0457476266,154000.0
2025-05-07,538656.0052605632,154000.0
2025-05-08,539114.8068516026,154000.0
2025-05-09,538842.7401828431,154000.0
2025-05-12,543431.3007977847,154000.0
2025-05-13,554004.1526429183,154000.0
2025-05-14,555439.1628587272,154000.0
2025-05-15,559265.762483208,154000.0
2025-05-16,558459.8566434734,154000.0
2025-05-19,559757.8303797641,154000.0
2025-05-20,560474.3303447883,154000.0
2025-05-21,559573.165410035,154000.0
2025-05-22,559218.8793528574,154000.0
2025-05-23,557734.4163242643,154000.0
2025-05-27,565529.6946814479,154000.0
2025-05-28,567540.719117366,154000.0
2025-05-29,566086.2377991171,154000.0
2025-05-30,569047.4657763019,154000.0
2025-06-02,575786.3736008685,155000.0
2025-06-03,580840.5821970126,155000.0
2025-06-04,586359.6078581163,155000.0
2025-06-05,587037.6574143963,155000.0
2025-06-06,577574.0260908785,155000.0
2025-06-09,573674.280577945,155000.0
2025-06-10,571189.3873994355,155000.0
2025-06-11,578580.8732999593,155000.0
2025-06-12,579965.1783416048,155000.0
2025-06-13,574892.4776826118,155000.0
2025-06-16,578775.2781039723,155000.0
2025-06-17,576426.7310239016,155000.0
2025-06-18,577842.1267581966,155000.0
2025-06-20,578592.6982972298,155000.0
2025-06-23,583883.7973049541,155000.0
2025-06-24,593596.6015989282,155000.0
2025-06-25,593657.327522292,155000.0
2025-06-26,601267.5108974576,155000.0
2025-06-27,602881.1008484785,155000.0
2025-06-30,608987.2342354511,155000.0
2025-07-01,597096.4049440899,156000.0
2025-07-02,599264.3418272741,156000.0
2025-07-03,604253.9227354429,156000.0
2025-07-07,602627.7587679178,156000.0
2025-07-08,599237.4044810508,156000.0
2025-07-09,604837.2401993929,156000.0
2025-07-10,598322.906015319,156000.0
2025-07-11,596955.019911909,156000.0
2025-07-14,599931.6431583988,156000.0
2025-07-15,603135.0476630756,156000.0
2025-07-16,601753.6509113819,156000.0
2025-07-17,608477.9635837452,156000.0
2025-07-18,598022.5402067294,156000.0
2025-07-21,604275.4742443135,156000.0
2025-07-22,592481.163734755,156000.0
2025-07-23,594016.371291132,156000.0
2025-07-24,597752.3719347969,156000.0
2025-07-25,598659.2974416451,156000.0
2025-07-28,600532.1218260331,156000.0
2025-07-29,601768.0205518936,156000.0
2025-07-30,607115.5732147577,156000.0
2025-07-31,598166.626765192,156000.0
2025-08-01,595816.5305615191,157000.0
2025-08-04,603281.9956519944,157000.0
2025-08-05,597182.3629289265,157000.0
2025-08-06,606803.3588888206,157000.0
2025-08-07,608396.356494629,157000.0
2025-08-08,613251.4216273695,157000.0
2025-08-11,613431.2345717319,157000.0
2025-08-12,620093.6941099737,157000.0
2025-08-13,614967.7717371623,157000.0
2025-08-14,619750.8587872759,157000.0
2025-08-15,617693.4216043844,157000.0
2025-08-18,618119.9488687662,157000.0
2025-08-19,606985.4423875676,157000.0
2025-08-20,605022.8881767076,157000.0
2025-08-21,603217.8576128455,157000.0
2025-08-22,605278.9854386756,157000.0
2025-08-25,607146.3726432358,157000.0
2025-08-26,610136.9704029062,157000.0
2025-08-27,610952.2145139244,157000.0
2025-08-28,616311.3463954756,157000.0
2025-08-29,607492.8254658335,157000.0
2025-09-02,609691.1055194633,158000.0
2025-09-03,613409.8551055447,158000.0
2025-09-04,619424.2078889301,158000.0
2025-09-05,632449.3334477281,158000.0
2025-09-08,638110.1750606615,158000.0
2025-09-09,635913.6420295998,158000.0
2025-09-10,650807.3898948824,158000.0
2025-09-11,639893.675967424,158000.0
2025-09-12,638042.0738205721,158000.0
2025-09-15,642026.3639552575,158000.0
2025-09-16,639691.961913578,158000.0
2025-09-17,636245.2852064183,158000.0
2025-09-18,633105.869850042,158000.0
2025-09-19,635411.6193846494,158000.0
2025-09-22,632597.7611739258,158000.0
2025-09-23,631507.8429578219,158000.0
2025-09-24,629794.2913871645,158000.0
2025-09-25,628702.0852575211,158000.0
2025-09-26,628203.5333837175,158000.0
2025-09-29,624234.7462088976,158000.0
2025-09-30,624288.6473140888,158000.0
2025-10-01,623407.8531493638,159000.0
2025-10-02,624779.4894774043,159000.0
2025-10-03,623669.5632287245,159000.0
2025-10-06,623495.0330701368,159000.0
2025-10-07,627608.740615302,159000.0
2025-10-08,635336.2499900821,159000.0
2025-10-09,637294.7392558516,159000.0
2025-10-10,625341.8023704141,159000.0
2025-10-13,641737.0425203196,159000.0
2025-10-14,634774.2432307773,159000.0
2025-10-15,636904.3556334751,159000.0
2025-10-16,635774.5042052907,159000.0
2025-10-17,635357.886764454,159000.0
2025-10-20,640452.5733203366,159000.0
2025-10-21,637426.3253519507,159000.0
2025-10-22,619818.5405606155,159000.0
2025-10-23,621510.9020514684,159000.0
2025-10-24,624104.9516921452,159000.0
2025-10-27,628170.872901105,159000.0
2025-10-28,634841.7529544577,159000.0
2025-10-29,641274.6765772474,159000.0
2025-10-30,634875.592855115,159000.0
2025-10-31,635265.5117614202,159000.0
2025-11-03,630150.9870739058,160000.0
2025-11-04,623716.9720639829,160000.0
2025-11-05,628086.9884845191,160000.0
2025-11-06,626141.1510727487,160000.0
2025-11-07,623819.3898311811,160000.0
2025-11-10,630615.3671492778,160000.0
2025-11-11,629429.7452396884,160000.0
2025-11-12,633881.3633308625,160000.0
2025-11-13,625553.9385383653,160000.0
2025-11-14,621323.0923846709,160000.0
2025-11-17,619786.3424737733,160000.0
2025-11-18,618672.0392933533,160000.0
2025-11-19,625886.4680648673,160000.0
2025-11-20,621947.5743606375,160000.0
2025-11-21,618516.5658554139,160000.0
2025-11-24,638086.7192470552,160000.0
2025-11-25,641750.9458617937,160000.0
2025-11-26,648250.1331979416,160000.0
2025-11-28,651043.6449393746,160000.0
2025-12-01,643292.2267523985,161000.0
2025-12-02,640943.1652890509,161000.0
2025-12-03,640443.1071856387,161000.0
2025-12-04,640661.8866019986,161000.0
2025-12-05,645459.0013403046,161000.0
2025-12-08,651115.5529807385,161000.0
2025-12-09,653818.8142751023,161000.0
2025-12-10,657298.1534698906,161000.0
2025-12-11,653860.48578372,161000.0
2025-12-12,629671.7335168009,161000.0
2025-12-15,619192.0284393505,161000.0
2025-12-16,619968.1063397748,161000.0
2025-12-17,612009.3596967785,161000.0
2025-12-18,614019.9020924217,161000.0
2025-12-19,619478.5020785704,161000.0
2025-12-22,620386.5477485182,161000.0
2025-12-23,624493.5490564213,161000.0
2025-12-24,624963.2206857706,161000.0
2025-12-26,625959.9641698033,161000.0
2025-12-29,624530.0895507443,161000.0
2025-12-30,624770.1283098205,161000.0
2025-12-31,622813.1818360782,161000.0
2026-01-02,624606.379101953,162000.0
2026-01-05,622414.6048057699,162000.0
2026-01-06,622597.243339512,162000.0
2026-01-07,622456.3402522604,162000.0
2026-01-08,616705.4802494006,162000.0
2026-01-09,623223.4668504883,162000.0
2026-01-12,627001.715600762,162000.0
2026-01-13,628254.1626227146,162000.0
2026-01-14,620572.4587826957,162000.0
2026-01-15,622205.8476509763,162000.0
2026-01-16,626740.7851417382,162000.0
2026-01-20,616768.1073958387,162000.0
2026-01-21,614785.0423010448,162000.0
2026-01-22,613057.6967286388,162000.0
2026-01-23,610218.8072215319,162000.0
2026-01-26,612723.7172499055,162000.0
2026-01-27,616867.2590521316,162000.0
2026-01-28,617102.0868745721,162000.0
2026-01-29,615792.2396272854,162000.0
2026-01-30,616089.6786116958,162000.0
2026-02-02,616990.5269554029,163000.0
2026-02-03,611364.905260951,163000.0
2026-02-04,604956.5241583642,163000.0
2026-02-05,606240.300738004,163000.0
2026-02-06,617935.1131196737,163000.0
2026-02-09,623685.9571380652,163000.0
2026-02-10,621859.4599093664,163000.0
2026-02-11,623070.1714848286,163000.0
2026-02-12,617021.8565130902,163000.0
2026-02-13,613890.7069892721,163000.0
2026-02-17,617736.7938226197,163000.0
2026-02-18,618242.9899618238,163000.0
2026-02-19,617988.0113770812,163000.0
2026-02-20,617988.0113770812,163000.0
2026-02-23,617988.0113770812,163000.0
2026-02-24,617988.0113770812,163000.0
2026-02-25,617988.0113770812,163000.0
2026-02-26,617988.0113770812,163000.0
2026-02-27,617988.0113770812,163000.0
2026-03-02,618988.0113770812,164000.0
2026-03-03,618988.0113770812,164000.0
2026-03-04,618988.0113770812,164000.0
2026-03-05,618988.0113770812,164000.0
2026-03-06,618988.0113770812,164000.0
2026-03-09,618988.0113770812,164000.0
2026-03-10,618988.0113770812,164000.0
2026-03-11,618988.0113770812,164000.0
2026-03-12,618988.0113770812,164000.0
2026-03-13,618988.0113770812,164000.0
2026-03-16,618988.0113770812,164000.0
2026-03-17,618988.0113770812,164000.0
2026-03-18,618988.0113770812,164000.0
2026-03-19,618988.0113770812,164000.0
2026-03-20,618988.0113770812,164000.0
2026-03-23,618988.0113770812,164000.0
2026-03-24,618988.0113770812,164000.0
2026-03-25,618988.0113770812,164000.0
2026-03-26,618988.0113770812,164000.0
2026-03-27,618988.0113770812,164000.0
2026-03-30,618988.0113770812,164000.0
2026-03-31,618988.0113770812,164000.0
2026-04-01,619988.0113770812,165000.0
2026-04-02,619988.0113770812,165000.0
2026-04-06,619988.0113770812,165000.0
2026-04-07,619988.0113770812,165000.0
2026-04-08,619988.0113770812,165000.0
2026-04-09,619988.0113770812,165000.0
2026-04-10,619988.0113770812,165000.0
2026-04-13,619988.0113770812,165000.0
2026-04-14,619988.0113770812,165000.0
2026-04-15,619988.0113770812,165000.0
2026-04-16,619988.0113770812,165000.0
2026-04-17,619988.0113770812,165000.0
2026-04-20,619988.0113770812,165000.0
2026-04-21,619988.0113770812,165000.0
2026-04-22,619988.0113770812,165000.0
2026-04-23,619988.0113770812,165000.0
2026-04-24,619988.0113770812,165000.0
2026-04-27,619988.0113770812,165000.0
2026-04-28,619988.0113770812,165000.0
2026-04-29,619988.0113770812,165000.0
2026-04-30,619988.0113770812,165000.0
2026-05-01,620988.0113770812,166000.0
2026-05-04,620988.0113770812,166000.0
2026-05-05,620988.0113770812,166000.0
2026-05-06,620988.0113770812,166000.0
2026-05-07,620988.0113770812,166000.0
2026-05-08,620988.0113770812,166000.0
2026-05-11,620988.0113770812,166000.0
2026-05-12,620988.0113770812,166000.0
2026-05-13,620988.0113770812,166000.0
2026-05-14,620988.0113770812,166000.0
2026-05-15,620988.0113770812,166000.0
2026-05-18,620988.0113770812,166000.0
2026-05-19,620988.0113770812,166000.0
2026-05-20,620537.7950688328,166000.0
2026-05-21,619352.3318112211,166000.0
2026-05-22,619192.5359303406,166000.0
2026-05-26,622117.1708479864,166000.0
2026-05-27,622061.4104002153,166000.0
2026-05-28,623815.4507557335,166000.0
2026-05-29,631318.4171299594,166000.0
