Date,nav,benchmark,position,qqq_mxn,usd_mxn,rsi,srp,support,resistance,smooth
2023-02-10,4277539.107753866,2252415.0367275197,1,-0.014755684627096421,18.77829933166504,57.18201908652749,1.0,263.4173278808594,293.6986999511719,297.6168488605757
2023-02-13,4266242.670149857,2276314.478816506,0,0.010610585393582284,18.67840003967285,60.660755709372225,1.1553363029851047,263.4173278808594,293.6986999511719,297.7662685701612
2023-02-14,4319753.154067124,2279217.7919789096,1,0.0012754446669922537,18.565040588378906,62.21066654697799,1.2281529034728802,263.4173278808594,293.6986999511719,298.29347310084347
2023-02-15,4402020.377522414,2289226.346827967,1,0.004391223552343115,18.50480079650879,63.8141928110678,1.3042035353637151,263.4173278808594,293.6986999511719,299.68825547456566
2023-02-16,4168218.593448546,2255952.075162245,1,-0.01453516019148926,18.584550857543945,57.346365680247864,1.1165037389393908,263.4173278808594,293.6986999511719,298.41537081383495
2023-02-17,4070442.416515986,2235715.4839962805,1,-0.008970310756494793,18.54871940612793,55.12620657073135,1.0472466893757684,263.4173278808594,293.6986999511719,296.17538017222455
2023-02-21,3750931.4190459964,2163542.5379646216,1,-0.03228181159377741,18.38520050048828,48.402736708971005,0.8165057545401407,263.4173278808594,293.6986999511719,292.22682383330033
2023-02-22,3763415.1365836333,2170424.7645355193,1,0.003180998963566717,18.429899215698242,48.610930786123646,0.8236228407876968,263.4173278808594,293.6986999511719,289.2624376183388
2023-02-23,3843954.528576212,2181621.9569168165,1,0.005158986648262642,18.364580154418945,51.094398934813825,0.9067945901275876,263.4173278808594,293.6986999511719,287.8136004866924
2023-02-24,3833803.132787452,2145569.0478283237,0,-0.0165257362643364,18.36865997314453,46.422223455824984,0.7459536814947695,263.4173278808594,293.6986999511719,285.0714446304584
2023-02-27,3834796.574630988,2163601.0272568436,0,0.008404287639575792,18.39133071899414,48.55273526461812,0.8135911958559249,263.4173278808594,293.6986999511719,283.29650648296945
2023-02-28,3835790.2739021126,2157933.1876646285,0,-0.0026196325111755847,18.366899490356445,48.17757403952922,0.8012920000806241,263.4173278808594,293.6986999511719,282.33130790798316
