Date,nav,benchmark,position,mu_est,vol_est,prob_bull,qqq_mxn,usd_mxn
2013-10-09,425112.05137048085,373950.0234156862,2,0.0006014978318486883,0.008263551216347946,0.6755731168866406,-0.0036458393221066032,13.188579559326172
2013-10-10,449260.7699518616,379457.7440110834,2,0.0011110258315640692,0.009211174665384667,0.80691365502508,0.014728493783980223,13.105330467224121
2013-10-11,455115.24966363295,378895.10006785585,2,0.0012224371060562253,0.009132564977383885,0.8350155331824947,-0.0014827578356422233,12.983499526977539
2013-10-14,465135.40782318066,382058.07250818243,2,0.0013413697009136123,0.009001537642323004,0.8544019703728847,0.00834788425545785,13.0
2013-10-15,459799.0221978449,380272.67513762834,2,0.0012489639976277639,0.008837717650325311,0.8308409311103526,-0.004673104690166796,12.989709854125977
2013-10-16,470235.1117591912,380316.3572477219,2,0.0014689189942737044,0.008915925075653268,0.8678288561209213,0.00011487049412051142,12.84574031829834
2013-10-17,475335.21346418746,380497.40003533673,2,0.0015732999965606684,0.008712003900568593,0.8951999199665237,0.00047603208267177344,12.778730392456055
2013-10-18,501576.6380938869,388790.1803057673,2,0.0018624797277007053,0.009117341157630365,0.9280000000000004,0.021794578017249044,12.849020004272461
2013-10-21,509861.74155561236,393817.6510947749,2,0.0018873489001649357,0.008891421614061276,0.9317492084648865,0.01293106421837531,12.986720085144043
2013-10-22,506013.737747702,390071.79778228374,2,0.0018950334843199973,0.008621138198637001,0.9349806162712537,-0.009511644036467204,12.844470024108887
2013-10-23,503343.9693570813,391964.515815247,2,0.0017152818964244517,0.008638439293870433,0.910097957937128,0.004852229881073589,12.985540390014648
2013-10-24,508639.2893831915,392932.8166937061,2,0.0017937354688641602,0.008398605767675215,0.9176569465271697,0.0024703789230642315,12.960689544677734
2013-10-25,515461.98588353425,393200.7283569389,2,0.0019515026432524504,0.008241679887699646,0.9340011288791137,0.0006818256247649312,12.877220153808594
2013-10-28,516438.81157946703,393243.6073676465,2,0.0019241935331468492,0.00796919315569659,0.9286193151473255,0.00010905119857418377,12.875519752502441
2013-10-29,521051.15360706666,395521.07460505626,2,0.0019233143310545954,0.007658825876948135,0.9260000000000004,0.005791492079566307,12.92825984954834
2013-10-30,520370.63522849436,395876.5635578282,2,0.0018336057584287116,0.007404187996684216,0.9257017724719605,0.0008987863747258462,12.952349662780762
2013-10-31,519523.1283740697,396883.50302497763,2,0.0016916755302135843,0.007207249173493878,0.9132493593021728,0.0025435692835662493,13.01509952545166
2013-11-01,520891.61516824464,398217.7944850415,2,0.0016439582648041613,0.006898417332931902,0.913651611811792,0.003361922201084555,13.055700302124023
2013-11-04,520506.7512081311,396579.9121000063,2,0.0016294066962079024,0.00659128015583171,0.92680286760669,-0.004113031631731268,12.983189582824707
2013-11-05,529888.1009534346,402459.79844613286,2,0.0015827563644825347,0.006279904316419364,0.9140000000000004,0.014826485575103465,13.161399841308594
2013-11-06,529169.0490896078,402512.039584299,2,0.0014947104670384771,0.0060071467737819635,0.9216104958298263,0.00012980461245537533,13.166279792785645
2013-11-07,501870.5245427382,396565.77448184567,2,0.0010799762168224552,0.008016815391299364,0.8010000000000003,-0.014772887560318582,13.220250129699707
2013-11-08,519416.20719183545,400173.3361756016,2,0.0014103200161688255,0.008401960104094514,0.8669973281417132,0.009097007169793114,13.16273021697998
2013-11-11,519054.985105513,401189.70407877263,2,0.0013368537085618067,0.008193231089294564,0.8565650420846248,0.002539819151581524,13.21697998046875
2013-11-12,519911.7106023771,400515.95363478427,2,0.0013359192465658505,0.007946490422143116,0.8540324662780885,-0.0016793811933321079,13.173999786376953
2013-11-13,531650.550161046,400183.5841084504,2,0.0016131875273019478,0.008212655396057787,0.8967793217156684,-0.0008298534011380587,13.005510330200195
2013-11-14,533732.9071530874,399902.9929611116,2,0.001658345028774418,0.007968135333502654,0.9054031220132914,-0.0007011560655689753,12.956060409545898
2013-11-15,536243.8482493594,399777.05830066226,2,0.0016731527721497172,0.007704040367985223,0.9053881744948394,-0.00031491302307307123,12.927300453186035
2013-11-18,519814.9632540058,394660.3002285129,2,0.0013729587629312972,0.00804771977151228,0.8575920900443146,-0.012799028773434973,12.887709617614746
2013-11-19,517019.0026839918,395303.9538795667,2,0.0012370296462428918,0.00782870730581352,0.8322439805734022,0.0016309054918397514,12.946100234985352
2013-11-20,518840.496301646,398515.24215265823,2,0.001117008562744571,0.007614927951389557,0.7992762107365818,0.008123592596470441,13.082830429077148
2013-11-21,532137.8531094061,400626.36861530173,2,0.0013892375577854122,0.007754023380971195,0.8622947527151223,0.005297479843530795,13.01990032196045
2013-11-22,538058.9690963576,400937.76379603246,2,0.0015078253984927268,0.007555824302625182,0.8851999078729227,0.0007772708067295131,12.960200309753418
2013-11-25,544775.9703730043,404238.92864612676,2,0.001531903947267062,0.007292917613516988,0.8900922897203537,0.008233609173751155,13.035869598388672
2013-11-26,554538.3849223382,406900.5941856545,2,0.0016392579731607645,0.00709632166579475,0.9096419054204222,0.006584386982327883,13.05348014831543
2013-11-27,568296.4822417565,411666.961106867,2,0.0017890052788064928,0.00695610057778652,0.9340000000000004,0.011713836227621233,13.114959716796875
2013-11-29,576922.7291689953,413632.2099251716,2,0.0019272382131960088,0.006760769935634235,0.9554786539254793,0.004773880354693949,13.099169731140137
2013-12-02,577768.2993910605,415618.83199784183,2,0.0017856964286376404,0.006664819218084719,0.9441508020119831,0.0048028708234051365,13.200579643249512
2013-12-03,571731.7467229597,412139.76661349105,2,0.0017128675943261786,0.006440892768557719,0.9445408650876587,-0.008370807856870277,13.100810050964355
2013-12-04,570630.4000372401,410676.80863761436,2,0.0017006375758143004,0.006179866194501731,0.939507935288842,-0.0035496646875347038,13.04209041595459
2013-12-05,570775.1802453598,411524.16363090917,2,0.0015906200858719958,0.006001475602865747,0.9270766585635517,0.0020633134753964555,13.085840225219727
2013-12-06,575317.4252231134,409363.5200018986,2,0.0018140158083288804,0.0059723404102647,0.9524290605724726,-0.005250344499693638,12.923290252685547
2013-12-09,578341.3111598522,408300.5993777392,2,0.0019169169451546692,0.0057300700330878114,0.9636520034255542,-0.0025965201397391002,12.83749008178711
2013-12-10,577830.9122562688,408392.2887417396,2,0.001860997253693712,0.005557001653252046,0.9640000000000004,0.00022456338330179015,12.849300384521484
2013-12-11,563645.2110446885,408506.83529090224,2,0.00139048485488389,0.006754315351992439,0.9110000000000004,0.00028048166510585837,13.020389556884766
2013-12-12,556492.1583155707,405574.56801094406,2,0.0012929248885954596,0.006604016310807197,0.8992446319766805,-0.007178012769039954,12.960399627685547
2013-12-13,550099.0878757971,402314.39660239697,2,0.0012201196638908815,0.006398604812986425,0.8743697790318183,-0.008038401975093978,12.87289047241211
2013-12-16,561873.1991989258,406224.56108224014,2,0.0013370160113244343,0.0063149798708103545,0.8979135858661127,0.009719176129079798,12.926400184631348
2013-12-17,559272.1700702762,406100.55805190763,2,0.001219910697378374,0.006138443120750006,0.8816139330647982,-0.00030525734338204824,12.948260307312012
2013-12-18,576472.3445615174,409325.97849327646,2,0.0015470997022662646,0.006578880019154557,0.9258434396176674,0.007942418145991725,12.901100158691406
2013-12-19,573246.6829119178,409584.1438592257,2,0.0014239536261693396,0.006479094812839309,0.9035570483302211,0.000630708480559905,12.945300102233887
2013-12-20,591616.8940789171,414538.2246727696,2,0.0016597340282627692,0.006663742807331998,0.9404640536712894,0.012095392089315427,12.969799995422363
2013-12-23,611300.3596424971,419272.1559010283,2,0.0018859834747369834,0.006812604200798542,0.9578442079247703,0.011419770111660066,12.98134994506836
2013-12-24,613745.0342153645,420554.84457719536,2,0.0018620712331991387,0.006588626442162924,0.9598735854530529,0.0030593223473438513,13.01511001586914
2013-12-26,622128.9230004605,423584.4272670117,2,0.001935316245590863,0.006365216243932846,0.964155420703262,0.007203775509617927,13.065540313720703
2013-12-27,616851.9010920719,422019.8218218161,2,0.0018057136799198676,0.006302285249401304,0.9538395493157728,-0.003693727494399557,13.050000190734863
2013-12-30,614208.5494100763,421793.0184077798,2,0.0017249662124166742,0.006151118947849285,0.948415657069384,-0.0005374236050269543,13.062390327453613
2013-12-31,624586.5402592459,423404.1673692448,2,0.0018902686923198493,0.006050990354224671,0.9616916634097559,0.0038197620424038625,13.027310371398926
2014-01-02,615664.7135801258,423989.36965167936,2,0.0015477540298267354,0.006431994572666768,0.9211898051924495,0.001382136331039563,13.148460388183594
2014-01-03,599756.1345539906,419181.77589013096,2,0.001279198515772813,0.006635458956260214,0.8798821856498135,-0.011338948817273375,13.093899726867676
2014-01-06,592262.0187859153,416844.8971604781,2,0.0011255160480765827,0.006551318426731727,0.8523815657324885,-0.005574857649024656,13.069169998168945
2014-01-07,604761.903012958,418735.81694341224,2,0.001372879842465969,0.006692351756469919,0.8954307373970748,0.004536267076351352,13.00790023803711
2014-01-08,614755.1598751179,423417.05451232276,2,0.0013843194657369527,0.006480944871794984,0.8914287517075663,0.011179453439358333,13.124699592590332
2014-01-09,606567.462509712,420727.47540123767,2,0.00124131933158302,0.006409484302524721,0.8642580003372169,-0.006352080253788639,13.084790229797363
2014-01-10,606757.4864908914,418033.3567995173,2,0.0012946477016134617,0.006218517275545829,0.8811786483956358,-0.006403476737883773,12.95930004119873
2014-01-13,584778.7503271791,415411.47563729726,2,0.0008583709855944424,0.00725396162813022,0.7720000000000002,-0.006271942464814995,13.07116985321045
2014-01-14,618545.7122061324,423530.2565035882,2,0.0013355598406720424,0.00817980267438686,0.862609393421844,0.019543949415060435,13.077280044555664
2014-01-15,638725.6587955821,430876.0615743882,2,0.0014916748646146153,0.008146644937131166,0.8799862299677012,0.01734422737927277,13.195699691772461
2014-01-16,643762.0665903527,433422.918402957,2,0.0014551273493399143,0.007926451185190721,0.8827297690655233,0.005910880310367572,13.272199630737305
2014-01-17,630481.9833907901,429712.2235035177,2,0.001272762664610291,0.007926885572383538,0.8492102062479328,-0.008561372142276591,13.233440399169922
2014-01-21,646547.564972348,434302.51526770054,2,0.0014126851993404035,0.007880760715802848,0.8725301796450818,0.010682246194342326,13.273599624633789
2014-01-22,653775.8107751468,436250.7043267177,2,0.0014371076975408402,0.007668824017784604,0.8901331823816967,0.004485788109737987,13.298600196838379
2014-01-23,650525.260278627,437879.0741165829,2,0.0013092844402063093,0.007544897090992175,0.8689864875318468,0.0037326467870770763,13.393500328063965
2014-01-24,614489.5951675687,431029.2834450295,2,0.0009084639649767922,0.00887353623509652,0.7590000000000002,-0.01564311033901955,13.448450088500977
2014-01-27,593279.7802971452,424466.78081419686,2,0.0006939688330210769,0.008948837910253672,0.7020190738413761,-0.015225189755975421,13.373200416564941
2014-01-28,584380.8485690542,418002.0758580175,2,0.0006402829229224814,0.008724675723761907,0.6987759567547517,-0.015230178775778369,13.177200317382812
2014-01-29,575284.2396693227,420340.2550076672,2,0.0004050210567023627,0.008861008039611965,0.6195070447845532,0.005593702243823051,13.394450187683105
2014-01-30,603799.938903348,426833.9255379557,2,0.0008705927237072792,0.0095943644050246,0.7437394015050398,0.015448604916914466,13.354499816894531
2014-01-31,599149.3453472281,425400.6397145974,2,0.0007845456679760495,0.009369076546630613,0.7247329286896537,-0.003357947289573837,13.34514045715332
2014-02-03,566948.8201721461,421205.4042486589,2,0.00045237556650782967,0.010527745223304255,0.6150000000000001,-0.009861845691518156,13.523929595947266
2014-02-04,568908.6260945459,417612.2081948219,2,0.00055718833570641,0.010427382191771814,0.6481146860337146,-0.008530745374092485,13.310649871826172
2014-02-05,561752.6964959692,415117.7726978165,2,0.0004668980209206609,0.010219365456024506,0.6224231388686798,-0.005973090460616337,13.265520095825195
2014-02-06,582872.85561273,420121.2470188347,2,0.0007124686137396576,0.010367192199294094,0.7016953173158669,0.01205314407162339,13.256360054016113
2014-02-07,613950.6779295076,427717.9975813701,2,0.0010321118470620547,0.010801434745421983,0.7756402192416039,0.01808228128532341,13.259530067443848
2014-02-10,627475.2769466109,431719.603183389,2,0.001124439553922482,0.010598746287173808,0.7905398328345956,0.009355710128278183,13.30737018585205
2014-02-11,648061.2104323056,436029.72393794736,2,0.0013076393409224365,0.010620579825502343,0.8290157347034717,0.009983611406052972,13.288869857788086
2014-02-12,652416.7338040096,437720.2185454794,2,0.0013207354901285883,0.010326074345565529,0.8352289175235066,0.003877016897528396,13.314900398254395
2014-02-13,666224.5725248022,439016.547076676,2,0.0014288024411002196,0.010136903108335461,0.8593707274591693,0.0029615459288223622,13.255999565124512
2014-02-14,667047.4358551622,439158.55737642356,2,0.0014368611828649235,0.009782017073817366,0.8590000000000003,0.00032347368383534025,13.233710289001465
2014-02-18,677660.0360543418,441429.9252085295,2,0.0015309126553418868,0.009484641807808215,0.8756736663825377,0.005172090567186816,13.237299919128418
2014-02-19,667049.4227372139,441187.7959770321,2,0.0013443767121422924,0.00947738556529722,0.8283067406335151,-0.0005485111399800013,13.32155990600586
2014-02-20,674288.3541350787,441659.31137736584,2,0.0014333077982748735,0.009195888715425447,0.8511200931427598,0.0010687408052381109,13.273599624633789
2014-02-21,669985.4042858463,440534.3320114704,2,0.0013819344599581883,0.008887899271152766,0.8411458039740194,-0.0025471655117766945,13.25745964050293
2014-02-24,681308.3983103414,442589.35069775797,2,0.0014948118900359399,0.008583838487804476,0.849052121101889,0.004664832084492421,13.248579978942871
2014-02-25,677489.7009835285,441212.7585118148,2,0.0014189156956207192,0.008259044895326265,0.8329102856982468,-0.0031103147506212903,13.222000122070312
2014-02-26,681261.2102615001,444751.2381726472,2,0.00137582331379053,0.007996617662331798,0.8240000000000003,0.008019894240518965,13.339859962463379
2014-02-27,689985.8684894511,444624.9426323371,2,0.0015583957003789417,0.007738776389633625,0.8552335910151765,-0.00028396894594162614,13.250100135803223
2014-02-28,686208.4444299504,443941.49559210887,2,0.0014933811932303991,0.007455005738721088,0.8504749283975236,-0.0015371315792181983,13.244379997253418
2014-03-03,674323.9783259969,442722.20661483094,2,0.0011252061487660473,0.007728436213007431,0.7902189114394962,-0.002746508243505641,13.306690216064453
2014-03-04,699802.2237707085,447287.50144432083,2,0.0014692236965264268,0.008133507490998186,0.8640106120711963,0.01031187223337482,13.275139808654785
2014-03-05,703534.9542899454,447240.4670207094,2,0.0015358821756457607,0.007831757751732133,0.8681475589391667,-0.0001051547907320316,13.237299919128418
2014-03-06,696225.8973234593,443883.0034901735,2,0.001478428679072804,0.007570432286898055,0.863845394941162,-0.007507065612603614,13.149479866027832
2014-03-07,687845.0995874802,442701.1248472513,2,0.0012511403835240259,0.00753795734712577,0.8270638166027457,-0.002662590443043178,13.179659843444824
2014-03-10,690883.2470030113,444129.429269212,2,0.001248876926131967,0.007240625592056695,0.8227680428616122,0.0032263401690102445,13.21049976348877
2014-03-11,686126.588958264,444691.4769308683,2,0.0010275034480046567,0.007168338638570121,0.779746268130014,0.0012655042080438328,13.28439998626709
2014-03-12,691500.0378695148,444872.0454320976,2,0.0011225240457162135,0.00695593749988103,0.7942710215423374,0.0004060534338898858,13.239899635314941
2014-03-13,664443.5372287349,440108.2112677261,2,0.0006586842706674332,0.0079138511113976,0.6876078981548521,-0.010708324367166067,13.285909652709961
2014-03-14,646678.3080923642,434339.1662978435,2,0.00044364929376375665,0.007838093692196745,0.6043046492040538,-0.013108242069069576,13.201950073242188
2014-03-17,661673.1665127563,436679.28170584404,2,0.0006863424708191481,0.007946432236400437,0.6969447765236458,0.005387760509711459,13.157340049743652
2014-03-18,684946.1665740471,441619.8928486283,2,0.0010130878403570268,0.008262082133885927,0.7885312491653741,0.01131404980672368,13.147470474243164
2014-03-19,680707.5184650212,443817.5771370461,2,0.0008425237049562791,0.008156082568518446,0.7512511628973642,0.004976415972210546,13.284799575805664
2014-03-20,684319.3096617104,443930.72459357016,2,0.0008909212672059148,0.007897389919966816,0.768182026300488,0.0002549413595873684,13.25139045715332
2014-03-21,658106.4313266929,437837.462865776,2,0.0006027451012857875,0.008332641657108873,0.7007480617806665,-0.013725704012428341,13.228690147399902
2014-03-24,639274.9463434147,432461.99593857926,2,0.00036813395905407295,0.008389868907429265,0.6350000000000001,-0.012277311521066925,13.18179988861084
2014-03-25,641859.4298475801,431648.81736872985,2,0.0004184540258997771,0.008173438820615086,0.6397048463070729,-0.001880346891718343,13.113909721374512
2014-03-26,617797.5059434163,426335.19460421306,2,0.00016279012301950393,0.008605026075568546,0.5521279228054364,-0.012310059823418262,13.121479988098145
2014-03-27,604014.560123656,421964.2084792256,2,2.7699899336129947e-05,0.008436974458784146,0.5045336347228456,-0.010252463742866147,13.060199737548828
2014-03-28,602419.434370631,423009.4348075743,0,5.863556646431111e-05,0.008160753512599504,0.5218729319703385,0.002477049729207481,13.066980361938477
2014-03-31,602575.537501839,425394.05379786267,0,0.00022486890924031558,0.00812820116709469,0.5750832918826527,0.005637271403587274,13.047710418701172
2014-04-01,602731.6810835806,432946.3221970083,0,0.0006276631043864187,0.009082207720756248,0.6939968235559489,0.017753582429561376,13.05012035369873
2014-04-02,607502.0144842295,435329.5830365697,2,0.0006859902589159798,0.008804564771810332,0.7047102925546362,0.005504749012458232,13.088210105895996
2014-04-03,594565.8151737843,432887.7504882449,2,0.00047805392134033723,0.008820694966600044,0.6436432015023636,-0.0056091583101064435,13.118940353393555
2014-04-04,542410.7232182865,417553.74288702913,2,1.0016318426618495e-06,0.010954426068321355,0.49700000000000016,-0.035422595312343486,13.0
2014-04-07,540978.2853758192,413800.7258935989,0,-0.00015293016931776552,0.010901858801532457,0.43568223920248733,-0.00898810526156768,13.006640434265137
2014-04-08,541118.4674473868,419615.42706514057,0,-8.41493694250289e-06,0.010863467499354138,0.4827189588998803,0.01405193564845697,13.068730354309082
2014-04-09,541258.6858439118,424083.6570772504,0,0.00024035082557775364,0.011318968687282147,0.5544839878704468,0.010648393085453067,12.985300064086914
2014-04-10,541398.9405748071,413284.1391105432,0,-0.00018722034561130215,0.013348914396865216,0.41300000000000014,-0.02546553677907948,13.059100151062012
2014-04-11,541539.2316494879,407782.64256676147,0,-0.0003106836035097416,0.013260775562054006,0.3717068582735463,-0.013311656613829603,13.036919593811035
2014-04-14,526090.670849029,410401.18413690676,3,-0.00020556248878838662,0.013029969293676284,0.4168604732974664,0.006421414981429896,13.01848030090332
2014-04-15,524193.4299792164,414070.0331119455,3,-0.00015537207368286187,0.01264928524933586,0.4391008727740701,0.008939664691159477,13.091620445251465
2014-04-16,502212.1959488233,418459.3615114047,3,-1.8443823772912934e-06,0.012739826396590062,0.48056715548321016,0.010600449316438443,13.056920051574707
2014-04-17,500885.9173122998,418081.4368021042,0,3.801904416688337e-06,0.012382770522060837,0.47470714581463014,-0.0009031335992473188,13.042099952697754
2014-04-21,501015.71036944457,420485.74959166796,0,0.00011057231225094607,0.012176409060198755,0.5065486851672982,0.005750824069000293,13.020429611206055
2014-04-22,501145.5370594729,424843.86799942196,0,0.0002360843095112183,0.011886572456130146,0.5545110693923103,0.010364485388592026,13.051679611206055
2014-04-23,501275.3973910998,421558.88001735794,0,0.00011420567976865637,0.011741319417323502,0.5151593198709354,-0.0077322240698282085,13.065699577331543
2014-04-24,501405.2913730428,426475.98285977286,0,0.00026563099042099683,0.011579776023744694,0.5644888403348833,0.011664095042221545,13.092840194702148
2014-04-25,501535.2190140216,420779.3851343639,0,-1.1109459133682982e-06,0.012027297952970636,0.4859443972100065,-0.013357370530480805,13.127779960632324
2014-04-28,501665.1803227582,421865.79098718753,0,4.916481870018182e-05,0.011696917042798152,0.5066415292719437,0.002581889444219554,13.119059562683105
2014-04-29,501795.1753079768,424766.68584594,0,0.00016751290822427265,0.01155123536308732,0.532986808913303,0.006876345322914812,13.104700088500977
2014-04-30,501925.2039784038,424915.2290701346,0,0.00018619746520955567,0.011101768288241734,0.5479790851374234,0.0003497054480596784,13.074780464172363
2014-05-01,502055.2663427681,425014.4619166204,0,0.00024207260454942996,0.010810994450561022,0.5680000000000001,0.00023353563180816828,13.039039611816406
2014-05-02,502185.3624098006,423333.9778791884,0,0.0002076690397604149,0.010413975969538154,0.551138449057593,-0.003953945543061721,13.011240005493164
2014-05-05,502315.4921882346,426641.162682394,0,0.0002935961860433317,0.01009617491007904,0.5719327590637526,0.007812235672113754,13.044300079345703
2014-05-06,502445.6556868056,420566.3275306542,0,5.5385437532388317e-05,0.010437534956789597,0.5021722417299201,-0.014238746007407821,13.027429580688477
2014-05-07,502575.85291425145,417329.02912844444,0,-9.20855276876293e-06,0.010074941483620824,0.4901189040803189,-0.007697474073156241,12.964489936828613
2014-05-08,502706.08387931215,416248.05455494643,0,-3.854070340994084e-05,0.009687682442156885,0.4722978709006779,-0.0025902213794126716,12.942859649658203
2014-05-09,502836.3485907301,417763.3111661659,0,3.63637122691016e-05,0.009375589782587212,0.5005863866616542,0.0036402731367468633,12.942090034484863
2014-05-12,502966.64705724985,424872.7904251088,0,0.0003311608314698439,0.010120383765363748,0.5872723283428418,0.017017959856496567,12.949009895324707
2014-05-13,503096.97928761825,423731.48943131045,0,0.0003359115177381085,0.009762523783012227,0.5926373924699986,-0.002686218132859075,12.905449867248535
2014-05-14,503227.34529058443,421061.61903948756,0,0.00021981283457478054,0.009563610428782553,0.554264220890927,-0.006300854334442052,12.891300201416016
2014-05-15,503357.7450748998,419783.9474251311,0,5.872113977625778e-05,0.009467169081520194,0.5017797997028327,-0.0030344053140513028,12.953949928283691
2014-05-16,503488.17864931806,420411.3076963205,0,0.00019973880680825058,0.009269286984888863,0.5501138536812958,0.0014944837101025232,12.888999938964844
2014-05-19,503618.64602259506,423578.26259444124,0,0.00034639066260301783,0.009123465900175088,0.5977251500101622,0.007532991715837323,12.896400451660156
2014-05-20,503749.14720348903,422552.06074104254,0,0.0002600211450565074,0.008806073338106065,0.5778465419518788,-0.0024226971589929036,12.91193962097168
2014-05-21,503879.6822007604,426911.85833702836,0,0.00047872636148275314,0.008860387308474413,0.6321959530239925,0.010317776200972517,12.921819686889648
2014-05-22,506777.65605298075,427207.4074400547,2,0.0005738825535677711,0.008639646725255601,0.6580000000000001,0.0006922953702377388,12.874239921569824
2014-05-23,517251.7533390586,429583.0280091291,2,0.0007342554099181952,0.008535120178342782,0.7026389667153723,0.005560813150010224,12.85221004486084
2014-05-27,536874.3011979543,435091.29594500526,2,0.0009873709435454549,0.00881051913024231,0.7602083516389766,0.012822359303634068,12.856800079345703
2014-05-28,532148.360065312,434039.6155072819,2,0.0009071929561098146,0.008576294164813356,0.7534642410404683,-0.0024171488777754435,12.865309715270996
2014-05-29,541759.2509830896,435860.29741753027,2,0.0010497129307755772,0.00837869150872104,0.781176778038334,0.004194736713422964,12.837200164794922
2014-05-30,542062.7996304046,436534.9084439191,2,0.0010502265544392242,0.008085600056542866,0.7953316999067673,0.0015477689305172238,12.855669975280762
2014-06-02,542986.5648196012,437937.70188015705,2,0.0010059787519995172,0.007806100806456781,0.7828280961024653,0.0032134736743927306,12.909700393676758
2014-06-03,543408.4530846595,438729.34050188906,2,0.0009592941023723149,0.0075187203703969765,0.7800034156758192,0.001807651221471307,12.93871021270752
2014-06-04,548534.9872829388,439866.3148132422,2,0.001040105300928525,0.007283634711858034,0.7990000000000003,0.0025915164690204495,12.924050331115723
2014-06-05,560145.5206418387,441467.0578721834,2,0.0012727996788931167,0.0072921433943633086,0.8509533543760771,0.003639158091978123,12.862859725952148
2014-06-06,571969.7290562536,446167.2494320099,2,0.001424751276205494,0.007134463182787291,0.8746097639299456,0.010646754896006971,12.925580024719238
2014-06-09,574949.0378194444,448966.836177107,2,0.0013725403055747285,0.006896601585817126,0.8636885447618908,0.006274747303082195,13.016500473022461
2014-06-10,578362.2622129808,449834.5717563365,2,0.0014033142429780545,0.00661754638806656,0.8719425215643613,0.001932738699851777,13.019200325012207
2014-06-11,576766.4748690787,449183.29422999034,2,0.0013702035777358788,0.006379470893059834,0.8708565999182527,-0.001447815635430838,13.00314998626709
2014-06-12,560519.6507277918,444200.8553683224,2,0.0010160019262290799,0.006805506956621469,0.7996724329958662,-0.011092217644044555,12.9762601852417
2014-06-13,565913.199639565,446727.3822591906,2,0.0010689911748780448,0.006568348699481889,0.8182112444737186,0.005687802849396295,13.011899948120117
2014-06-16,569289.636910446,448128.7765426908,2,0.0010680375177651341,0.006309663532960608,0.8276835715920328,0.0031370234714807044,13.041419982910156
2014-06-17,573061.64673739,450705.1934342687,2,0.001038631483271253,0.006052844561548762,0.828525972685688,0.005749277945181097,13.109299659729004
2014-06-18,578026.1896185556,448990.76905892545,2,0.0012090964474185738,0.005960846411559373,0.8534031194261488,-0.003803870912335694,12.986390113830566
2014-06-19,577308.3246805934,449889.83058434207,2,0.0011375380584752641,0.005791862208535416,0.8540000000000003,0.002002405366375415,13.02079963684082
2014-06-20,577752.0045577361,449139.9112622742,2,0.0011249483107495665,0.005577213405302731,0.858620451047702,-0.0016668954732624863,12.983819961547852
2014-06-23,580498.8533286526,450872.5680362428,2,0.0010710540503721683,0.005378527249997327,0.840588902750304,0.0038577216820903093,13.031100273132324
2014-06-24,580126.7566901504,451396.9294933576,2,0.0009642340506107476,0.00520345681516046,0.8352478022453071,0.0011629925932257201,13.058919906616211
2014-06-25,588215.6518290649,452296.7408924022,2,0.0012045063561035377,0.005231581054984695,0.876567412086608,0.001993392821822093,13.00220012664795
2014-06-26,590261.1058415291,452877.1783189714,2,0.0011491021241328814,0.005050311225216675,0.8710673824227027,0.001283311096657469,13.011910438537598
2014-06-27,593557.831157837,452908.8297556427,2,0.0012856592600713054,0.004950488212404067,0.8980335284467399,6.988967028265236e-05,12.955909729003906
2014-06-30,598621.0041782412,454186.25483424054,2,0.0012962746704351241,0.004776033844522755,0.8960000000000004,0.0028204905594069185,12.970319747924805
2014-07-01,617219.6305399532,458059.07609868114,2,0.0018030399076264325,0.00529007008762446,0.9444651002584623,0.008526945109455175,12.939000129699707
2014-07-02,621958.513970428,460566.0487804073,2,0.0018076236201536237,0.005093181773151628,0.9468214107374269,0.005473033528946125,12.987930297851562
2014-07-03,632285.3869033034,462289.64882852515,2,0.0020416427407047447,0.00505068897242379,0.963961286240407,0.0037423515100212246,12.95479965209961
2014-07-07,629166.684915931,463065.8425482162,2,0.0017570958663518875,0.005067952841770201,0.9456578578455177,0.0016790203320753427,13.015990257263184
2014-07-08,605705.1661872993,456331.2057804126,2,0.0011980457988314877,0.006056285934109956,0.8580000000000003,-0.014543583544714633,12.983180046081543
2014-07-09,618664.202486543,459168.2379018909,2,0.0014275219669653836,0.006084293188226231,0.8910690140092037,0.006217046052387376,12.967599868774414
2014-07-10,613906.5327543648,458528.051629719,2,0.0012330802072247854,0.00599950383763896,0.8632081291938707,-0.0013942303045549886,12.990559577941895
2014-07-11,623822.0884500768,460930.0981550366,2,0.0014259091830717391,0.0059771968781663996,0.8901491668870042,0.005238603214743787,12.975000381469727
2014-07-14,634278.7069264053,462612.09315186157,2,0.0016045908119112881,0.00589459173922028,0.9216912565950196,0.003649132490061824,12.944899559020996
2014-07-15,627537.7699745175,460938.4409867466,2,0.0013986634120421331,0.005859379986826382,0.8944995495260617,-0.0036178305536980204,12.94262981414795
2014-07-16,633772.4806549222,462134.6995533877,2,0.0015050869336494205,0.005701353424012168,0.9136758942626173,0.0025952675244014234,12.924799919128418
2014-07-17,611781.3005296068,458483.8452472414,2,0.0010100272498817398,0.0066573277545008015,0.8086453318294955,-0.007899978750079861,12.994799613952637
2014-07-18,638159.2185963829,463880.5405040052,2,0.0014693866495313083,0.0073778327288957415,0.8900000000000003,0.011770742443179438,12.942580223083496
2014-07-21,637086.963075961,464208.1936007364,2,0.0013936256907522708,0.007213294311881871,0.883502986812309,0.0007063307643282446,12.967909812927246
2014-07-22,648083.9232129011,465972.2476645901,2,0.001537712691773277,0.007126084489390023,0.9093233457024156,0.0038001355602330644,12.9350004196167
2014-07-23,659899.2354107136,468735.52217530645,2,0.0016816496640746927,0.007023104872482699,0.9247264465875468,0.005930126793099122,12.928739547729492
