Date,NAV,QQQ_BH_MXN,BONDIA,W_TQQQ,HEDGE_USD,SCORE
2009-12-10,293095.74843027495,237621.8665092587,238160.86037382297,0.5110579784577447,0.0,3
2009-12-11,290774.82841208595,235791.19385555596,238222.57427930876,0.5070276089859134,0.0,3
2009-12-14,293259.263008053,235359.71119185528,238284.3041765327,0.5110773135450752,0.0,3
2009-12-15,290204.2460571812,233228.76868813563,238346.0500696388,0.5058023355620057,0.0,3
2009-12-16,291067.96338813426,234001.07406812088,238407.8119627719,0.5071411415982818,0.0,3
2009-12-17,287408.6168351461,234002.19405077826,238469.58986007812,0.500736620549857,0.0,3
2009-12-18,293980.4431263016,237114.19136756397,238531.3837657046,0.5117709919685666,0.0,3
2009-12-21,300074.41945374594,241385.23150604055,238593.1936837994,0.5215621083976396,0.0,3
2009-12-22,302360.449052292,242058.7664711907,238655.01961851196,0.5250563521320927,0.0,3
2009-12-23,306043.03846710495,244175.14965667535,238716.86157399244,0.5306497181572164,0.0,3
2009-12-24,309902.0710297687,245532.019732246,238778.71955439236,0.5363741609006559,0.0,3
2009-12-28,314695.549337814,250058.78183075384,238840.5935638642,0.5433178542673656,0.0,3
2009-12-29,312362.04286943196,248743.88945484092,238902.48360656155,0.5397869790598981,0.0,3
2009-12-30,314590.5162408838,250555.48908784543,238964.38968663896,0.5429285936649805,0.0,3
2009-12-31,310169.5761448425,248680.8943981818,239026.3118082522,0.536293689987208,0.0,3
2010-01-04,314634.1051496995,248230.56636626078,239088.24997555805,0.5427550386712117,0.0,3
2010-01-05,313794.9836904926,247054.17545070878,239150.20419271445,0.5414135152302965,0.0,3
2010-01-06,309762.7888581535,244197.26090715823,239212.17446388025,0.535323697314517,0.0,3
2010-01-07,310328.23174133693,244753.22650247827,239274.16079321553,0.536050183968161,0.0,3
2010-01-08,313392.16757709987,245297.78091128342,239336.16318488138,0.5404670276411779,0.0,3
2010-01-11,311939.9741610017,245248.02620598153,239398.18164304004,0.53820810368887,0.0,3
2010-01-12,306462.27393986116,243457.91650574596,239460.2161718547,0.5298322434826513,0.0,3
2010-01-13,311095.76503424696,244432.65061152153,239522.26677548967,0.5367149499939808,0.0,3
2010-01-14,311185.6254297011,244184.86297200338,239584.3334581105,0.5367287168177554,0.0,3
2010-01-15,305595.2007928612,241748.12813452803,239646.41622388357,0.5281315928905431,0.0,3
2010-01-19,312678.34530185955,244625.9495158667,239708.51507697647,0.5387013872770198,0.0,3
2010-01-20,306826.8229868517,243269.5911598082,239770.63002155794,0.5297821047969258,0.0,3
2010-01-21,304683.01682956284,244729.64792576563,239832.76106179768,0.526350861088411,0.0,3
2010-01-22,290822.4547769372,237950.61272206847,239894.90820186646,0.5036482171700121,0.0,2
2010-01-25,290885.378222925,236652.8898978919,239957.07144593625,0.18534831565646817,0.0,2
2010-01-26,291129.06253279035,237118.9005673401,240019.25079817997,0.18581928355855634,0.0,3
2010-01-27,294427.85558765393,240420.0362970256,240081.44626277176,0.3901535666140617,0.0,3
2010-01-28,286408.6352399025,236103.7707942745,240143.65784388664,0.37291588566699835,0.0,3
2010-01-29,281082.533680439,232582.5223079045,240205.88554570093,0.36086798842253365,0.0,1
2010-02-01,281104.6529054274,231616.3832899938,240268.12937239197,0.0,0.0,1
2010-02-02,281177.4947063588,233436.2053288872,240330.38932813806,0.0,0.0,3
2010-02-03,283237.3126417323,236094.5244722491,240392.66541711875,0.33673392444337,0.0,3
2010-02-04,276347.991637167,232894.43704991447,240454.95764351453,0.32002262896931283,0.0,0
2010-02-05,276375.38205341244,234391.99257363685,240517.2660115071,0.0,0.0,0
2010-02-08,276446.9983726509,234532.5770107097,240579.59052527914,0.0,0.0,0
2010-02-09,274750.62474077294,232688.54689018684,240641.93118901446,0.0,0.35,1
2010-02-10,275650.2265425914,234221.43683357546,240704.28800689796,0.0,0.35,1
2010-02-11,274452.9557769336,234653.44101555084,240766.6609831156,0.0,0.35,1
2010-02-12,274514.10442383616,235131.5959874277,240829.0501218545,0.0,0.35,2
2010-02-16,275785.3502880716,236422.6354766362,240891.45542730272,0.14922598221083538,0.0,2
2010-02-17,276644.91025018226,238326.38564857637,240953.87690364957,0.15164963806538392,0.0,2
2010-02-18,277558.2337859876,240144.33286326163,241016.31455508535,0.15422208335575732,0.0,3
2010-02-19,277017.8922762943,238390.99192344458,241078.76838580138,0.29821083682932337,0.0,3
2010-02-22,276522.91717986716,238012.65617234938,241141.23839999025,0.2967724585509066,0.0,3
2010-02-23,274086.8105542077,237064.50727599396,241203.72460184552,0.29033826814884833,0.0,2
2010-02-24,275081.7594494061,237263.42187173333,241266.2269955618,0.17072866830991731,0.0,2
2010-02-25,275080.03418524994,237038.08078644003,241328.74558533484,0.1705085793071909,0.0,2
2010-02-26,275632.96434305917,237431.02264018758,241391.2803753615,0.17195805806403944,0.0,2
2010-03-01,277573.8011887131,240141.26286249625,241453.83136983973,0.17753478139694084,0.0,2
2010-03-02,277926.5006718733,240868.43858488736,241516.39857296852,0.17836566911258814,0.0,3
2010-03-03,278302.2348063503,240573.98386948564,241578.98198894795,0.4079386513435129,0.0,3
2010-03-04,279674.1089166849,241524.96697119082,241641.5816219792,0.4106901994521943,0.0,3
2010-03-05,284006.6781445252,243558.62253170862,241704.19747626458,0.4195298422010683,0.0,3
2010-03-08,285080.43971811625,244836.6955213809,241766.82955600746,0.42156634652746316,0.0,3
2010-03-09,286843.10539526644,245384.5966551475,241829.47786541225,0.42497188446182715,0.0,3
2010-03-10,289504.7071796567,246656.23905793653,241892.14240868454,0.43011085000584176,0.0,3
2010-03-11,290503.55289744417,247221.89419732743,241954.8231900309,0.4319231483859682,0.0,3
2010-03-12,290335.2238578732,246296.1612237327,242017.5202136591,0.4314465023696923,0.0,3
2010-03-15,289718.32952314237,246035.12683636977,242080.233483778,0.43008824585049615,0.0,3
2010-03-16,291908.5960334188,247190.76355285745,242142.96300459738,0.43421787129896017,0.0,3
2010-03-17,292180.7921275128,246605.13940760543,242205.70878032834,0.43459848200146933,0.0,3
2010-03-18,294147.031189953,248658.90713430048,242268.47081518295,0.4382324024513801,0.0,3
2010-03-19,292389.192501754,248090.99100168096,242331.2491133743,0.4347086212224085,0.0,3
2010-03-22,295412.2823275244,249468.46340736534,242394.04367911682,0.4403485248033235,0.0,3
2010-03-23,297837.32734937116,250546.22735644854,242456.85451662572,0.4447614676348856,0.0,3
2010-03-24,296990.5790066674,251251.18255043164,242519.68163011753,0.44303414235999705,0.0,3
2010-03-25,295846.82531594683,250188.98574723746,242582.52502380978,0.4407360109363862,0.0,3
2010-03-26,296049.4416729706,249457.71044866167,242645.3847019211,0.44097395022832964,0.0,3
2010-03-29,297085.5410684568,249142.63241437057,242708.26066867128,0.44277922558061367,0.0,3
2010-03-30,297799.24851000233,248636.86407344375,242771.15292828105,0.44397061929598647,0.0,3
2010-03-31,296065.3733471507,247465.19108480646,242834.0614849724,0.4405693667366829,0.0,3
2010-04-01,295333.0156108368,246481.95622510198,242896.98634296833,0.4390367847949869,0.0,3
2010-04-05,298363.65211797296,247365.5706514641,242959.9275064929,0.44459089894962717,0.0,3
2010-04-06,299166.93046467175,247613.78236339352,243022.88497977136,0.4459386654418362,0.0,3
2010-04-07,299317.65258867946,248608.02754518887,243085.85876703,0.4460741644132206,0.0,3
2010-04-08,298958.29289976746,247532.56473977733,243148.84887249625,0.44526461398803907,0.0,3
2010-04-09,300982.74848285737,248238.7291532969,243211.8553003985,0.4488530682256927,0.0,3
2010-04-12,301325.87377743784,247996.27619864172,243274.87805496645,0.4493380149233868,0.0,3
2010-04-13,303739.59347444115,249856.69699557035,243337.9171404307,0.45357238904781394,0.0,3
2010-04-14,308667.11266406556,252897.42645435015,243400.97256102305,0.4621561502709036,0.0,3
2010-04-15,310410.46105657547,253647.51000918626,243464.04432097636,0.46503823844910225,0.0,3
2010-04-16,306441.0624769957,252638.4566708947,243527.13242452464,0.4579683422774889,0.0,3
2010-04-19,305935.5616626427,251894.86648683742,243590.23687590286,0.45693205008933513,0.0,3
2010-04-20,307720.71477833187,252587.51725501183,243653.35767934733,0.4599425952263512,0.0,3
2010-04-21,309833.617808059,253266.30168826872,243716.49483909516,0.4634865148214507,0.0,3
2010-04-22,312330.4705390638,255257.04647999632,243779.64835938485,0.46763763239295997,0.0,3
2010-04-23,313946.78472748835,255698.5450634255,243842.81824445573,0.4702411915621796,0.0,3
2010-04-26,312483.23632623215,254428.88937529098,243906.00449854846,0.4676220922159781,0.0,3
2010-04-27,306148.11209334916,253823.94538279276,243969.20712590462,0.45646478567010546,0.0,2
2010-04-28,306119.6919418375,253195.90795513158,244032.426130767,0.2498392486975095,0.0,3
2010-04-29,312101.88762474153,254673.47158921143,244095.66151737949,0.5095793251812423,0.0,3
2010-04-30,304127.4813968324,251919.0305910703,244158.913289987,0.4965897855404263,0.0,3
2010-05-03,309724.34207493556,254456.5615823478,244222.18145283553,0.5055585486870007,0.0,3
2010-05-04,299240.78952760843,252552.4164395629,244285.46601017233,0.4881037565299524,0.0,2
2010-05-05,299170.3756036759,255019.77540238458,244348.7669662456,0.17491309348595885,0.0,2
2010-05-06,295017.276346498,251246.96478088456,244412.08432530472,0.16308113852146278,0.0,1
2010-05-07,295069.66740692797,242167.23990505043,244475.41809160015,0.0,0.0,0
2010-05-10,295146.12791995046,247284.906434827,244538.76826938338,0.0,0.0,2
2010-05-11,295349.8450714678,248359.70341983013,244602.13486290717,0.10889413836204231,0.0,2
2010-05-12,296761.2571279606,250134.01050665887,244665.5178764252,0.1129024730793023,0.0,2
2010-05-13,295448.8024877736,247203.46315269516,244728.9173141924,0.10873088045682427,0.0,2
2010-05-14,293925.21284592204,245546.17708458073,244792.33318046472,0.1038787521180878,0.0,1
2010-05-17,293986.1105077225,246346.61111666478,244855.76547949915,0.0,0.0,1
2010-05-18,294062.2902419136,246668.39352836573,244919.21421555398,0.0,0.0,0
2010-05-19,294360.230336003,245298.44048393605,244982.6793928884,0.0,0.35,0
2010-05-20,296888.95084597473,241831.98505576135,245046.16101576283,0.0,0.35,0
2010-05-21,295602.8319319058,241316.79049252503,245109.65908843873,0.0,0.35,0
2010-05-24,296306.82914492796,241824.7038726879,245173.1736151787,0.0,0.35,0
2010-05-25,296193.6112519738,241617.45784441516,245236.70460024648,0.0,0.35,1
2010-05-26,296907.40517842316,240401.89673944266,245300.2520479068,0.0,0.35,0
2010-05-27,294735.5943792612,244107.2088868403,245363.81596242555,0.0,0.35,1
2010-05-28,295938.13545978785,245338.65270684898,245427.3963480698,0.0,0.35,0
2010-06-01,296212.2776381234,243561.81996373305,245490.9932091076,0.0,0.35,0
2010-06-02,294735.19654103485,245613.96185620243,245554.6065498082,0.0,0.35,1
2010-06-03,294647.3130794799,247575.80842840395,245618.23637444194,0.0,0.35,2
2010-06-04,292345.55298959865,242885.35184918434,245681.88268728027,0.0867224411985949,0.0,0
2010-06-07,292408.6311510534,238981.98069953267,245745.54549259567,0.0,0.0,0
2010-06-08,292484.4021177763,236162.8374992581,245809.2247946618,0.0,0.0,0
2010-06-09,292569.7162650903,234272.88322583423,245872.92059775346,0.0,0.35,1
2010-06-10,291279.6913190822,237761.8094288394,245936.63290614643,0.0,0.35,1
2010-06-11,291064.80568684544,239365.91472678058,246000.36172411777,0.0,0.35,1
2010-06-14,291401.85786571394,239947.2207457345,246064.1070559455,0.0,0.35,1
2010-06-15,290574.7869031575,244222.17183852862,246127.8689059088,0.0,0.35,2
2010-06-16,291284.23611098184,245590.00900941066,246191.647278288,0.10921107793916889,0.0,2
2010-06-17,291644.27370493027,246174.06467560394,246255.4421773645,0.11008022273827754,0.0,2
2010-06-18,291694.4362003989,245575.4475723289,246319.25360742075,0.11000269907070578,0.0,2
2010-06-21,290901.8804276826,243355.38119358508,246383.08157274046,0.1073466703644089,0.0,2
2010-06-22,290427.07641368563,243034.152201205,246446.9260776083,0.10565562947229641,0.0,1
2010-06-23,290486.99127831834,242215.91406036814,246510.78712631017,0.0,0.0,1
2010-06-24,290562.2642962964,240251.61292164112,246574.664723133,0.0,0.0,1
2010-06-25,290017.82023225725,238902.685662565,246638.55887236484,0.0,0.35,1
2010-06-28,290757.85685075197,239636.50822406894,246702.46957829484,0.0,0.35,1
2010-06-29,292167.26765345235,233431.4285420052,246766.39684521334,0.0,0.35,1
2010-06-30,292533.82365179446,230551.42048074066,246830.34067741173,0.0,0.35,1
2010-07-01,293181.92885737034,231206.87683923272,246894.3010791825,0.0,0.35,1
2010-07-02,293842.39403182175,231887.13445573507,246958.27805481933,0.0,0.35,1
2010-07-06,292973.4898875794,230478.6968763552,247022.27160861687,0.0,0.35,1
2010-07-07,292074.834358077,235595.8843178072,247086.281744871,0.0,0.35,1
2010-07-08,291576.7762257906,235571.8295153517,247150.3084678787,0.0,0.35,1
2010-07-09,291644.11079123686,237810.28626898365,247214.35178193802,0.0,0.35,1
2010-07-12,292134.5244738552,239491.55601928936,247278.41169134818,0.0,0.35,1
2010-07-13,291038.832963287,239836.2570041277,247342.4882004095,0.0,0.35,2
2010-07-14,291825.2650330451,241642.8919034775,247406.58131342332,0.14346378102031976,0.0,2
2010-07-15,292229.62128088146,242968.59562316327,247470.69103469225,0.14442732014456722,0.0,1
2010-07-16,292284.2428907823,239013.27735891752,247534.8173685199,0.0,0.0,1
2010-07-19,292359.9816251504,240679.69931339222,247598.96031921104,0.0,0.0,1
2010-07-20,291305.5535258522,240964.33159522142,247663.11989107152,0.0,0.35,2
2010-07-21,290222.947141148,239519.61355917755,247727.2960884084,0.13533112122357993,0.0,1
2010-07-22,290278.51363974443,243649.02472410855,247791.4889155297,0.0,0.0,2
2010-07-23,291234.96499003744,244837.0593279071,247855.69837674472,0.13034874733226676,0.0,2
2010-07-26,291951.77621713764,245691.65774510594,247919.92447636378,0.13225915170955332,0.0,2
2010-07-27,292011.6151053557,245601.42498163812,247984.16721869833,0.1322121597802627,0.0,2
2010-07-28,291384.75252071064,244266.57019734796,248048.42660806098,0.13011991723555585,0.0,2
2010-07-29,290576.5437097508,242653.83285779651,248112.70264876538,0.1274743987759847,0.0,2
2010-07-30,290649.2722140313,241610.9283617874,248176.9953451263,0.16275176306297504,0.0,2
2010-08-02,292999.99935621,244876.22341609292,248241.30470145983,0.16925375879836413,0.0,3
2010-08-03,292177.98187569564,244131.46965206743,248305.63072208286,0.3174118172054323,0.0,2
2010-08-04,293289.01988493645,245240.57763039262,248369.9734113136,0.16092732702019374,0.0,3
2010-08-05,292995.15639647184,245383.46521350153,248434.3327734714,0.3573206084616545,0.0,3
2010-08-06,293665.4672924022,247632.5304170697,248498.70881287658,0.3586214113315079,0.0,3
2010-08-09,294949.1879142231,247916.03168887444,248563.10153385074,0.36124743707569135,0.0,3
2010-08-10,292598.6535031714,245425.87306989447,248627.51094071646,0.35594929483249,0.0,3
2010-08-11,285392.42234749184,242039.43362742316,248691.93703779753,0.3395157459793301,0.0,1
2010-08-12,285417.9276146023,239354.95693981048,248756.37982941882,0.0,0.0,1
2010-08-13,285491.8871014009,237654.36695880667,248820.83931990637,0.0,0.0,1
2010-08-16,284948.98128844897,236676.77453628374,248885.31551358727,0.0,0.35,1
2010-08-17,284533.9306853707,238532.5800026052,248949.80841478982,0.0,0.35,1
2010-08-18,284884.3761983972,240163.62348261717,249014.31802784334,0.0,0.35,1
2010-08-19,285550.31564589596,237948.88461874163,249078.84435707834,0.0,0.35,1
2010-08-20,286009.65023823804,239204.80601533857,249143.38740682643,0.0,0.35,1
2010-08-23,287381.0810804973,239949.91816756825,249207.94718142037,0.0,0.35,1
2010-08-24,287546.3257182779,235703.86906385195,249272.52368519394,0.0,0.35,1
2010-08-25,288001.8572836999,238891.77553895826,249337.11692248224,0.0,0.35,1
2010-08-26,288743.90630688204,237600.32983357672,249401.72689762127,0.0,0.35,1
2010-08-27,288508.9946138202,239774.91304769064,249466.3536149483,0.0,0.35,1
2010-08-30,289497.857508289,239438.82044843433,249530.99707880174,0.0,0.35,1
2010-08-31,290003.95841521746,239649.44162958206,249595.65729352096,0.0,0.35,1
2010-09-01,288911.0810008554,243998.1462505021,249660.3342634466,0.0,0.35,1
2010-09-02,288798.8741013128,246287.26809839456,249725.02799292046,0.0,0.35,1
2010-09-03,288097.6781521638,248466.8104163877,249789.73848628526,0.0,0.35,3
2010-09-07,286772.3743779139,249141.44000135717,249854.4657478851,0.30093673810979743,0.0,1
2010-09-08,286803.5346669547,251732.41780523158,249919.209782065,0.0,0.0,2
2010-09-09,287277.2301205532,252053.06616040118,249983.97059317122,0.15176654622077204,0.0,3
2010-09-10,287725.01177140465,251380.53883893977,250048.74818555117,0.33817705455233255,0.0,3
2010-09-13,291568.18230012927,253644.19616202687,250113.54256355317,0.3467313305298299,0.0,3
2010-09-14,292714.879446256,254262.25055078388,250178.35373152702,0.34912186425479347,0.0,3
2010-09-15,294119.11341537186,254932.71075343053,250243.1816938233,0.3520615435585266,0.0,3
2010-09-16,295570.9366155705,255807.10347350241,250308.026454794,0.35507709706056406,0.0,3
2010-09-17,296721.09177362587,256633.46581164977,250372.888018792,0.35741048863929176,0.0,3
2010-09-20,302277.9891768873,261084.64333774862,250437.76639017148,0.3690600179036973,0.0,3
2010-09-21,301366.58976487303,259601.06378724604,250502.66157328765,0.36698792743674297,0.0,3
2010-09-22,300198.38915204094,257279.5275377937,250567.57357249694,0.3643599372982021,0.0,2
2010-09-23,300129.4195873586,257499.80127057302,250632.50239215678,0.20564398832077593,0.0,2
2010-09-24,303211.60451120674,260825.82158222608,250697.4480366259,0.2135149725606956,0.0,3
2010-09-27,301959.6739516862,259821.05534668078,250762.41051026393,0.4203512484477085,0.0,2
2010-09-28,301724.36274143675,257959.78966344098,250827.3898174319,0.20504436706619036,0.0,2
2010-09-29,301529.03358242416,258552.38810375644,250892.38596249174,0.20432327046558307,0.0,2
2010-09-30,301043.0251559173,258610.09176404143,250957.3989498066,0.20283220370984284,0.0,3
2010-10-01,299842.5350129706,257042.70683401084,251022.42878374082,0.4980172289069624,0.0,3
2010-10-04,295644.0944910147,255926.54434422738,251087.4754686598,0.4907566492122254,0.0,2
2010-10-05,300255.5076187612,259142.5510080554,251152.53900893006,0.2614458915072182,0.0,3
2010-10-06,296711.03768878104,256857.47628142833,251217.6194089193,0.4554521642639115,0.0,2
2010-10-07,297860.32082607294,259595.42759097315,251282.7166729963,0.22768725403908927,0.0,2
2010-10-08,298470.53185589885,258300.58394440686,251347.83080553098,0.22906649854752084,0.0,2
2010-10-11,298917.23631609447,259341.59101419742,251412.96181089449,0.2300191169930664,0.0,3
2010-10-12,301289.31712482154,260169.65436691698,251478.10969345897,0.4677306081773198,0.0,3
2010-10-13,304406.173528034,261664.11902386858,251543.27445759778,0.4730440740810665,0.0,3
2010-10-14,303937.70054168097,261673.75862226204,251608.45610768546,0.4720950940035101,0.0,3
2010-10-15,313489.15552672587,267851.76199334144,251673.65464809746,0.4880467876445269,0.0,3
2010-10-18,313186.12837009487,266262.2500658314,251738.87008321064,0.4874186516594656,0.0,3
2010-10-19,308599.26017635793,266365.4235666492,251804.10241740284,0.47966509577106126,0.0,3
2010-10-20,310053.4882872903,265348.55894505524,251869.35165505306,0.48197139570010405,0.0,3
2010-10-21,310979.67146139155,265587.8889088632,251934.61780054148,0.48338039226267643,0.0,3
2010-10-22,313593.15740015334,266773.4988780294,251999.9008582493,0.48755314659693477,0.0,3
2010-10-25,316042.8900582046,268217.03909844643,252065.200832559,0.49139349918520503,0.0,3
2010-10-26,317673.10385758476,270072.97536972025,252130.5177278541,0.49387241500963064,0.0,3
2010-10-27,319943.18765195727,271951.7946085167,252195.85154851933,0.49733330689949323,0.0,3
2010-10-28,319755.078039127,270577.08108079474,252261.20229894042,0.49690726056697415,0.0,3
2010-10-29,318765.61442920956,269497.7619253011,252326.5699835044,0.49521486724155717,0.0,3
2010-11-01,319003.46309779835,269420.3128159351,252391.95460659935,0.4954605286183094,0.0,3
2010-11-02,323281.08496284724,271381.77295363176,252457.3561726145,0.5020075328407284,0.0,3
2010-11-03,325118.6272704391,271706.14529977157,252522.77468594015,0.5046938291660157,0.0,3
2010-11-04,330779.99314539385,274722.7090528502,252588.2101509679,0.5130449430388111,0.0,3
2010-11-05,330552.66280880646,273959.08243168175,252653.66257209037,0.5125837804144104,0.0,3
2010-11-08,331456.17465061834,275013.5787825285,252719.1319537013,0.5137864631960969,0.0,3
2010-11-09,329648.8989599604,275005.81766125554,252784.61830019564,0.510994151682055,0.0,3
2010-11-10,331412.01247689856,275014.556326018,252850.1216159695,0.5134696246831749,0.0,3
2010-11-11,328843.5392306266,273685.04712667636,252915.64190541997,0.5095424609885547,0.0,3
2010-11-12,321462.2241334077,271092.2058626323,252981.1791729455,0.4981507192995177,0.0,3
2010-11-15,318993.06671227777,268702.4171585687,253046.73342294546,0.4941351188932669,0.0,3
2010-11-16,312909.4886599222,267277.62785845174,253112.30465982054,0.4841664754156795,0.0,3
2010-11-17,313767.536331898,266975.0905609715,253177.89288797247,0.4854438041005798,0.0,3
2010-11-18,319627.2420007484,269121.37456030294,253243.4981118042,0.4947462387772428,0.0,3
2010-11-19,319989.43697485485,269238.9263673278,253309.12033571966,0.4951873571307692,0.0,3
2010-11-22,324579.69284885284,272116.69906775636,253374.7595641241,0.5021975344345948,0.0,3
2010-11-23,319234.9104755066,271784.09511938575,253440.41580142383,0.49373193557830997,0.0,2
2010-11-24,322941.28349775815,274939.4466228226,253506.0890520264,0.24177483791779822,0.0,3
2010-11-26,323304.89515147137,275557.00808087824,253571.77932034025,0.418085965732137,0.0,2
2010-11-29,322426.8244610175,275418.79349648993,253637.48661077526,0.20374923298182515,0.0,3
2010-11-30,317362.28064909694,272030.11729083845,253703.21092774227,0.40326463579496824,0.0,3
2010-12-01,324610.07305113773,275858.2134244227,253768.9522756533,0.4164371790694491,0.0,3
2010-12-02,327945.90076068335,277021.9315427232,253834.71065892157,0.42222343376406996,0.0,3
2010-12-03,329259.11722385994,277955.62835174013,253900.48608196137,0.4243787164019433,0.0,3
2010-12-06,329450.8409772611,278625.4766932661,253966.27854918817,0.424564626718046,0.0,3
2010-12-07,330951.79405804316,281416.52320572606,254032.08806501856,0.42702594229833923,0.0,3
2010-12-08,332020.57562121877,280611.9435008636,254097.91463387036,0.42872236333846764,0.0,3
2010-12-09,333063.48578678834,282538.7066072628,254163.75826016234,0.4303636153109088,0.0,3
2010-12-10,335774.6741020337,283742.8460310894,254229.6189483147,0.4348166867831235,0.0,3
2010-12-13,333568.383572741,281692.29967843805,254295.49670274855,0.43093102410554956,0.0,3
2010-12-14,333976.1001506123,281735.27175949607,254361.3915278862,0.4314784599412496,0.0,3
2010-12-15,333548.35615917854,282441.47491948464,254427.30342815118,0.430601877031065,0.0,3
2010-12-16,335909.1304934,283301.8045244278,254493.23240796805,0.4344571059956705,0.0,3
2010-12-17,336442.11213833414,283627.5132371621,254559.1784717627,0.4352067070559495,0.0,3
2010-12-20,336827.0952485022,283721.19964621036,254625.1416239619,0.4357060626808428,0.0,3
2010-12-21,338694.17373411014,284286.5166984572,254691.12186899383,0.4386713600336538,0.0,3
2010-12-22,338238.61812828947,282969.0532162078,254757.11921128767,0.4377696850385569,0.0,3
2010-12-23,337783.2506450928,283440.79078488366,254823.13365527376,0.4368658537666401,0.0,3
2010-12-27,337939.6205947043,283687.89800863387,254889.16520538364,0.43698056901449733,0.0,3
2010-12-28,337638.6118430566,283726.8366260677,254955.21386604998,0.43633260704683474,0.0,3
2010-12-29,338286.2691034215,283814.5897463707,255021.27964170653,0.4372659801373511,0.0,3
2010-12-30,337435.4074865928,283548.8633804252,255087.3625367883,0.43570082863169163,0.0,3
2010-12-31,335661.8576115684,281593.56684574444,255153.46255573136,0.43257222095238285,0.0,3
2011-01-03,341163.7868683293,283903.74036231166,255219.579702973,0.44157843231087096,0.0,3
2011-01-04,340921.48343097,283589.4781108389,255285.7139829516,0.44103673989897496,0.0,3
2011-01-05,344047.75156096206,284785.8325973821,255351.8654001067,0.44597236034861903,0.0,3
2011-01-06,345967.3698151453,286596.27163288015,255418.03395887907,0.4489036450753846,0.0,3
2011-01-07,345745.2358979607,286504.0129972925,255484.21966371048,0.448406681772622,0.0,3
2011-01-10,347371.3032529156,287275.264527062,255550.42251904396,0.4508464618450254,0.0,3
2011-01-11,346968.6260605081,285542.23411538795,255616.64252932367,0.4500666717002718,0.0,3
2011-01-12,349449.2104944651,286247.877436014,255682.87969899498,0.4538289126648569,0.0,3
2011-01-13,350789.15461246506,287772.6631034047,255749.1340325043,0.4557741894658638,0.0,3
2011-01-14,353013.1472756827,287614.3668841912,255815.40553429924,0.45906269209462686,0.0,3
2011-01-18,354342.34714146226,288397.7785572049,255881.69420882853,0.4609521965148919,0.0,3
2011-01-19,349603.67232147255,286350.31527338515,255948.00006054222,0.453504141338802,0.0,3
2011-01-20,345759.2701715363,283711.70934429794,256014.3230938912,0.44728461795043817,0.0,3
2011-01-21,342212.8487368889,281420.8443007425,256080.66331332785,0.4414120081754193,0.0,3
2011-01-24,348461.67488652567,285241.54034881765,256147.02072330547,0.45128679735173566,0.0,3
2011-01-25,349437.739409671,286333.123628796,256213.39532827862,0.4526776974335065,0.0,3
2011-01-26,350809.79202837485,285827.22397560877,256279.78713270297,0.454677059097417,0.0,3
2011-01-27,354490.2719251557,288570.6460867568,256346.19614103538,0.46019901014968334,0.0,3
2011-01-28,344302.80627251614,285108.5495858038,256412.62235773384,0.44408299547035035,0.0,3
2011-01-31,345484.23141289665,284400.00911546557,256479.0657872575,0.4458404604555097,0.0,3
2011-02-01,352636.42741917004,287146.601867679,256545.52643406668,0.45693927669686785,0.0,3
2011-02-02,351989.1153543541,286746.1186047705,256612.0043026228,0.4557996012531181,0.0,3
2011-02-03,352538.16234252416,287031.8993089738,256678.4993973885,0.45650634782577426,0.0,3
2011-02-04,355177.69275938056,288088.1957770276,256745.0117228276,0.46040557556570316,0.0,3
2011-02-07,358044.5248250273,290217.3502081628,256811.541283405,0.46458735831910863,0.0,3
2011-02-08,361839.04175231437,292470.92261221854,256878.08808358677,0.47006481391368654,0.0,3
2011-02-09,361515.97649254184,293108.69253293175,256944.65212784018,0.46945379923266783,0.0,3
2011-02-10,362491.0229930871,293734.28748907894,257011.23342063362,0.4707437799240227,0.0,3
2011-02-11,365304.45243276574,294610.84354036266,257077.83196643667,0.474683812262274,0.0,3
2011-02-14,366808.43966753804,295930.701629862,257144.44776972005,0.47670214718469456,0.0,3
2011-02-15,367768.03272693895,297832.30248168984,257211.08083495562,0.47793230724443797,0.0,3
2011-02-16,369871.8858828162,297767.1912541976,257277.73116661643,0.48076734681280336,0.0,3
2011-02-17,368987.13865451457,296357.99198831135,257344.39876917668,0.4793874752106092,0.0,3
2011-02-18,368296.8134089726,296146.7628096682,257411.0836471117,0.47827649604088573,0.0,3
2011-02-22,354143.3832723272,289917.78561662073,257477.78580489804,0.4572850882301292,0.0,3
2011-02-23,350848.2280394004,288714.30711396073,257544.50524701338,0.4520459744064874,0.0,3
2011-02-24,352508.82698854676,289077.54934600455,257611.24197793653,0.45448595601169656,0.0,3
2011-02-25,359298.8914865419,292876.3612704525,257677.99600214744,0.4646564460838617,0.0,3
2011-02-28,360136.15997877036,293074.2383910689,257744.76732412737,0.3784770354029838,0.0,3
2011-03-01,353748.9393067729,288594.49703452666,257811.5559483586,0.36709097873180513,0.0,3
2011-03-02,355257.59398513625,289279.18782778905,257878.3618793246,0.3696154145178841,0.0,3
2011-03-03,362331.6381140169,293265.26941058337,257945.18512151,0.3817626760510975,0.0,3
2011-03-04,360307.76340410765,291682.34202373895,258012.0256794006,0.3781288905459457,0.0,3
2011-03-07,355487.7656999356,288968.6820587252,258078.88355748344,0.3695337182238243,0.0,3
